SeriousDlqin2yrs;age;NumberOfTime30-59DaysPastDueNotWorse;DebtRatio;NumberOfTimes90DaysLate;NumberOfTime60-89DaysPastDueNotWorse;MonthlyIncome;NumberOfDependents
0;37;0;0.752498;0;0;1300.000000;0.000000
0;67;0;1.663084;0;0;4000.000000;0.000000
0;30;0;0.412673;0;0;9200.000000;2.000000
0;60;1;1.132773;0;0;5000.000000;1.000000
0;39;0;95.000000;0;0;;0.000000
0;48;0;0.409091;0;0;7875.000000;2.000000
0;52;0;2526.000000;0;0;;1.000000
0;31;0;0.471008;0;0;1120.000000;0.000000
0;63;0;173.000000;0;0;;0.000000
0;64;0;3519.000000;0;0;;0.000000
0;27;1;0.107178;0;0;3050.000000;0.000000
0;39;0;0.582004;0;1;2255.000000;2.000000
0;45;0;5.543689;0;0;720.000000;3.000000
0;44;0;0.387123;0;0;5000.000000;2.000000
0;69;0;0.206937;0;0;4266.000000;0.000000
0;94;0;327.000000;0;0;;0.000000
0;47;0;0.303178;0;0;8400.000000;3.000000
0;73;0;982.000000;0;0;;0.000000
0;56;0;0.231339;0;0;17000.000000;1.000000
0;59;0;0.147512;0;0;4541.000000;0.000000
0;76;0;0.303683;0;0;9285.000000;0.000000
0;68;0;5.000000;0;0;;
0;35;0;0.373553;1;0;6480.000000;0.000000
0;52;0;0.181531;0;0;3800.000000;0.000000
0;32;0;0.403381;0;0;5500.000000;1.000000
0;62;0;1331.500000;0;0;1.000000;0.000000
0;74;0;0.389038;0;0;2608.000000;0.000000
0;42;0;0.112622;0;0;6250.000000;0.000000
0;22;0;0.000000;0;0;1000.000000;0.000000
0;73;0;0.281121;0;0;6779.000000;1.000000
0;68;0;0.309556;0;0;5200.000000;0.000000
0;62;0;1124.000000;0;0;;0.000000
0;63;1;3068.000000;0;0;;0.000000
0;41;0;0.006964;0;0;4163.000000;0.000000
0;48;0;0.121444;0;0;9666.000000;1.000000
0;30;0;0.080456;0;0;6400.000000;2.000000
0;67;1;0.122133;0;0;3749.000000;0.000000
0;83;0;1754.000000;0;0;;0.000000
0;76;0;0.042590;0;0;2300.000000;0.000000
0;64;0;0.325743;0;0;3600.000000;0.000000
0;68;0;0.594054;0;0;9855.000000;0.000000
0;53;0;856.000000;0;0;;0.000000
0;40;0;0.365491;0;0;5586.000000;2.000000
0;30;2;0.409899;0;0;8323.000000;7.000000
0;45;0;555.000000;0;0;0.000000;0.000000
0;50;0;0.498066;0;0;3876.000000;0.000000
0;64;0;1285.000000;0;0;;
0;83;0;0.000000;0;0;;0.000000
0;62;0;975.000000;0;1;;0.000000
0;45;1;0.334526;0;1;8940.000000;2.000000
0;62;0;0.315190;0;0;3600.000000;1.000000
0;24;0;0.139144;0;0;2500.000000;0.000000
0;55;0;1976.000000;0;0;;0.000000
0;44;0;0.153896;0;0;3066.000000;3.000000
0;31;0;0.258777;0;0;1765.000000;0.000000
0;40;12;0.244543;0;1;8750.000000;0.000000
0;50;0;0.097650;0;0;6000.000000;0.000000
0;57;1;0.010450;0;0;2200.000000;4.000000
0;63;0;0.579293;0;0;4867.000000;0.000000
0;69;0;0.015246;0;0;7083.000000;0.000000
0;58;0;0.271429;0;0;1959.000000;2.000000
0;45;0;0.307369;0;0;10000.000000;3.000000
0;50;1;0.096995;1;1;5556.000000;2.000000
0;43;0;0.638815;0;0;10938.000000;3.000000
0;57;0;0.561023;0;0;8168.000000;0.000000
0;46;0;0.997600;0;0;6250.000000;2.000000
0;70;0;0.134773;0;0;5000.000000;0.000000
0;68;1;990.000000;0;0;0.000000;0.000000
0;35;0;405.000000;0;0;;
0;58;0;0.188953;0;0;4000.000000;0.000000
0;62;0;0.650546;0;0;3390.000000;0.000000
0;44;0;50.000000;0;0;;0.000000
0;51;0;0.386712;0;0;6200.000000;2.000000
0;73;0;34.000000;0;0;;0.000000
0;60;1;0.247537;0;0;2435.000000;1.000000
0;76;0;0.011729;0;0;3324.000000;1.000000
0;32;0;0.203998;0;0;1700.000000;0.000000
0;60;1;0.292353;0;0;10500.000000;0.000000
0;62;0;0.368304;0;0;3135.000000;0.000000
0;54;0;7.000000;0;0;;
0;54;0;0.580760;0;0;4500.000000;0.000000
0;67;0;291.000000;0;0;;0.000000
0;38;0;0.153040;0;0;6200.000000;0.000000
0;45;3;0.128190;0;0;5210.000000;3.000000
0;24;0;0.000000;0;0;2650.000000;1.000000
0;55;0;0.214733;0;0;8307.000000;2.000000
0;61;0;0.944890;0;0;1868.000000;0.000000
0;69;0;3090.000000;0;0;;1.000000
0;37;1;1.229381;0;0;3600.000000;2.000000
0;62;0;13.000000;0;0;;
0;52;0;1594.000000;0;0;;
0;33;0;0.142802;0;0;5167.000000;1.000000
0;49;0;0.314315;0;0;6817.000000;0.000000
0;59;0;6966.000000;0;0;;0.000000
0;49;0;0.373767;0;0;3750.000000;0.000000
0;35;0;1.325946;0;0;2616.000000;0.000000
0;89;0;0.038481;0;0;2000.000000;0.000000
0;81;0;0.000000;0;0;;0.000000
0;35;0;0.006037;0;0;5300.000000;0.000000
0;56;0;3217.000000;0;0;;
0;53;0;0.270360;0;0;1804.000000;0.000000
0;65;0;0.106974;0;0;14582.000000;3.000000
0;21;0;0.000000;0;0;900.000000;0.000000
0;50;0;0.117023;0;0;6408.000000;2.000000
0;63;0;0.005999;0;0;5000.000000;0.000000
0;71;0;0.238081;0;0;9941.000000;0.000000
0;62;0;0.156265;0;0;8299.000000;0.000000
0;65;0;0.323987;0;0;25000.000000;0.000000
0;47;0;0.132077;0;0;11250.000000;0.000000
0;53;0;0.319953;0;0;6800.000000;2.000000
0;69;0;2080.000000;0;0;;0.000000
0;37;0;0.528771;0;0;4500.000000;0.000000
0;50;0;0.017138;0;0;3500.000000;2.000000
0;63;0;0.599677;0;0;4333.000000;0.000000
0;60;0;0.249415;0;0;12400.000000;1.000000
0;49;0;0.556743;0;0;8890.000000;2.000000
0;32;0;0.007774;0;0;1414.000000;0.000000
0;40;0;0.000000;0;0;8917.000000;0.000000
0;51;0;1891.000000;0;0;;0.000000
0;48;0;0.167880;0;0;10578.000000;3.000000
0;52;0;2189.000000;0;0;;2.000000
0;52;0;5373.000000;0;0;0.000000;0.000000
0;75;0;1.000000;0;0;;0.000000
0;43;0;0.169140;0;0;9500.000000;2.000000
0;40;0;0.471451;0;0;10700.000000;1.000000
0;72;0;0.370122;0;0;3433.000000;0.000000
0;53;1;2292.000000;0;0;;0.000000
0;26;0;0.548280;0;0;900.000000;1.000000
0;47;1;0.533112;0;0;3306.000000;1.000000
0;66;0;3680.000000;0;0;;0.000000
0;61;2;0.114571;1;0;2600.000000;0.000000
0;41;0;0.011754;0;0;7826.000000;4.000000
0;40;0;0.074985;0;0;5000.000000;2.000000
0;66;0;0.304688;0;0;6655.000000;0.000000
0;44;0;0.441001;0;0;12584.000000;3.000000
0;39;0;0.390900;0;1;9032.000000;1.000000
0;50;0;0.214306;0;0;10750.000000;3.000000
0;70;0;0.078730;0;0;4000.000000;2.000000
0;42;0;0.179468;0;0;9555.000000;0.000000
0;68;1;1479.000000;1;0;;0.000000
0;45;0;0.321859;0;0;5896.000000;2.000000
0;42;1;0.028673;1;0;10950.000000;0.000000
0;58;0;1371.000000;0;0;;0.000000
0;65;0;0.019596;0;0;5000.000000;0.000000
0;59;0;0.709890;0;0;5752.000000;1.000000
0;29;1;0.105729;0;1;2600.000000;1.000000
0;53;0;10.000000;0;0;;0.000000
0;23;0;0.056029;0;0;820.000000;0.000000
0;44;0;1.455509;0;0;5000.000000;1.000000
0;74;0;11.000000;0;0;;0.000000
0;63;0;960.000000;0;0;;0.000000
0;41;0;0.222903;0;0;4243.000000;2.000000
0;59;1;0.128515;0;0;4800.000000;0.000000
0;36;1;0.116751;2;1;984.000000;3.000000
0;68;0;0.056992;0;0;7000.000000;0.000000
0;61;0;0.575125;0;0;3400.000000;0.000000
0;71;0;0.326842;0;0;8061.000000;0.000000
0;44;0;0.498566;0;0;10457.000000;2.000000
0;49;0;1272.000000;0;0;;0.000000
0;55;0;0.751532;0;0;10278.000000;0.000000
0;42;0;0.228314;0;0;9083.000000;0.000000
0;55;0;0.011200;0;0;8660.000000;0.000000
0;45;0;0.370401;0;0;8425.000000;3.000000
0;60;2;0.323834;0;0;6666.000000;1.000000
0;62;0;0.183829;0;1;11439.000000;1.000000
0;38;0;957.000000;0;0;;0.000000
0;31;0;0.235051;0;0;15000.000000;0.000000
0;69;0;0.157253;0;0;3115.000000;0.000000
0;57;0;13826.000000;0;0;;0.000000
0;66;0;2024.000000;0;0;;0.000000
0;42;0;1141.000000;0;0;;0.000000
0;40;0;0.271505;0;0;5800.000000;1.000000
0;80;0;943.000000;0;0;;1.000000
0;66;0;0.000000;0;0;;0.000000
0;71;0;81.000000;0;0;;0.000000
0;60;1;3724.000000;0;0;;0.000000
0;48;0;48.000000;0;0;;0.000000
0;37;0;0.405756;0;0;7400.000000;3.000000
0;44;0;0.522134;0;0;11000.000000;1.000000
0;58;0;1284.000000;0;0;;0.000000
0;42;0;1508.000000;0;0;;0.000000
0;55;0;0.731856;0;0;5731.000000;0.000000
0;37;0;0.088482;0;0;3333.000000;0.000000
0;61;0;0.694056;0;0;5500.000000;0.000000
0;39;2;0.395601;0;0;6000.000000;1.000000
0;48;0;0.774896;0;0;5783.000000;1.000000
0;37;1;0.442284;0;0;4885.000000;0.000000
0;62;0;214.000000;0;0;0.000000;0.000000
0;42;0;0.186514;0;0;5516.000000;0.000000
0;53;0;0.500050;0;0;10000.000000;1.000000
0;64;0;0.097144;0;0;3746.000000;0.000000
0;71;0;75.000000;0;0;;0.000000
0;47;0;0.512375;0;0;6100.000000;5.000000
0;30;0;0.040229;0;0;4200.000000;0.000000
0;68;0;0.228496;0;0;3417.000000;0.000000
0;76;0;0.462710;0;0;3150.000000;0.000000
0;67;0;0.397220;0;0;4100.000000;0.000000
0;33;1;0.108778;0;0;5000.000000;0.000000
0;50;0;0.404297;0;0;8750.000000;2.000000
0;68;1;0.272560;0;0;3800.000000;0.000000
0;67;0;0.011638;0;0;5584.000000;0.000000
0;52;0;0.453364;0;0;7000.000000;2.000000
0;70;0;0.192956;0;0;6586.000000;0.000000
0;50;0;0.284448;0;0;12750.000000;0.000000
0;85;0;0.002666;0;0;3000.000000;1.000000
0;68;0;104.000000;0;0;;0.000000
0;61;0;837.000000;0;0;;0.000000
0;40;0;2.295587;0;0;1200.000000;2.000000
0;67;0;0.552545;0;0;16166.000000;0.000000
0;60;0;4070.000000;0;0;;1.000000
0;27;0;0.242654;0;0;3300.000000;1.000000
0;55;0;1569.000000;0;0;;0.000000
0;26;0;0.102224;0;0;4000.000000;0.000000
0;50;0;0.533303;0;0;6500.000000;0.000000
0;37;1;0.327143;0;0;7592.000000;1.000000
0;63;0;0.132312;0;0;4700.000000;3.000000
0;42;1;0.136907;1;0;10130.000000;2.000000
0;36;0;0.000000;0;0;1500.000000;0.000000
0;75;0;0.145824;0;0;6500.000000;0.000000
0;63;1;0.809863;0;0;6184.000000;0.000000
0;31;0;0.306482;0;0;2668.000000;0.000000
0;49;0;0.532964;0;0;5050.000000;1.000000
0;65;0;0.420587;0;0;9500.000000;0.000000
0;43;0;0.425525;0;0;3000.000000;2.000000
0;50;0;0.169609;0;0;17333.000000;3.000000
0;63;0;0.213884;0;0;10500.000000;0.000000
0;45;0;5267.000000;0;0;;0.000000
0;61;0;1332.000000;0;0;;2.000000
0;51;1;0.134181;0;1;8100.000000;1.000000
0;55;0;1575.000000;0;0;;0.000000
0;52;0;0.030012;0;0;4164.000000;0.000000
0;51;0;0.305956;0;0;12406.000000;2.000000
0;34;1;0.004304;0;0;251608.000000;0.000000
0;50;0;0.244659;0;0;4446.000000;0.000000
0;30;0;0.541274;0;0;3500.000000;2.000000
0;60;0;0.396412;0;0;6800.000000;1.000000
0;34;0;0.571584;0;0;11000.000000;0.000000
0;72;0;0.001800;0;0;5000.000000;0.000000
0;32;1;18.000000;0;0;;0.000000
0;56;0;0.471747;0;0;16900.000000;3.000000
0;47;1;2327.000000;0;1;;1.000000
0;52;0;0.263007;0;0;19200.000000;1.000000
0;54;0;0.133793;0;0;20000.000000;2.000000
0;54;1;1.525650;0;0;1500.000000;0.000000
0;63;0;0.233640;0;0;4125.000000;0.000000
0;34;0;0.257773;0;0;7300.000000;0.000000
0;66;0;0.170641;0;0;8889.000000;0.000000
0;23;0;0.119342;0;0;1700.000000;0.000000
0;31;0;0.009596;0;0;2500.000000;0.000000
0;52;0;823.000000;0;0;;0.000000
0;54;0;0.176329;0;0;7916.000000;0.000000
0;72;0;0.004998;0;0;3200.000000;0.000000
0;46;0;0.689078;0;0;4000.000000;0.000000
0;85;0;0.001800;0;0;5000.000000;0.000000
0;70;0;0.003299;0;0;3333.000000;0.000000
0;25;1;0.067983;0;0;4000.000000;0.000000
0;36;1;0.266980;1;0;3400.000000;0.000000
0;69;1;0.318008;0;0;4436.000000;0.000000
0;76;0;1017.000000;0;0;;1.000000
0;47;1;0.154749;0;0;4600.000000;1.000000
0;46;0;0.332902;0;0;8500.000000;4.000000
0;64;2;0.078410;0;1;2741.000000;0.000000
0;51;1;0.352599;0;0;5847.000000;0.000000
0;32;0;0.442312;0;0;8441.000000;0.000000
0;37;0;0.799708;0;0;9575.000000;2.000000
0;46;2;0.189549;1;0;3750.000000;1.000000
0;75;0;0.275980;0;0;5253.000000;0.000000
0;48;0;0.039805;0;0;31000.000000;5.000000
0;54;2;0.686495;0;0;4975.000000;0.000000
0;58;1;0.443442;0;0;5100.000000;0.000000
0;26;0;0.031594;0;0;5000.000000;0.000000
0;54;0;0.242551;0;0;4765.000000;0.000000
0;89;0;32.000000;0;0;;0.000000
0;36;2;0.579003;0;1;6600.000000;2.000000
0;50;0;0.236176;0;0;10000.000000;2.000000
0;73;0;0.303391;0;0;3272.000000;0.000000
0;67;0;0.276215;0;0;8000.000000;0.000000
0;37;0;0.183303;0;0;39300.000000;0.000000
0;57;0;0.260353;0;0;7581.000000;1.000000
0;64;0;0.018968;0;0;4691.000000;0.000000
0;92;0;0.273111;0;0;3785.000000;1.000000
0;53;0;3854.000000;0;0;;0.000000
0;67;0;0.407765;0;0;6000.000000;0.000000
0;43;0;0.084188;0;0;7114.000000;2.000000
0;48;0;0.068206;0;0;5541.000000;0.000000
0;31;0;0.536870;0;0;7200.000000;2.000000
0;70;0;1700.000000;0;0;;0.000000
0;57;0;0.625791;0;0;3000.000000;0.000000
0;67;0;1795.000000;0;0;;0.000000
0;48;0;0.257948;0;0;3333.000000;0.000000
0;56;0;0.289015;0;0;8784.000000;0.000000
0;49;0;0.003158;0;0;3166.000000;1.000000
0;36;1;0.126423;0;0;5797.000000;0.000000
0;55;0;0.250117;0;0;12833.000000;4.000000
0;51;0;0.006278;0;0;5733.000000;0.000000
0;50;0;0.329262;0;0;14000.000000;0.000000
0;51;0;1066.000000;0;0;1.000000;2.000000
0;43;0;0.525822;0;0;5750.000000;2.000000
0;42;0;4861.000000;0;0;;0.000000
0;22;98;0.000000;98;98;;
0;51;0;0.392093;0;0;4577.000000;0.000000
0;58;0;0.413094;0;0;7300.000000;1.000000
0;45;0;3294.000000;0;0;;0.000000
0;37;1;0.195962;0;0;6388.000000;3.000000
0;52;0;4168.000000;0;0;;
0;52;0;126.000000;0;0;;
0;59;4;2311.000000;0;0;;0.000000
0;59;0;0.314507;0;0;2584.000000;0.000000
0;81;0;29.000000;0;0;;0.000000
0;31;0;0.470428;0;0;8453.000000;0.000000
0;64;2;0.336148;2;0;4500.000000;2.000000
0;59;0;0.009140;0;0;3500.000000;0.000000
0;74;0;1590.000000;0;0;;0.000000
0;33;0;0.701206;0;0;4641.000000;0.000000
0;57;0;0.294043;1;0;4750.000000;0.000000
0;36;0;0.236788;0;0;7833.000000;3.000000
0;62;0;0.232922;0;0;3000.000000;2.000000
0;57;2;0.254920;0;0;2133.000000;0.000000
0;69;0;0.465207;0;0;3333.000000;0.000000
0;68;0;0.162175;0;0;6529.000000;0.000000
0;33;0;1.216700;0;0;1508.000000;1.000000
0;63;0;0.262441;0;0;6972.000000;0.000000
0;27;0;0.262235;0;0;2451.000000;0.000000
0;57;0;0.146261;0;0;53000.000000;3.000000
0;48;0;0.013943;0;0;3083.000000;4.000000
0;59;0;0.305173;0;0;6166.000000;0.000000
0;80;0;0.000000;0;0;2232.000000;0.000000
0;57;0;0.155470;0;0;2083.000000;0.000000
0;38;0;0.246551;2;0;3333.000000;0.000000
0;53;0;0.077102;0;0;8611.000000;3.000000
0;69;0;0.374659;0;0;5500.000000;1.000000
0;51;0;0.144214;0;0;4000.000000;0.000000
0;33;0;0.042057;0;0;6300.000000;0.000000
0;61;0;325.000000;0;0;;0.000000
0;76;0;1536.000000;0;0;;0.000000
0;44;0;0.241830;0;0;25000.000000;2.000000
0;60;2;1.342070;0;0;4501.000000;1.000000
0;33;0;1008.000000;0;0;;0.000000
0;53;0;0.844991;0;0;1586.000000;0.000000
0;32;0;0.355257;0;0;6400.000000;0.000000
0;44;0;0.348163;0;0;5416.000000;1.000000
0;35;0;0.264548;0;0;3900.000000;0.000000
0;36;0;2766.000000;0;0;;
0;53;0;2680.000000;0;0;0.000000;0.000000
0;63;1;0.312481;0;0;9846.000000;0.000000
0;23;0;0.000000;0;0;;
0;61;0;1972.000000;0;0;0.000000;0.000000
0;52;0;0.427508;0;0;9000.000000;1.000000
0;57;0;0.283039;1;0;5500.000000;0.000000
0;32;0;0.264957;3;0;3041.000000;0.000000
0;36;0;0.152999;0;1;2450.000000;3.000000
0;33;0;0.263579;0;0;7750.000000;1.000000
0;80;0;0.041496;0;0;10000.000000;1.000000
0;61;0;0.121244;0;0;10416.000000;0.000000
0;49;0;0.226289;0;0;10300.000000;0.000000
0;60;1;0.230252;0;0;11000.000000;2.000000
0;32;0;0.005427;0;0;3500.000000;1.000000
0;62;0;0.211888;0;0;10245.000000;1.000000
0;46;0;0.224809;0;0;6400.000000;4.000000
0;47;0;28.000000;0;0;;0.000000
0;42;0;0.506299;0;0;3333.000000;0.000000
0;44;1;0.269591;0;0;2666.000000;1.000000
0;43;0;1268.000000;0;0;;1.000000
0;40;0;0.407161;0;0;1200.000000;0.000000
0;59;0;0.454984;0;0;5808.000000;1.000000
0;35;0;0.239603;0;0;7766.000000;1.000000
0;50;0;0.118607;0;0;16600.000000;0.000000
0;24;0;0.000000;0;0;;0.000000
0;29;0;479.000000;0;1;;0.000000
0;63;0;0.012597;0;0;5000.000000;0.000000
0;43;0;0.787489;0;0;3500.000000;2.000000
0;80;0;0.124498;0;0;16666.000000;0.000000
0;62;0;0.001999;0;0;3000.000000;0.000000
0;35;0;401.000000;0;0;;0.000000
0;39;0;0.116824;0;0;3500.000000;0.000000
0;67;0;0.396142;0;0;10783.000000;1.000000
0;24;0;0.004372;0;0;1600.000000;1.000000
0;81;0;1.195335;0;0;3900.000000;0.000000
0;49;3;0.109258;0;0;16666.000000;0.000000
0;37;0;5107.000000;0;0;;5.000000
0;82;0;0.114286;0;0;1644.000000;0.000000
0;52;0;789.000000;0;0;1.000000;0.000000
0;63;0;0.331768;0;0;15971.000000;0.000000
0;36;0;0.558271;0;0;15916.000000;0.000000
0;32;0;0.206906;0;0;7500.000000;0.000000
0;34;0;0.232657;0;0;3300.000000;0.000000
0;30;0;0.433147;0;0;3933.000000;1.000000
0;44;0;0.268910;0;0;3000.000000;0.000000
0;30;0;1101.000000;0;0;0.000000;0.000000
0;78;0;0.057663;0;0;7803.000000;0.000000
0;41;1;0.710903;0;0;5658.000000;1.000000
0;49;1;0.364659;0;0;4000.000000;0.000000
0;49;0;2648.000000;0;0;;0.000000
0;88;0;0.073353;0;0;4416.000000;1.000000
0;79;0;0.191554;0;0;6582.000000;0.000000
0;64;0;0.633221;0;0;7404.000000;0.000000
0;54;0;2220.000000;0;0;0.000000;1.000000
0;56;0;0.009579;0;0;2400.000000;0.000000
0;55;0;0.850512;0;0;4200.000000;0.000000
0;54;0;0.450398;0;0;5150.000000;3.000000
0;78;0;62.000000;0;0;;0.000000
0;43;0;0.379947;0;0;7200.000000;1.000000
0;35;0;0.311672;0;0;4000.000000;3.000000
0;45;0;0.211584;0;0;7216.000000;0.000000
0;57;0;0.372899;0;0;5770.000000;1.000000
0;50;0;3041.000000;0;0;;0.000000
0;63;0;0.004244;0;0;16023.000000;0.000000
0;50;0;0.355415;0;0;8226.000000;0.000000
0;62;0;0.529526;0;0;8737.000000;1.000000
0;64;0;418.000000;0;0;;0.000000
0;77;1;0.455417;0;0;2085.000000;0.000000
0;33;0;5395.000000;0;0;;0.000000
0;65;0;0.310793;0;0;8532.000000;0.000000
0;64;0;0.075390;0;0;4164.000000;0.000000
0;55;0;0.271945;0;0;5695.000000;0.000000
0;38;0;0.318286;0;0;6556.000000;0.000000
0;42;0;0.000000;0;0;3980.000000;1.000000
0;36;0;74.000000;0;0;;0.000000
0;75;1;0.616438;0;0;10000.000000;0.000000
0;59;0;0.215789;0;0;18582.000000;0.000000
0;56;0;255.000000;0;0;;0.000000
0;68;0;0.376364;0;0;14206.000000;0.000000
0;49;0;0.514589;0;0;12166.000000;0.000000
0;55;0;0.200444;0;0;1800.000000;1.000000
0;61;0;1.865467;0;0;1166.000000;0.000000
0;32;0;0.006266;0;0;7500.000000;0.000000
0;59;0;2194.000000;0;0;;0.000000
0;34;0;122.000000;0;0;;
0;43;0;3674.000000;0;0;;0.000000
0;46;0;0.237691;0;0;4000.000000;4.000000
0;50;1;1483.000000;1;1;;0.000000
0;53;0;0.312275;0;0;2500.000000;0.000000
0;46;0;0.227567;0;0;4780.000000;1.000000
0;71;0;0.482575;0;0;1692.000000;0.000000
0;32;1;0.538840;0;0;3050.000000;1.000000
0;54;1;1256.000000;0;0;;
0;58;0;0.071731;0;0;9200.000000;1.000000
0;57;0;0.128557;0;0;2916.000000;0.000000
0;69;0;2.923461;0;0;600.000000;0.000000
0;72;0;2180.000000;0;0;;0.000000
0;59;0;0.165022;0;0;3950.000000;0.000000
0;77;0;0.012472;0;0;2725.000000;0.000000
0;67;0;0.003428;0;0;10500.000000;0.000000
0;58;0;0.364801;0;0;11789.000000;1.000000
0;44;2;0.311952;0;0;6500.000000;3.000000
0;35;1;0.653669;0;0;5000.000000;0.000000
0;59;0;0.290355;0;0;2000.000000;1.000000
0;53;0;0.305341;0;0;3500.000000;4.000000
0;47;0;0.234221;0;0;4166.000000;0.000000
0;52;0;0.384923;0;0;5000.000000;2.000000
0;85;0;1.000000;0;0;;0.000000
0;62;0;42.000000;0;0;;0.000000
0;46;2;0.546377;1;1;6500.000000;2.000000
0;83;0;19.000000;0;0;;0.000000
0;57;0;2616.000000;0;0;;0.000000
0;69;0;717.000000;0;0;;0.000000
0;59;0;1408.000000;0;0;;3.000000
0;39;0;0.342886;0;0;3000.000000;4.000000
0;40;0;0.432017;0;0;3316.000000;1.000000
0;80;0;0.217565;0;0;1001.000000;0.000000
0;48;0;186.000000;0;0;;1.000000
0;35;0;0.342188;0;0;3500.000000;0.000000
0;43;1;822.000000;0;0;;0.000000
0;28;0;0.343806;0;0;2800.000000;0.000000
0;43;0;0.181948;0;0;3500.000000;0.000000
0;67;0;0.841106;0;0;3001.000000;0.000000
0;82;0;0.003269;0;0;5200.000000;0.000000
0;38;0;0.167468;0;0;3325.000000;0.000000
0;48;0;22.000000;0;0;;0.000000
0;60;2;0.452774;0;0;2000.000000;0.000000
0;46;0;0.241456;0;0;11645.000000;2.000000
0;46;0;0.354823;0;0;6250.000000;1.000000
0;51;1;0.210880;0;0;10716.000000;3.000000
0;46;0;0.560427;0;0;3466.000000;0.000000
0;58;0;0.299567;0;0;3000.000000;0.000000
0;62;0;80.000000;0;0;1.000000;0.000000
0;33;0;0.519160;0;0;3000.000000;2.000000
0;71;0;0.821946;0;0;3380.000000;0.000000
0;44;0;0.367863;1;0;10000.000000;3.000000
0;34;0;498.000000;0;0;;0.000000
0;60;0;3107.000000;0;0;;
0;58;0;0.217590;0;0;3933.000000;1.000000
0;32;0;0.158508;0;0;8150.000000;2.000000
0;54;0;5268.000000;0;0;;2.000000
0;38;0;0.002807;1;0;5700.000000;0.000000
0;36;0;0.307724;0;0;12000.000000;1.000000
0;30;0;0.468624;0;0;4461.000000;0.000000
0;63;0;0.279465;0;0;8000.000000;0.000000
0;35;0;0.688238;0;0;5083.000000;0.000000
0;67;0;0.127033;0;0;13775.000000;0.000000
0;56;0;346.000000;0;0;;0.000000
0;28;0;0.082969;0;0;5025.000000;0.000000
0;32;0;0.879483;0;0;1700.000000;0.000000
0;45;0;0.244306;0;0;9483.000000;0.000000
0;65;1;0.461566;1;0;5580.000000;0.000000
0;79;0;0.000000;0;0;;0.000000
0;57;0;0.137926;0;0;13441.000000;0.000000
0;57;0;21.000000;0;0;;0.000000
0;39;3;0.214907;0;1;8156.000000;1.000000
0;49;1;0.013961;0;0;7520.000000;3.000000
0;59;0;0.305869;0;0;12403.000000;3.000000
0;41;0;0.089989;0;0;8300.000000;0.000000
0;54;0;0.016242;0;0;6833.000000;1.000000
0;74;0;0.000000;0;0;;
0;70;0;0.261165;0;0;7500.000000;0.000000
0;54;0;0.178841;0;0;3175.000000;1.000000
0;41;0;3006.000000;0;0;0.000000;2.000000
0;47;0;0.237305;0;0;8920.000000;1.000000
0;85;0;0.000000;0;0;;0.000000
0;60;0;0.324536;0;0;6516.000000;1.000000
0;49;0;0.197610;1;0;21000.000000;1.000000
0;65;0;0.155268;0;0;12500.000000;0.000000
0;69;0;0.169102;0;0;4310.000000;1.000000
0;68;0;0.245626;0;0;6000.000000;0.000000
0;40;0;0.140270;0;0;3036.000000;0.000000
0;43;2;0.334196;0;0;10433.000000;2.000000
0;51;1;0.931838;0;0;1158.000000;0.000000
0;34;0;0.458120;0;0;4500.000000;0.000000
0;35;0;0.090297;0;0;30000.000000;1.000000
0;52;0;1.488511;0;0;1000.000000;1.000000
0;71;0;0.465317;0;0;8000.000000;2.000000
0;49;0;1047.000000;0;0;;0.000000
0;59;0;899.000000;0;0;;
0;26;0;0.122585;0;0;1500.000000;0.000000
0;85;0;0.046563;0;0;450.000000;0.000000
0;40;1;6701.000000;0;0;;4.000000
0;63;0;0.535632;0;0;3451.000000;0.000000
0;37;0;0.077641;0;0;3000.000000;1.000000
0;62;0;491.000000;0;0;0.000000;0.000000
0;58;0;0.110401;0;0;7200.000000;0.000000
0;48;0;0.340183;0;0;13333.000000;1.000000
0;58;0;0.076278;0;0;10500.000000;0.000000
0;51;0;3587.000000;0;0;;0.000000
0;61;1;0.337206;0;0;12825.000000;1.000000
0;62;0;0.721873;0;0;1750.000000;0.000000
0;51;0;0.421629;0;0;6666.000000;4.000000
0;45;0;0.134769;0;0;6499.000000;0.000000
0;57;0;5562.000000;0;0;;2.000000
0;58;0;0.000000;0;0;9583.000000;0.000000
0;46;1;0.659293;0;0;8000.000000;4.000000
0;52;0;1.103231;0;0;1268.000000;0.000000
0;51;0;0.094484;0;0;6000.000000;0.000000
0;37;1;0.489527;0;0;9500.000000;1.000000
0;72;0;0.652966;0;0;4062.000000;0.000000
0;48;0;0.346779;0;0;5478.000000;2.000000
0;57;0;0.190574;0;0;12666.000000;1.000000
0;63;0;0.380361;0;0;7250.000000;0.000000
0;53;0;0.305563;0;1;3900.000000;0.000000
0;70;0;221.000000;0;0;;0.000000
0;58;0;2661.000000;0;0;;2.000000
0;40;0;0.222862;0;0;6429.000000;0.000000
0;34;0;0.100293;0;0;4775.000000;2.000000
0;54;3;0.506513;0;0;5910.000000;2.000000
0;48;0;0.371031;0;0;9416.000000;3.000000
0;28;1;0.141302;3;0;4500.000000;0.000000
0;58;0;2469.000000;0;0;;0.000000
0;48;0;0.236915;0;0;7622.000000;0.000000
0;74;0;34.000000;0;0;;0.000000
