id	taxactionSystem	regdt	workerCount	fssdccount	pfrdcCount	fnsdcCount	hasCloudCryptCertificate	OrgCreationDate	documentsCount	cnt_users	is_prolong
108512	ОСНО	2012-06-13	0.0	2.0	2.0	3.0	1	25.03.2016	5.0	0.0	0.0
108352	УСН, Доходы 6%	2014-10-06	1.0	0.0	0.0	0.0	0	22.02.2015	6.0	0.0	1.0
101754	ОСНО	2005-06-25	2.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	0.0
100860	УСН, Доходы 6%	2014-05-14	1.0	0.0	0.0	0.0	0	25.01.2015	6.0	1.0	1.0
106253	ЕНВД	2005-12-11	1.0	0.0	0.0	0.0	0	01.01.1900	6.0	0.0	0.0
108012	УСН, Доходы 6%	2011-05-31	1.0	0.0	0.0	0.0	0	01.01.1900	7.0	1.0	1.0
100394	УСН, Доходы за вычетом расходов 15%	2004-09-07	1.0	2.0	3.0	2.0	1	30.03.2014	5.0	1.0	1.0
106678	ОСНО	2014-07-06	0.0	0.0	0.0	0.0	0	22.05.2015	1.0	0.0	0.0
107208	ОСНО	2013-05-20	1.0	2.0	2.0	3.0	1	01.01.1900	7.0	1.0	1.0
109871	ОСНО	2013-06-22	2.0	2.0	3.0	3.0	1	29.03.2016	6.0	0.0	1.0
101358	УСН, Доходы за вычетом расходов 15%	2012-11-17	0.0	0.0	0.0	0.0	0	01.01.1900	2.0	0.0	0.0
104216	УСН, Доходы за вычетом расходов 5%	2010-11-10	1.0	2.0	2.0	1.0	0	01.01.1900	6.0	0.0	0.0
101557	ЕНВД	2006-10-24	2.0	2.0	2.0	2.0	1	08.03.2016	7.0	0.0	1.0
100449	УСН, Доходы за вычетом расходов 15%	2011-11-19	0.0	1.0	1.0	2.0	1	14.12.2014	5.0	0.0	1.0
104884	ОСНО	2012-11-14	0.0	0.0	0.0	0.0	0	21.04.2015	0.0	0.0	0.0
100878	ОСНО	2014-12-17	1.0	1.0	1.0	2.0	1	25.11.2014	7.0	1.0	1.0
109441	ОСНО	2015-05-06	1.0	0.0	0.0	0.0	0	20.07.2015	6.0	0.0	0.0
107255	УСН, Доходы 6%	2013-11-28	0.0	0.0	0.0	0.0	0	22.10.2014	0.0	0.0	0.0
102980	УСН, Доходы за вычетом расходов 12,5%	2014-02-02	1.0	1.0	2.0	2.0	0	30.03.2016	6.0	0.0	0.0
107904	УСН, Доходы 6%	2011-03-13	2.0	0.0	0.0	0.0	0	18.04.2016	3.0	1.0	0.0
102493	УСН, Доходы 6%	2014-08-15	1.0	1.0	2.0	2.0	1	27.10.2014	5.0	0.0	1.0
107958	ОСНО	2002-03-19	2.0	0.0	0.0	0.0	0	29.04.2014	0.0	0.0	1.0
100344	УСН, Доходы 6%	2013-01-05	1.0	0.0	0.0	0.0	0	01.01.1900	6.0	0.0	1.0
107318	УСН, Доходы 6%	1999-03-20	1.0	0.0	0.0	0.0	0	01.01.1900	7.0	0.0	1.0
103067	ОСНО	2013-01-05	0.0	1.0	1.0	2.0	0	11.04.2014	0.0	0.0	0.0
103779	УСН, Доходы за вычетом расходов 7%	2014-06-15	0.0	1.0	1.0	1.0	0	19.06.2014	5.0	0.0	0.0
109101	УСН, Доходы 6%	2014-07-26	0.0	0.0	0.0	0.0	0	23.09.2014	5.0	0.0	0.0
102077	УСН, Доходы 6%	2014-03-12	1.0	2.0	2.0	2.0	1	10.07.2014	6.0	0.0	1.0
104275	ОСНО	1997-08-28	4.0	0.0	0.0	0.0	0	10.05.2014	6.0	0.0	0.0
101454	ОСНО	2015-09-21	0.0	1.0	0.0	2.0	1	06.09.2015	6.0	0.0	1.0
108367	УСН, Доходы за вычетом расходов 15%	2010-11-24	2.0	2.0	1.0	2.0	1	09.03.2016	8.0	0.0	1.0
106654	УСН, Доходы 6%	2014-02-27	1.0	0.0	0.0	2.0	1	11.02.2014	6.0	0.0	1.0
109021	ОСНО	2015-07-06	1.0	0.0	0.0	0.0	0	22.06.2015	0.0	0.0	0.0
103211	УСН, Доходы 6%	2007-04-23	1.0	1.0	1.0	1.0	0	01.01.1900	5.0	0.0	0.0
107096	ОСНО	2012-08-01	0.0	0.0	0.0	1.0	1	01.01.1900	7.0	2.0	1.0
108739	УСН, Доходы 6%	2013-05-26	0.0	0.0	0.0	0.0	1	20.04.2015	0.0	0.0	1.0
102197	ОСНО	2013-11-29	0.0	1.0	1.0	1.0	0	31.03.2014	0.0	0.0	0.0
107753	УСН, Доходы за вычетом расходов 15%	2004-11-15	1.0	0.0	1.0	0.0	0	26.01.2015	7.0	0.0	1.0
110152	УСН, Доходы за вычетом расходов 15%	2013-01-29	0.0	1.0	1.0	2.0	0	01.01.1900	6.0	0.0	0.0
108329	УСН, Доходы 6%	2014-08-10	0.0	0.0	0.0	1.0	1	07.07.2014	6.0	1.0	1.0
102612	УСН, Доходы за вычетом расходов 10%	2011-11-27	1.0	2.0	1.0	2.0	1	31.03.2016	7.0	0.0	0.0
102593	УСН, Доходы за вычетом расходов 15%	2010-02-08	1.0	2.0	2.0	1.0	1	12.03.2014	4.0	0.0	1.0
107851	ОСНО	2003-07-22	3.0	2.0	2.0	1.0	1	01.01.1900	0.0	0.0	1.0
105610	ОСНО	2014-08-15	0.0	0.0	0.0	0.0	0	06.06.2015	4.0	0.0	0.0
109845	ОСНО	2013-08-23	1.0	2.0	3.0	3.0	1	01.01.1900	7.0	0.0	1.0
101129	УСН, Доходы за вычетом расходов 15%	1998-09-16	1.0	0.0	0.0	0.0	0	15.09.2014	0.0	0.0	0.0
105759	УСН, Доходы 6%	2006-11-05	0.0	0.0	0.0	0.0	1	14.01.2015	3.0	0.0	0.0
105146	УСН, Доходы за вычетом расходов 15%	2011-07-11	0.0	2.0	2.0	1.0	1	15.05.2014	8.0	0.0	1.0
108566	ЕНВД	2015-01-10	1.0	0.0	0.0	0.0	0	01.11.2015	0.0	0.0	0.0
104758	ОСНО	2014-03-13	0.0	2.0	2.0	3.0	0	28.03.2014	7.0	0.0	1.0
101056	УСН, Доходы за вычетом расходов 15%	2006-10-11	0.0	1.0	1.0	1.0	1	24.04.2015	0.0	0.0	0.0
108265	УСН, Доходы 6%	2012-12-16	1.0	1.0	2.0	2.0	0	01.01.1900	5.0	0.0	1.0
101154	ОСНО	2014-06-24	1.0	0.0	1.0	1.0	0	07.07.2014	5.0	1.0	0.0
104383	УСН, Доходы 6%	2013-01-14	0.0	1.0	1.0	1.0	0	21.11.2014	6.0	0.0	0.0
107970	УСН, Доходы за вычетом расходов 15%	2014-06-13	2.0	1.0	1.0	2.0	1	02.01.2015	9.0	0.0	1.0
108560	УСН, Доходы 6%	2004-09-13	3.0	1.0	2.0	1.0	0	01.01.1900	0.0	0.0	0.0
107793	УСН, Доходы 6%	2009-12-20	0.0	2.0	2.0	1.0	1	15.07.2014	6.0	0.0	1.0
103798	ОСНО	2014-09-20	3.0	0.0	1.0	0.0	0	02.10.2014	0.0	0.0	1.0
106234	УСН, Доходы 6%	2010-09-07	2.0	0.0	0.0	0.0	0	11.04.2016	0.0	0.0	1.0
103455	ОСНО	2014-08-30	1.0	1.0	2.0	3.0	1	09.10.2014	8.0	0.0	1.0
105620	ОСНО	2015-07-28	0.0	0.0	0.0	0.0	0	12.07.2015	0.0	0.0	0.0
105266	УСН, Доходы 6%	2015-06-13	0.0	0.0	0.0	0.0	1	29.05.2015	5.0	1.0	1.0
100181	ОСНО	2000-02-10	4.0	0.0	0.0	0.0	0	22.04.2016	3.0	0.0	1.0
101664	ЕНВД	2011-08-21	0.0	0.0	0.0	0.0	0	23.03.2015	0.0	0.0	0.0
107690	УСН, Доходы 6%	2015-09-13	0.0	0.0	0.0	0.0	0	07.11.2015	0.0	0.0	0.0
100488	УСН, Доходы 6%	2007-11-09	5.0	0.0	0.0	0.0	0	01.01.1900	1.0	0.0	1.0
107101	ОСНО	2014-12-07	0.0	1.0	0.0	2.0	1	06.03.2015	5.0	2.0	0.0
104702	ОСНО	2015-09-11	0.0	0.0	0.0	0.0	0	16.09.2015	3.0	0.0	0.0
106738	ОСНО	2002-09-09	0.0	0.0	0.0	0.0	0	03.04.2014	2.0	0.0	0.0
106298	УСН, Доходы за вычетом расходов 15%	2011-08-15	0.0	0.0	0.0	1.0	1	12.03.2014	6.0	0.0	1.0
105744	ОСНО	2014-10-24	0.0	1.0	1.0	2.0	1	12.02.2015	4.0	1.0	1.0
101270	ОСНО	2013-04-21	1.0	2.0	3.0	3.0	1	31.03.2016	6.0	1.0	1.0
108067	УСН, Доходы за вычетом расходов 15%	2010-01-03	3.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	1.0
101941	ОСНО	2016-02-02	1.0	0.0	0.0	0.0	1	18.01.2016	5.0	1.0	0.0
106666	ОСНО	2000-08-08	1.0	1.0	1.0	1.0	0	01.01.1900	2.0	0.0	0.0
101138	УСН, Доходы 6%	2013-01-08	0.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	0.0
110055	ОСНО	2013-12-27	0.0	1.0	1.0	3.0	1	21.03.2016	7.0	0.0	1.0
102562	ЕНВД	2004-11-09	1.0	0.0	0.0	0.0	0	14.03.2016	3.0	0.0	0.0
101549	УСН, Доходы 6%	2013-07-24	1.0	1.0	1.0	1.0	0	01.01.1900	7.0	2.0	0.0
108325	ОСНО	2012-10-08	3.0	2.0	2.0	1.0	0	01.01.1900	8.0	0.0	1.0
103904	УСН, Доходы за вычетом расходов 15%	2015-02-13	0.0	0.0	0.0	0.0	1	26.08.2015	0.0	0.0	0.0
107018	УСН, Доходы 6%	2013-06-28	1.0	0.0	0.0	0.0	0	23.03.2016	8.0	0.0	1.0
101341	УСН, Доходы за вычетом расходов 15%	2000-11-02	1.0	0.0	0.0	0.0	0	12.01.2015	5.0	0.0	0.0
101527	ЕНВД	2014-11-20	1.0	1.0	2.0	2.0	1	20.11.2014	6.0	0.0	1.0
100587	УСН, Доходы 6% +ЕНВД	2000-03-10	1.0	1.0	1.0	2.0	1	14.12.2014	3.0	0.0	1.0
103335	ЕНВД	2012-04-17	1.0	1.0	0.0	0.0	0	01.01.1900	4.0	0.0	0.0
105625	ОСНО	2015-04-30	0.0	1.0	1.0	2.0	1	22.07.2015	0.0	0.0	1.0
105203	ОСНО	2015-06-14	0.0	0.0	0.0	1.0	1	25.06.2015	3.0	0.0	0.0
103011	УСН, Доходы за вычетом расходов 5%	2011-09-03	1.0	1.0	2.0	1.0	1	19.12.2014	1.0	0.0	1.0
106159	ОСНО	2015-09-13	0.0	0.0	0.0	0.0	0	25.08.2015	0.0	0.0	0.0
108918	УСН, Доходы за вычетом расходов 10%	2015-06-07	1.0	1.0	1.0	2.0	1	07.06.2015	6.0	1.0	1.0
100150	УСН, Доходы за вычетом расходов 15%	2008-05-29	0.0	2.0	1.0	1.0	1	07.04.2014	3.0	1.0	1.0
107950	УСН, Доходы 6%	2009-11-06	2.0	2.0	3.0	2.0	0	07.04.2016	0.0	0.0	1.0
102793	УСН, Доходы 6%	2013-06-22	0.0	1.0	2.0	1.0	1	01.01.1900	5.0	0.0	0.0
106717	УСН, Доходы 6%	2014-05-07	1.0	2.0	2.0	2.0	1	02.06.2014	7.0	1.0	1.0
102895	ОСНО	2007-06-09	1.0	2.0	2.0	3.0	1	13.07.2014	7.0	0.0	1.0
103223	УСН, Доходы 6%	2013-04-21	1.0	1.0	0.0	1.0	1	29.04.2014	8.0	1.0	1.0
102589	УСН, Доходы 6%	2005-05-08	0.0	0.0	0.0	0.0	0	31.01.2015	6.0	0.0	1.0
107257	УСН, Доходы за вычетом расходов 7%	2012-03-02	0.0	0.0	0.0	0.0	0	31.03.2014	2.0	0.0	0.0
103280	ЕНВД	2006-04-04	2.0	1.0	2.0	2.0	1	31.03.2014	8.0	1.0	1.0
106373	УСН, Доходы 3%	2015-10-03	0.0	1.0	1.0	1.0	1	14.10.2015	4.0	0.0	1.0
103936	УСН, Доходы за вычетом расходов 15%	2013-10-29	1.0	2.0	1.0	2.0	1	28.08.2014	8.0	0.0	1.0
107926	УСН, Доходы за вычетом расходов 15%	2011-09-19	3.0	0.0	0.0	0.0	0	23.10.2014	0.0	0.0	0.0
109594	ОСНО	2014-03-17	0.0	0.0	0.0	0.0	0	15.02.2014	0.0	0.0	0.0
105453	УСН, Доходы 6% +ЕНВД	2013-06-27	0.0	2.0	3.0	2.0	0	20.05.2014	0.0	0.0	0.0
107133	ЕНВД	1995-07-24	1.0	2.0	2.0	1.0	0	01.01.1900	8.0	0.0	0.0
102934	ОСНО	2015-08-22	1.0	1.0	1.0	2.0	1	21.10.2015	4.0	0.0	1.0
105662	ОСНО	2014-08-31	3.0	1.0	1.0	2.0	0	04.09.2014	7.0	1.0	0.0
105255	ОСНО	2012-03-07	0.0	2.0	1.0	3.0	1	05.08.2014	6.0	0.0	1.0
100053	УСН, Доходы 6%	2005-11-02	0.0	1.0	2.0	2.0	1	18.02.2015	4.0	0.0	1.0
102608	ЕНВД	2005-08-25	4.0	2.0	1.0	2.0	0	01.01.1900	0.0	0.0	1.0
101716	УСН, Доходы 6%	1996-05-10	3.0	2.0	2.0	2.0	1	01.01.1900	7.0	1.0	1.0
106762	ОСНО	2002-06-07	0.0	2.0	2.0	3.0	1	11.03.2014	5.0	0.0	0.0
106936	УСН, Доходы за вычетом расходов 15%	2014-09-07	1.0	1.0	1.0	1.0	0	24.09.2014	6.0	0.0	0.0
107947	УСН, Доходы за вычетом расходов 15%	2014-11-12	0.0	1.0	1.0	1.0	0	16.10.2014	5.0	0.0	0.0
108858	УСН, Доходы за вычетом расходов 15%	2012-05-10	1.0	0.0	0.0	0.0	0	01.01.1900	5.0	0.0	0.0
107038	ОСНО	2012-11-21	0.0	2.0	2.0	3.0	1	09.03.2016	8.0	1.0	0.0
102757	УСН, Доходы 6%	2011-01-12	1.0	2.0	2.0	2.0	1	28.03.2014	7.0	0.0	1.0
104503	УСН, Доходы 6%	2013-12-25	0.0	0.0	0.0	0.0	1	22.07.2014	5.0	0.0	0.0
101931	ЕНВД	2008-05-22	3.0	0.0	3.0	2.0	1	09.03.2016	8.0	0.0	1.0
109134	ЕНВД	2011-08-09	0.0	0.0	0.0	1.0	1	16.03.2015	0.0	1.0	0.0
102912	УСН, Доходы за вычетом расходов 15%	2011-09-06	0.0	2.0	0.0	2.0	1	01.01.1900	6.0	0.0	1.0
100058	ОСНО	2011-10-09	0.0	0.0	0.0	0.0	0	20.07.2015	0.0	0.0	0.0
103171	ЕНВД	2012-02-04	2.0	0.0	0.0	0.0	0	01.01.1900	9.0	0.0	1.0
100973	ОСНО	2012-03-24	0.0	0.0	0.0	0.0	0	25.08.2015	4.0	0.0	1.0
109680	УСН, Доходы за вычетом расходов 15%	2011-04-04	1.0	1.0	1.0	1.0	1	03.12.2014	8.0	0.0	1.0
100329	УСН, Доходы за вычетом расходов 15%	2007-07-15	3.0	1.0	1.0	1.0	0	01.01.1900	0.0	0.0	1.0
104098	ОСНО	2015-12-16	0.0	0.0	0.0	0.0	0	27.11.2015	0.0	0.0	0.0
109286	УСН, Доходы 6%	2012-07-25	0.0	0.0	0.0	1.0	1	20.04.2015	3.0	0.0	1.0
106430	УСН, Доходы за вычетом расходов 15%	1996-01-07	2.0	1.0	0.0	0.0	0	01.01.1900	0.0	0.0	1.0
100377	ОСНО	2010-01-15	0.0	0.0	0.0	2.0	1	01.01.1900	0.0	0.0	0.0
108924	ОСНО	2005-01-23	1.0	2.0	2.0	3.0	1	13.03.2014	7.0	0.0	1.0
102712	ОСНО	2016-01-13	0.0	0.0	0.0	1.0	1	19.01.2016	5.0	0.0	1.0
100395	УСН, Доходы 6%	2010-08-31	1.0	0.0	0.0	0.0	0	26.03.2016	7.0	1.0	1.0
109408	УСН, Доходы 6%	2015-07-13	0.0	0.0	0.0	0.0	0	19.08.2015	3.0	0.0	0.0
109063	УСН, Доходы 6%	2013-03-26	1.0	1.0	1.0	1.0	1	14.03.2016	7.0	0.0	1.0
100770	УСН, Доходы за вычетом расходов 10%	2013-09-26	0.0	2.0	2.0	2.0	0	01.01.1900	4.0	0.0	0.0
106328	УСН, Доходы 6%	2015-05-03	0.0	0.0	0.0	0.0	0	01.08.2015	4.0	0.0	0.0
102254	УСН, Доходы 6%	2013-09-07	0.0	0.0	0.0	0.0	0	01.01.1900	0.0	0.0	0.0
101324	УСН, Доходы 6%	2013-06-21	1.0	2.0	2.0	2.0	1	01.04.2014	7.0	1.0	1.0
103349	УСН, Доходы за вычетом расходов 7%	2014-06-20	0.0	2.0	2.0	2.0	1	02.06.2014	6.0	1.0	1.0
110095	УСН, Доходы за вычетом расходов 7%	2015-08-01	1.0	0.0	0.0	0.0	0	14.09.2015	5.0	0.0	1.0
100912	УСН, Доходы 6%	2002-07-12	0.0	0.0	0.0	0.0	0	01.01.1900	2.0	0.0	0.0
102095	УСН, Доходы 3% +ЕНВД	2015-01-10	2.0	1.0	2.0	2.0	1	27.03.2015	5.0	0.0	1.0
104533	ОСНО	2014-12-19	0.0	0.0	1.0	2.0	0	24.11.2014	5.0	0.0	0.0
107341	УСН, Доходы 3%	1995-05-04	1.0	1.0	1.0	1.0	1	21.04.2015	4.0	1.0	0.0
105247	УСН, Доходы за вычетом расходов 15%	2014-03-17	0.0	1.0	2.0	2.0	0	30.09.2014	6.0	0.0	0.0
109939	ОСНО	2015-03-04	0.0	1.0	1.0	2.0	1	10.03.2015	6.0	0.0	1.0
101082	ОСНО	2015-01-10	1.0	1.0	0.0	3.0	1	13.01.2015	6.0	1.0	1.0
102651	ОСНО	2013-10-11	0.0	0.0	0.0	0.0	0	17.07.2014	5.0	0.0	0.0
108281	УСН, Доходы за вычетом расходов 7%	2015-03-06	1.0	1.0	1.0	1.0	1	10.03.2015	7.0	2.0	1.0
107516	УСН, Доходы за вычетом расходов 15%	2014-03-09	0.0	1.0	1.0	1.0	1	03.06.2014	4.0	0.0	1.0
105788	ОСНО	2007-06-17	1.0	1.0	1.0	3.0	1	16.06.2015	5.0	0.0	1.0
101965	УСН, Доходы 6%	2009-10-25	2.0	2.0	2.0	2.0	1	09.03.2016	8.0	1.0	1.0
108928	УСН, Доходы за вычетом расходов 15%	2014-08-18	0.0	1.0	1.0	1.0	1	02.02.2015	5.0	1.0	0.0
108559	УСН, Доходы 6%	2013-05-19	2.0	0.0	0.0	0.0	0	01.01.1900	6.0	0.0	0.0
107225	ОСНО	2014-04-09	0.0	2.0	2.0	3.0	1	09.06.2014	4.0	0.0	1.0
102445	УСН, Доходы за вычетом расходов 7%	2015-04-30	0.0	1.0	1.0	2.0	1	26.06.2015	3.0	0.0	1.0
106336	УСН, Доходы за вычетом расходов 7%	2010-04-23	1.0	2.0	2.0	2.0	1	03.06.2014	8.0	1.0	1.0
102874	УСН, Доходы 6%	2014-10-04	0.0	0.0	0.0	1.0	1	20.04.2015	1.0	0.0	1.0
100170	УСН, Доходы 6%	2014-07-29	1.0	2.0	2.0	2.0	1	09.07.2014	6.0	1.0	1.0
108241	ОСНО	1992-06-03	4.0	2.0	1.0	0.0	0	01.01.1900	0.0	0.0	1.0
107203	ОСНО	2013-01-15	4.0	0.0	0.0	0.0	0	01.01.1900	1.0	0.0	0.0
109005	УСН, Доходы 6%	2014-06-14	0.0	0.0	0.0	0.0	1	20.04.2015	0.0	0.0	1.0
107741	УСН, Доходы за вычетом расходов 15%	1994-09-06	4.0	0.0	0.0	0.0	0	25.06.2014	0.0	0.0	1.0
110150	УСН, Доходы 6%	2012-12-03	1.0	0.0	0.0	0.0	0	01.01.1900	6.0	0.0	1.0
106292	УСН, Доходы за вычетом расходов 15%	2015-05-03	0.0	0.0	0.0	0.0	0	21.06.2015	2.0	0.0	0.0
105233	УСН, Доходы 6%	2014-07-08	0.0	0.0	0.0	0.0	0	30.01.2015	4.0	0.0	0.0
101019	ОСНО	2013-10-25	0.0	1.0	1.0	2.0	0	01.04.2014	6.0	0.0	0.0
103528	УСН, Доходы 6% +ЕНВД	2000-03-10	2.0	1.0	2.0	2.0	1	13.10.2014	5.0	1.0	1.0
101670	ОСНО	2014-03-17	0.0	2.0	2.0	3.0	1	03.03.2014	7.0	0.0	1.0
104412	ОСНО	2013-02-05	0.0	1.0	1.0	1.0	0	10.03.2014	7.0	0.0	0.0
109157	УСН, Доходы за вычетом расходов 7%	2010-10-08	2.0	2.0	3.0	3.0	0	15.03.2016	6.0	1.0	1.0
107469	ОСНО	2010-09-23	1.0	1.0	2.0	2.0	1	23.01.2015	5.0	0.0	1.0
107207	ОСНО	2015-09-11	0.0	0.0	0.0	0.0	0	01.10.2015	1.0	0.0	0.0
102616	УСН, Доходы за вычетом расходов 5%	2014-06-08	1.0	0.0	0.0	1.0	1	22.03.2015	6.0	0.0	0.0
103109	ОСНО	2013-01-21	0.0	1.0	1.0	2.0	1	14.04.2014	6.0	0.0	1.0
103531	УСН, Доходы 6%	2011-08-23	0.0	0.0	0.0	0.0	1	20.04.2015	0.0	0.0	1.0
107607	УСН, Доходы 6%	2008-05-01	0.0	0.0	0.0	1.0	1	20.04.2015	2.0	0.0	0.0
105857	УСН, Доходы за вычетом расходов 15%	2014-04-05	2.0	2.0	2.0	2.0	1	31.03.2014	8.0	0.0	1.0
104766	УСН, Доходы за вычетом расходов 10%	2013-07-06	1.0	2.0	2.0	2.0	1	09.03.2016	6.0	1.0	1.0
107245	УСН, Доходы 6%	2015-12-24	2.0	1.0	1.0	1.0	1	27.01.2016	7.0	1.0	1.0
103916	УСН, Доходы 6%	2009-09-28	0.0	0.0	0.0	0.0	0	13.03.2015	5.0	0.0	1.0
106624	УСН, Доходы 6%	2013-04-21	0.0	0.0	0.0	0.0	0	29.06.2014	5.0	0.0	1.0
101126	ОСНО	2009-03-09	2.0	2.0	2.0	3.0	0	01.01.1900	7.0	1.0	0.0
106867	УСН, Доходы за вычетом расходов 15%	2012-11-27	0.0	0.0	0.0	0.0	0	24.03.2016	3.0	0.0	1.0
108136	УСН, Доходы 6%	2000-10-12	1.0	2.0	2.0	2.0	1	14.07.2014	4.0	1.0	1.0
100124	УСН, Доходы 6%	2014-08-22	0.0	0.0	0.0	0.0	0	31.07.2014	0.0	0.0	0.0
108245	УСН, Доходы за вычетом расходов 15%	2011-07-18	1.0	0.0	0.0	0.0	0	01.01.1900	9.0	0.0	0.0
108357	УСН, Доходы 6%	2006-05-24	0.0	2.0	1.0	2.0	1	15.04.2014	2.0	0.0	1.0
100804	УСН, Доходы 6%	2015-01-06	1.0	1.0	1.0	2.0	1	20.01.2015	5.0	1.0	0.0
103121	ОСНО	2015-11-01	0.0	0.0	0.0	0.0	0	27.10.2015	3.0	0.0	0.0
108526	УСН, Доходы 6%	2010-12-26	0.0	1.0	1.0	1.0	0	13.01.2015	3.0	0.0	0.0
108791	ОСНО	2013-07-24	1.0	0.0	0.0	0.0	0	01.01.1900	5.0	0.0	0.0
108906	УСН, Доходы 6%	2011-01-11	2.0	0.0	0.0	0.0	0	01.01.1900	6.0	0.0	1.0
107139	ЕНВД	2008-12-21	1.0	1.0	2.0	2.0	0	01.01.1900	3.0	0.0	0.0
108361	ОСНО	2014-08-04	1.0	1.0	1.0	2.0	0	01.10.2014	6.0	0.0	0.0
107714	УСН, Доходы 6%	2006-12-11	1.0	0.0	0.0	0.0	0	21.02.2015	6.0	0.0	1.0
104748	ОСНО	2009-10-20	0.0	0.0	0.0	0.0	0	12.08.2014	0.0	1.0	0.0
108249	УСН, Доходы 6%	2009-09-22	3.0	1.0	1.0	1.0	0	01.01.1900	4.0	0.0	1.0
104839	УСН, Доходы 6%	2015-09-19	2.0	1.0	0.0	1.0	1	14.08.2015	6.0	0.0	0.0
100238	УСН, Доходы за вычетом расходов 15%	2005-01-02	1.0	2.0	3.0	3.0	0	11.03.2014	5.0	0.0	0.0
103328	УСН, Доходы 6%	2013-12-10	0.0	1.0	0.0	2.0	0	31.05.2014	6.0	0.0	1.0
104707	УСН, Доходы 6%	2008-07-01	0.0	0.0	0.0	0.0	0	26.12.2014	0.0	0.0	0.0
103194	УСН, Доходы 6%	2011-12-15	0.0	0.0	0.0	0.0	0	06.05.2015	0.0	0.0	0.0
110032	УСН, Доходы 6%	2010-06-16	0.0	2.0	1.0	2.0	1	01.01.1900	6.0	0.0	1.0
101072	ЕНВД	2004-02-18	2.0	1.0	0.0	1.0	0	01.01.1900	0.0	0.0	0.0
105128	УСН, Доходы 6%	2007-09-20	2.0	2.0	2.0	1.0	0	26.04.2016	0.0	1.0	1.0
107259	УСН, Доходы 3%	1993-02-15	0.0	1.0	1.0	2.0	0	13.03.2015	5.0	0.0	0.0
106317	ОСНО	2011-09-04	1.0	1.0	1.0	2.0	1	07.04.2014	5.0	1.0	1.0
104889	УСН, Доходы за вычетом расходов 7%	2015-08-29	0.0	0.0	0.0	0.0	0	19.09.2015	0.0	0.0	0.0
106559	УСН, Доходы 6%	2009-09-18	0.0	2.0	2.0	2.0	1	07.04.2014	4.0	0.0	1.0
101564	УСН, Доходы за вычетом расходов 15%	2015-06-24	0.0	1.0	1.0	2.0	1	28.08.2015	5.0	1.0	1.0
105709	ОСНО	2001-01-29	3.0	2.0	2.0	2.0	0	01.01.1900	1.0	0.0	1.0
102024	УСН, Доходы 6%	2013-10-23	2.0	1.0	2.0	2.0	1	13.12.2014	6.0	0.0	1.0
104293	УСН, Доходы за вычетом расходов 15%	2002-07-09	0.0	1.0	2.0	2.0	0	22.12.2014	7.0	0.0	1.0
103845	УСН, Доходы 6%	2014-12-06	0.0	1.0	2.0	3.0	0	18.12.2014	7.0	0.0	1.0
104605	ОСНО	2001-01-04	0.0	0.0	0.0	0.0	0	24.02.2015	0.0	0.0	0.0
103139	УСН, Доходы за вычетом расходов 15%	2015-01-07	0.0	0.0	0.0	0.0	0	25.12.2014	3.0	0.0	0.0
102654	УСН, Доходы 6%	2015-10-08	0.0	0.0	0.0	0.0	0	14.10.2015	0.0	0.0	0.0
106294	ОСНО	2013-04-05	0.0	0.0	0.0	0.0	0	01.01.1900	2.0	0.0	0.0
103270	ЕНВД	2000-09-16	0.0	1.0	2.0	1.0	0	11.12.2014	0.0	0.0	0.0
109957	ОСНО	2007-06-27	0.0	0.0	0.0	0.0	0	01.03.2015	0.0	0.0	0.0
105748	ОСНО	2014-06-28	0.0	1.0	1.0	2.0	1	11.11.2014	6.0	0.0	1.0
103131	ОСНО	2010-01-14	1.0	0.0	0.0	0.0	0	20.04.2016	0.0	0.0	1.0
100309	УСН, Доходы за вычетом расходов 15%	2013-06-02	3.0	2.0	2.0	3.0	0	14.03.2016	8.0	0.0	1.0
102627	УСН, Доходы 6%	2015-04-17	0.0	1.0	1.0	1.0	1	28.03.2015	2.0	0.0	1.0
102663	УСН, Доходы за вычетом расходов 7%	2014-01-03	2.0	2.0	2.0	2.0	1	25.03.2016	8.0	1.0	1.0
103838	ОСНО	2014-06-02	0.0	1.0	1.0	2.0	1	09.07.2014	4.0	0.0	1.0
106634	ОСНО	2013-09-11	0.0	1.0	0.0	3.0	1	06.03.2014	0.0	0.0	0.0
105112	УСН, Доходы за вычетом расходов 15%	2015-05-07	0.0	0.0	0.0	0.0	0	07.07.2015	0.0	0.0	0.0
102881	УСН, Доходы за вычетом расходов 15%	2010-05-07	0.0	0.0	0.0	0.0	0	30.06.2015	6.0	2.0	1.0
108821	УСН, Доходы за вычетом расходов 7%	2014-11-09	1.0	1.0	1.0	2.0	1	27.10.2014	7.0	0.0	1.0
108748	УСН, Доходы за вычетом расходов 7%	2009-07-11	1.0	1.0	1.0	2.0	1	03.09.2014	6.0	1.0	1.0
107124	УСН, Доходы 6%	2002-12-19	4.0	2.0	2.0	2.0	1	04.03.2016	7.0	0.0	1.0
109014	ОСНО	2013-12-05	1.0	0.0	0.0	0.0	1	13.01.2016	6.0	1.0	0.0
