tucaseid,tulineno,eeincome1,erbmi,erhhch,erincome,erspemch,ertpreat,ertseat,ethgt,etwgt,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eufinlwgt,eusnap,eugenhth,eugroshp,euhgt,euinclvl,euincome2,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,euwic,exincome1
20140112131922,1,1,27,3,1,-1,135,10,0,0,-1,2,1,1,10,1,10,1,1,5991362,2,3,1,73,5,-1,2,2,1,-1,2,2,-1,205,-1,0
20140112131923,1,1,26.200001,3,1,5,80,0,0,0,-1,2,2,2,-1,1,3,2,1,9095071,2,3,2,75,5,-1,1,2,3,-1,-1,-1,2,210,2,0
20140112131925,1,1,26.5,3,1,5,60,0,0,0,-1,1,2,2,-1,1,1,1,1,7741629,2,2,3,71,5,-1,1,2,3,2,2,1,2,190,-1,0
20140112131928,1,2,24.799999,3,3,5,60,155,0,0,-1,1,1,2,-1,2,-1,-1,1,1931546,2,5,2,63,5,1,1,2,1,2,-1,-1,2,140,-1,0
20140112131930,1,2,17.9,3,3,-1,45,0,0,0,-1,1,1,1,14,1,3,1,1,4510937,2,4,1,67,5,1,1,2,1,2,2,1,2,114,2,0
20140112131939,1,2,55.700001,2,3,3,30,0,0,0,-1,2,2,2,-1,2,-1,-1,1,1.74e+07,1,4,1,59,5,1,1,2,1,-1,1,1,2,276,1,0
20140112131940,1,1,27.4,3,1,-1,35,0,0,0,-1,2,2,1,1,1,4,1,1,3276539,2,1,1,62,5,-1,2,2,1,-1,1,4,-1,150,2,0
20140112131941,1,2,24.1,3,5,-1,40,0,0,0,-1,2,2,1,7,2,-1,-1,1,2280361,2,3,1,65,5,2,2,2,1,-1,1,3,-1,145,-1,0
20140112131942,1,2,29.700001,3,5,5,70,15,0,0,-1,2,1,2,-1,1,1,1,1,5889836,1,3,2,73,5,2,-1,-1,2,-1,-1,-1,-1,225,1,0
20140112131945,1,1,23.1,3,1,5,195,0,0,0,-1,1,2,1,5,1,2,2,1,6501735,2,1,1,68,5,-1,1,2,1,2,1,2,2,152,2,0
20140112131946,1,2,32.5,3,5,5,15,0,0,0,-1,1,2,2,-1,1,7,1,1,8145609,1,2,2,73,5,2,-1,-1,2,2,-1,-1,-1,246,2,0
20140112131948,1,2,28.299999,3,5,-1,65,0,0,0,-1,1,2,2,-1,1,1,2,2,1000370,1,3,1,64,5,2,1,2,1,2,2,1,2,165,2,0
20140112131954,1,1,28.200001,3,1,4,50,60,0,0,-1,2,1,1,4,1,2,2,1,8811367,2,1,2,66,5,-1,-1,-1,2,-1,-1,-1,-1,175,2,0
20140112131959,1,-3,24.6,3,4,-1,45,0,0,0,2,1,1,2,-1,2,-1,-1,1,5960611,2,3,1,61,5,1,-1,-1,2,1,1,6,-1,130,-1,3
20140112131962,1,-3,17,3,4,-1,105,645,0,0,-1,1,1,2,-1,2,-1,-1,1,4143590,2,5,2,72,5,1,2,2,1,2,-1,-1,-1,125,-1,3
20140112131970,1,2,39.599998,3,5,5,35,0,0,0,-1,1,2,1,3,2,-1,-1,1,4286544,2,2,1,73,5,2,1,2,1,2,1,2,1,300,2,0
20140112131972,1,-2,20.5,3,-1,-1,180,10,0,0,-1,1,1,1,7,2,-1,-1,1,2338445,2,1,2,62,5,-2,-1,-1,2,2,-1,-1,-1,112,-1,2
20140112131974,1,1,28,2,1,5,45,15,0,0,-1,1,1,1,4,2,-1,-1,1,3.46e+07,2,2,2,62,5,-1,-1,-1,2,2,-1,-1,-1,153,2,0
20140112131976,1,2,17.6,3,5,-1,60,30,0,0,2,1,1,2,-1,2,-1,-1,1,1.97e+07,2,2,2,72,5,2,-1,-1,2,1,-1,-1,-1,130,2,0
20140112131978,1,2,20.200001,3,5,-1,25,0,0,0,-1,1,2,1,7,2,-1,-1,1,1.05e+07,2,4,1,71,5,2,1,2,1,2,1,1,2,145,2,0
20140112131982,1,1,25.799999,3,1,5,180,0,0,0,-1,2,2,2,-1,1,2,2,1,2.25e+07,2,5,2,71,5,-1,-1,-1,2,-1,-1,-1,-1,185,-1,0
20140112131983,1,2,26.6,3,5,-1,40,0,0,0,-1,2,2,1,2,2,-1,-1,1,1615069,2,4,1,65,5,2,1,2,1,-1,1,1,2,160,-1,0
20140112131984,1,1,24.6,3,1,-1,250,0,0,0,-1,1,2,1,10,1,2,2,1,2483516,2,1,1,63,5,-1,1,2,1,2,2,6,2,139,2,0
20140112131986,1,1,23.5,3,1,-1,90,0,0,0,-1,2,2,2,-1,2,-1,-1,1,6.71e+07,2,2,2,67,5,-2,-1,-1,2,-1,-1,-1,-1,150,2,73
20140112131987,1,1,24,3,1,-1,60,0,0,0,-1,2,2,1,3,2,-1,-1,1,3080289,2,1,1,64,5,-1,1,2,1,-1,1,2,1,140,-1,0
20140112131988,1,1,25.299999,2,1,-1,110,10,0,0,2,1,1,1,3,1,3,1,1,7268819,2,1,1,63,5,-1,1,2,1,1,1,3,2,143,2,0
20140112131991,1,1,25.1,3,1,-1,45,0,0,0,-1,1,2,1,5,2,-1,-1,1,2132577,2,2,1,70,5,-1,1,2,1,2,3,4,1,175,-1,0
20140112131992,1,1,23.299999,3,1,-1,75,5,0,0,1,1,1,1,7,2,-1,-1,1,4931772,2,1,1,72,5,-1,1,2,1,1,3,1,2,172,2,0
20140112131993,1,2,41.099998,3,5,-1,20,0,0,0,2,1,2,2,-1,2,-1,-1,1,5624901,1,4,1,74,5,2,2,2,1,1,1,1,-1,320,-1,0
20140112131995,1,2,14.6,3,2,-1,35,30,0,0,2,1,1,1,2,1,2,1,1,1.07e+07,2,2,2,71,5,-2,-1,-1,2,1,-1,-1,-1,105,2,0
20140112132000,1,2,45.400002,3,5,-1,40,15,0,0,2,1,1,1,4,1,3,1,1,1.17e+07,2,5,1,67,5,2,1,2,1,1,1,2,2,290,2,0
20140112132001,1,1,27.299999,3,1,-1,115,0,0,0,-1,1,2,1,7,2,-1,-1,1,3708143,2,1,1,70,5,-1,1,2,1,2,1,2,1,190,-1,0
20140112132005,1,1,22,3,1,-1,50,20,0,0,2,1,1,1,4,2,-1,-1,1,1.85e+07,2,2,1,68,5,-1,1,2,1,1,2,4,2,145,-1,0
20140112132008,1,2,25.6,3,5,5,85,0,0,0,-1,2,2,2,-1,2,-1,-1,1,4982721,2,2,1,62,5,2,1,2,1,-1,1,3,1,140,2,0
20140112132025,1,1,25.1,3,1,-1,203,0,0,0,-1,2,2,2,-1,1,2,2,1,2.19e+07,2,2,2,67,5,-1,-1,-1,2,-1,-1,-1,-1,160,2,0
20140112132026,1,2,24.1,1,3,5,50,30,0,0,-1,1,1,2,-1,2,-1,-1,1,5972431,2,1,1,65,5,1,1,2,1,2,1,2,2,145,2,0
20140112132028,1,1,23.4,2,1,5,45,5,0,0,1,1,1,1,5,1,1,2,1,4198177,2,2,1,62,5,-1,1,2,1,1,1,2,2,128,2,0
20140112132029,1,2,23.4,3,5,-1,30,10,0,0,1,1,1,2,-1,1,1,2,1,3754815,1,3,1,66,5,2,1,2,1,1,2,4,2,145,-1,0
20140112132030,1,1,21.5,3,1,5,35,5,0,0,2,1,1,2,-1,1,-2,2,1,3.33e+07,2,3,3,64,5,-1,1,2,1,1,1,-2,2,125,2,0
20140112132034,1,1,22.700001,3,1,5,90,60,0,0,2,1,1,1,5,1,3,2,1,5055139,2,2,3,70,5,-1,-1,-1,2,1,2,2,-1,158,2,0
20140112132035,1,2,25.1,1,3,-1,60,0,0,0,-1,1,2,1,-2,2,-1,-1,1,2553284,2,2,3,69,5,1,-1,-1,2,2,1,1,-1,170,2,0
20140112132040,1,1,51.400002,3,1,5,45,20,0,0,1,1,1,2,-1,1,1,2,1,5720039,2,4,1,63,5,-1,1,2,1,1,1,2,2,290,2,0
20140112132043,1,1,23.9,3,1,5,205,30,0,0,-1,1,1,1,1,1,2,2,1,2531867,2,2,1,63,5,-1,1,2,1,2,1,2,2,135,2,0
20140112132048,1,1,42.900002,3,1,5,120,0,0,0,1,1,2,2,-1,1,1,2,1,5331806,2,3,1,64,5,-1,1,2,1,1,1,2,2,250,2,0
20140112132053,1,2,-1,3,5,-1,90,0,-1,0,-1,2,2,2,-1,2,-1,-1,1,2826931,2,1,2,-2,5,2,1,2,3,-1,-1,-1,2,125,-1,0
20140112132065,1,1,26.5,3,1,5,40,15,0,0,-1,2,1,1,1,1,2,2,1,1.58e+07,2,1,2,71,5,-1,-1,-1,2,-1,-1,-1,-1,190,-1,0
20140112132069,1,2,26.1,3,5,5,40,40,0,0,-1,2,1,1,4,2,-1,-1,1,4009581,2,3,1,61,5,2,1,2,1,-1,1,2,2,138,2,0
20140112132071,1,1,26.6,3,1,-1,120,15,0,0,2,1,1,2,-1,1,2,2,1,4907687,2,4,1,65,5,-1,1,2,1,1,1,2,2,160,2,0
20140112132076,1,2,30.700001,3,3,-1,20,15,0,0,-1,1,1,1,3,1,2,2,1,1707058,2,2,1,71,5,1,1,2,1,2,1,2,2,220,-1,0
20140112132077,1,2,28.200001,3,5,5,45,0,0,0,2,1,2,1,2,1,3,1,1,7871270,2,1,2,67,5,3,-1,-1,2,1,-1,-1,-1,180,2,0
20140112132085,1,1,30.200001,1,1,4,50,5,0,0,2,1,1,2,-1,1,3,1,1,8871755,2,3,2,61,5,-1,1,2,3,1,-1,-1,2,160,2,0
20140112132087,1,2,24.6,3,5,5,120,30,0,0,-1,1,1,2,-1,2,-1,-1,1,1.12e+07,2,3,1,61,5,2,1,2,1,2,3,3,2,130,2,0
20140112132088,1,2,33.900002,3,3,-1,45,30,0,0,-1,1,1,1,3,1,3,2,1,2619255,1,2,1,72,5,1,1,2,1,2,1,1,2,250,-1,0
20140112132089,1,1,-1,3,1,5,105,20,0,-1,-1,1,1,1,3,1,1,2,1,6024845,2,1,1,66,5,-1,1,2,1,2,1,1,2,-3,-1,0
20140112132091,1,1,19.4,3,1,5,50,20,0,0,-1,1,1,1,4,1,3,2,1,5753569,2,1,1,66,5,-1,1,2,1,2,1,4,2,120,2,0
20140112132092,1,1,36.400002,3,1,-1,50,10,0,0,-1,1,1,1,7,1,1,2,1,9460482,2,1,1,65,5,-1,1,2,1,2,1,6,2,219,2,0
20140112132094,1,1,27.9,1,1,5,40,15,0,0,-1,2,1,2,-1,2,-1,-1,1,4975783,2,1,3,71,5,-1,1,2,3,-1,1,6,1,200,2,0
20140112132096,1,1,20.1,3,1,5,15,5,0,0,-1,2,1,2,-1,2,-1,-1,1,1.31e+07,2,2,1,70,5,-1,-1,-1,2,-1,2,1,-1,140,2,0
20140112132097,1,1,24.299999,3,1,5,30,75,0,0,1,1,1,1,5,1,3,2,1,4739962,2,1,1,67,5,-1,1,2,1,1,2,2,2,155,2,0
20140112132098,1,2,25.200001,3,5,5,40,0,0,0,-1,2,2,1,5,2,-1,-1,2,1.39e+07,1,5,2,66,5,2,-1,-1,2,-1,-1,-1,-1,156,-1,0
20140112132103,1,1,30.700001,2,1,-1,90,0,0,0,2,1,2,1,3,1,5,1,1,1.70e+07,2,3,1,71,5,-1,1,2,1,1,2,2,2,220,-1,0
20140112132104,1,1,19.799999,3,1,5,125,20,0,0,-1,2,1,1,2,1,3,1,1,1.23e+07,2,2,3,59,5,-1,1,2,3,-1,1,2,2,98,2,0
20140112132105,1,1,37.099998,3,1,5,110,20,0,0,-1,1,1,2,-1,1,1,2,1,2234793,2,3,1,66,5,-1,1,2,1,2,1,3,2,230,2,0
20140112132110,1,1,27.1,3,1,5,30,20,0,0,-1,1,1,1,4,2,-1,-1,1,2779875,2,2,2,62,5,-1,-1,-1,2,2,-1,-1,-1,148,2,0
20140112132111,1,1,27.1,3,1,5,105,0,0,0,-1,1,2,2,-1,1,6,2,1,6817400,2,2,3,64,5,-1,-1,-1,2,2,2,2,-1,158,2,0
20140112132112,1,1,-1,3,1,-1,15,10,0,-1,2,1,1,1,6,1,1,2,1,3038026,2,2,1,67,5,-1,-1,-1,2,1,2,1,-1,-3,2,0
20140112132113,1,2,21,3,5,-1,50,0,0,0,-1,1,2,1,2,2,-1,-1,1,8077224,-2,2,2,66,5,2,-1,-1,2,2,-1,-1,-1,130,-2,0
20140112132115,1,1,21.700001,3,1,-1,115,0,0,0,-1,1,2,1,20,1,15,1,1,1.06e+07,2,1,2,72,5,-1,-1,-1,2,2,-1,-1,-1,160,-1,0
20140112132116,1,1,28.299999,3,1,5,60,0,0,0,-1,1,2,1,7,2,-1,-1,1,6729788,2,1,1,63,5,-1,1,2,1,2,1,1,2,160,2,0
20140112132119,1,2,42.799999,3,5,-1,30,5,0,0,2,1,1,2,-1,2,-1,-1,1,1.66e+07,1,3,2,66,5,2,-1,-1,2,1,-1,-1,-1,265,2,12
20140112132123,1,1,26.200001,3,1,5,140,7,0,0,1,1,1,2,-1,1,1,2,1,1.83e+07,2,3,1,71,5,-1,-1,-1,2,1,2,1,-1,188,-1,0
20140112132125,1,2,23.4,3,3,-1,30,15,0,0,-1,1,1,1,5,2,-1,-1,1,6242569,1,1,1,58,5,1,1,2,1,2,2,1,2,112,-1,0
20140112132126,1,1,32.900002,3,1,5,45,0,0,0,2,1,2,1,2,1,2,2,1,8179617,2,3,3,67,5,-1,-1,-1,2,1,2,1,-1,210,-1,0
20140112132128,1,2,26.6,3,5,5,60,0,0,0,-1,2,2,1,4,1,1,2,1,4702448,1,4,3,63,5,2,-1,-1,2,-1,3,1,-1,150,2,0
20140112132131,1,1,28.799999,3,1,-1,45,0,0,0,-1,2,2,1,3,1,4,2,1,2580377,2,2,1,69,5,-1,1,2,1,-1,2,1,2,195,-1,0
20140112132136,1,1,32.900002,3,1,-1,95,6,0,0,-1,1,1,2,-1,2,-1,-1,1,5970956,2,3,1,65,5,-1,1,2,1,2,1,4,2,198,-1,0
20140112132137,1,1,-1,3,1,5,0,175,0,-1,1,1,1,1,5,2,-1,-1,1,5428509,2,3,2,66,5,-1,-1,-1,2,1,-1,-1,-1,-3,-1,0
20140112132139,1,2,31.200001,3,5,-1,105,0,0,0,2,1,2,2,-1,2,-1,-1,1,1.14e+07,1,2,3,72,5,2,-1,-1,2,1,1,1,-1,230,-1,0
20140112132147,1,2,27.299999,3,5,-1,0,0,0,0,2,1,1,2,-1,1,7,1,1,4164619,2,3,1,59,5,2,1,2,1,1,1,6,2,135,-1,0
20140112132148,1,1,29.4,3,1,-1,185,0,0,0,-1,2,2,2,-1,1,1,2,1,3552613,2,3,1,70,5,-1,1,2,1,-1,2,2,2,205,-1,0
20140112132149,1,1,27.4,3,1,5,25,5,0,0,1,1,1,1,3,1,5,1,1,6573762,2,2,1,67,5,-1,1,2,1,1,1,2,1,175,-1,0
20140112132150,1,1,17.700001,3,1,-1,60,210,0,0,2,1,1,1,2,1,4,2,1,7207720,2,1,1,63,5,-1,1,2,1,1,1,1,2,100,2,0
20140112132153,1,1,26.4,3,1,-1,30,10,0,0,1,1,1,1,3,2,-1,-1,1,7193460,2,2,1,72,5,-3,1,2,1,1,1,4,2,195,-1,81
20140112132157,1,1,33,3,1,5,55,30,0,0,-1,2,1,1,2,2,-1,-1,1,1.16e+07,2,3,2,70,5,-2,1,2,1,-1,-1,-1,2,230,2,72
20140112132160,1,1,27,3,1,-1,40,0,0,0,-1,1,2,1,2,1,2,1,1,1808515,2,3,1,72,5,-1,1,2,1,2,1,3,2,199,-1,0
20140112132162,1,1,29.6,1,1,-1,40,5,1,0,-1,2,1,1,5,1,2,2,1,4.39e+07,2,2,2,77,5,-1,-1,-1,2,-1,-1,-1,-1,250,2,0
20140112132164,1,1,24.4,3,1,-1,115,0,0,0,-1,1,2,1,7,2,-1,-1,1,7179130,2,1,2,72,5,-2,-1,-1,2,2,-1,-1,-1,180,2,73
20140112132167,1,1,29,3,1,-1,60,50,0,0,2,1,1,2,-1,1,2,2,1,5165706,2,1,1,67,5,-1,1,2,1,1,1,2,2,185,-1,0
20140112132169,1,3,42.5,3,2,5,30,5,0,0,-1,1,1,2,-1,1,3,2,1,3425706,1,3,1,63,5,-1,1,2,1,2,1,1,2,240,-1,0
20140112132175,1,1,31.200001,1,1,-1,90,0,0,0,-1,2,2,1,2,2,-1,-1,1,1.81e+07,2,2,2,60,5,-1,-1,-1,2,-1,-1,-1,-1,160,2,0
20140112132176,1,1,41.599998,3,1,1,135,35,0,0,-1,2,1,1,3,1,1,2,1,2.94e+07,2,2,1,70,5,-1,1,2,1,-1,1,2,1,290,2,0
20140112132177,1,1,16.299999,3,1,-1,45,0,0,0,-1,1,2,1,4,1,1,2,1,1.01e+07,2,3,2,65,5,-2,-1,-1,2,2,-1,-1,-1,98,2,75
20140112132182,1,2,37.700001,3,5,-1,32,0,0,0,-1,2,2,2,-1,1,3,1,2,1.05e+07,2,4,1,71,5,2,1,2,1,-1,1,1,2,270,-1,0
20140112132184,1,1,21.5,3,1,5,75,20,0,0,-1,1,1,1,2,1,4,2,1,5110036,2,2,1,64,5,-1,1,2,1,2,1,2,1,125,2,0
20140112132185,1,3,18.1,3,2,5,31,10,0,0,-1,1,1,1,7,2,-1,-1,1,1.55e+07,2,2,1,65,5,-1,1,2,1,2,1,2,2,109,-1,0
20140112132188,1,1,31.299999,3,1,-1,30,15,0,0,1,1,1,2,-1,1,3,1,1,1.63e+07,2,3,1,67,5,-1,1,2,1,1,1,5,2,200,-1,0
20140112132195,1,1,29,3,1,-1,105,30,0,0,2,1,1,2,-1,1,5,2,1,1.51e+07,2,4,3,66,5,-1,1,2,1,1,3,1,2,180,2,0
20140112132198,1,2,27.1,3,5,5,70,0,0,0,-1,1,2,1,1,2,-1,-1,1,1.43e+07,2,3,1,72,5,2,1,2,1,2,1,1,2,200,2,0
20140112132199,1,1,27.200001,3,1,-1,60,3,0,0,1,1,1,1,2,1,3,2,1,4920081,2,3,1,74,5,-1,1,2,1,1,1,1,2,212,-1,0
20140112132202,1,1,30.700001,3,1,-1,95,0,0,0,-1,1,2,2,-1,2,-1,-1,1,4920813,2,4,1,71,5,-1,1,2,1,2,2,2,2,220,-1,0
20140112132215,1,2,29.5,3,5,-1,15,0,0,0,3,1,2,1,4,2,-1,-1,1,4938010,2,4,2,69,5,2,1,2,1,1,-1,-1,2,200,-1,0
20140112132218,1,-2,23.9,3,-1,-1,155,0,0,0,-1,2,2,1,6,2,-1,-1,1,2394657,2,2,1,63,5,-2,1,2,1,-1,5,1,2,135,-1,2
20140112132223,1,2,25.700001,3,5,-1,15,0,0,0,-1,2,2,1,3,2,-1,-1,2,6013762,2,2,1,71,5,2,2,2,1,-1,1,1,-1,184,-1,0
20140112132224,1,2,21.9,3,3,-1,35,3,0,0,-1,2,1,1,2,1,1,1,1,3978703,2,3,1,66,5,1,1,2,1,-1,1,2,2,136,-1,0
20140112132225,1,2,24.799999,3,5,4,15,0,0,0,-1,2,2,2,-1,2,-1,-1,1,5348672,2,3,1,63,5,2,1,2,1,-1,1,1,2,140,2,0
20140112132235,1,2,18.1,3,5,-1,55,0,0,0,-1,1,2,2,-1,2,-1,-1,1,2546043,2,1,1,65,5,2,1,2,1,2,2,1,2,109,-1,0
20140112132239,1,2,27.299999,3,5,3,40,25,0,0,-1,2,1,2,-1,1,1,2,1,9994305,2,3,1,59,5,2,1,2,1,-1,1,1,2,135,2,0
20140112132242,1,2,25.799999,3,5,5,55,0,0,0,-1,2,2,1,3,2,-1,-1,1,1.86e+07,2,1,3,70,5,2,2,2,3,-1,1,1,-1,180,2,0
20140112132243,1,1,26.5,3,1,-1,120,0,0,0,-1,2,2,1,3,1,3,2,1,4113982,1,3,1,71,5,-1,1,2,1,-1,1,2,2,190,1,0
20140112132244,1,1,-1,3,1,-1,180,20,0,-1,-1,1,1,1,3,2,-1,-1,1,2670346,2,2,1,62,5,-1,1,2,1,2,5,6,2,-3,2,0
20140112132247,1,1,25.799999,3,1,-1,105,0,0,0,1,1,2,2,-1,1,1,2,1,5044071,2,4,1,70,5,-1,1,2,1,1,1,2,1,180,-1,0
20140112132251,1,2,23.4,3,5,5,65,0,0,0,-1,1,2,1,5,2,-1,-1,1,2761979,-2,2,1,66,5,2,1,2,1,2,1,1,2,145,2,0
20140112132253,1,2,32.099998,3,5,5,95,15,0,0,2,1,1,2,-1,2,-1,-1,1,2.70e+07,2,5,2,63,5,2,1,2,1,1,-1,-1,2,181,-1,0
20140112132256,1,1,22.6,3,1,5,40,6,0,0,1,1,1,2,-1,1,3,1,1,2814478,2,1,1,66,5,-1,2,2,1,1,3,1,-1,140,2,0
20140112132258,1,-3,28.799999,3,-1,-1,210,0,0,0,-1,2,2,1,3,2,-1,-1,1,1954994,2,5,1,64,5,-2,1,2,1,-1,1,2,2,168,-1,3
20140112132259,1,1,28.200001,3,1,5,56,0,0,0,2,1,2,2,-1,2,-1,-1,1,4171381,2,2,2,71,5,-1,-1,-1,2,1,-1,-1,-1,202,2,0
20140112132260,1,1,31.6,3,1,-1,150,30,0,0,-1,1,1,1,2,1,2,2,1,2004430,2,3,1,65,5,-1,2,1,1,2,1,6,-1,190,-1,0
20140112132261,1,1,21.6,3,1,5,20,0,0,0,2,1,2,2,-1,1,1,2,1,2.55e+07,2,2,3,63,5,-1,1,2,1,1,2,1,2,122,2,0
20140112132262,1,1,28.200001,3,1,5,40,0,0,0,-1,2,2,2,-1,1,2,1,1,3991164,2,3,1,66,5,-1,-2,2,1,-1,2,1,-1,175,2,0
20140112132266,1,2,25,3,5,-1,20,0,0,0,-1,2,2,1,5,2,-1,-1,1,8305933,2,1,1,65,5,2,2,2,1,-1,1,1,-1,150,-1,0
20140112132268,1,2,23.6,3,5,-1,90,60,0,0,2,1,1,1,3,1,1,2,1,1425802,1,2,1,69,5,2,1,2,1,1,2,1,2,160,2,0
20140112132270,1,1,35.900002,3,1,5,75,0,0,0,2,1,2,1,3,1,3,1,1,4739086,2,3,3,70,5,-1,-1,-1,2,1,2,1,-1,250,2,0
20140112132271,1,1,32.700001,3,1,5,45,15,0,0,-1,1,1,1,5,2,-1,-1,1,6483671,2,3,2,68,5,-1,-1,-1,2,2,-1,-1,-1,215,2,0
20140112132272,1,1,23,3,1,5,60,5,0,0,1,1,1,1,5,2,-1,-1,1,7678198,2,1,2,70,5,1,-1,-1,2,1,-1,-1,-1,160,2,81
20140112132275,1,1,20.799999,3,1,-1,10,120,0,0,-1,1,1,1,5,2,-1,-1,1,2460381,2,2,1,65,5,-1,1,2,1,2,1,2,2,125,-1,0
20140112132278,1,2,20.799999,3,3,-1,15,25,0,0,-1,1,1,1,4,1,1,1,1,1597342,2,1,1,65,5,1,1,2,1,2,2,2,2,125,-1,0
20140112132281,1,2,27.700001,3,5,5,50,3,0,0,-1,1,1,1,3,2,-1,-1,1,8413902,2,5,3,67,5,2,1,2,3,2,1,2,2,177,-1,0
20140112132285,1,1,24.299999,3,1,-1,60,0,0,0,-1,1,2,2,-1,1,2,2,1,5516361,2,2,1,65,5,-1,1,2,1,2,1,2,2,146,2,0
20140112132287,1,2,31.1,3,5,4,165,15,0,0,2,1,1,2,-1,1,1,2,3,3.40e+07,2,4,3,65,5,2,1,2,1,1,5,2,2,187,1,0
20140112132288,1,1,22.5,3,1,-1,30,0,0,0,-1,1,2,2,-1,2,-1,-1,1,5229862,2,2,1,61,5,-1,1,2,1,2,1,2,2,119,-1,0
20140112132290,1,1,-1,3,1,5,60,10,0,-1,-1,1,1,1,3,1,1,2,1,6115061,2,4,1,66,5,-1,1,2,1,2,2,1,2,-2,2,0
20140112132294,1,1,19.9,3,1,5,123,30,0,0,-1,1,1,2,-1,2,-1,-1,1,7418004,2,4,1,69,5,-1,-1,-1,2,2,1,2,-1,135,-1,0
20140112132295,1,2,35.900002,3,5,-1,60,0,0,0,1,1,2,2,-1,2,-1,-1,2,2.84e+07,1,3,1,61,5,3,1,2,1,1,1,1,2,190,1,0
20140112132306,1,2,28.200001,3,5,-1,60,0,0,0,1,1,2,2,-1,2,-1,-1,1,3839976,2,3,1,66,5,3,1,2,1,1,1,6,2,175,2,0
20140112132309,1,1,27.4,3,1,5,125,0,0,0,-1,2,2,1,2,1,7,1,1,1.83e+07,2,4,2,61,5,-1,1,2,3,-1,-1,-1,2,145,-1,0
20140112132319,1,1,36.299999,3,1,-1,55,5,0,0,1,1,1,1,3,1,1,1,1,3530425,2,3,1,73,5,-1,1,2,1,1,1,2,2,275,-1,0
20140112132320,1,1,22.6,3,1,5,60,40,0,0,-1,1,1,1,2,1,7,1,1,3115966,2,2,1,66,5,-1,1,2,1,2,1,1,2,140,-1,0
20140112132330,1,2,25.799999,3,5,-1,15,0,0,0,-1,1,2,1,2,2,-1,-1,1,3424314,2,3,1,69,5,2,2,2,1,2,1,2,-1,175,-1,0
20140112132333,1,1,19.200001,3,1,3,105,50,0,0,-1,2,1,1,5,1,1,1,1,7475955,2,1,3,64,5,-1,1,2,1,-1,1,3,2,112,2,0
20140112132334,1,1,40,3,1,5,60,10,0,0,-1,1,1,1,1,1,5,1,1,2368882,2,4,2,72,5,-1,-1,-1,2,2,-1,-1,-1,295,-1,0
20140112132335,1,1,23.799999,3,1,-1,60,0,0,0,-1,1,2,1,5,1,10,1,1,5379957,2,2,1,67,5,-1,1,2,1,2,1,2,2,152,-1,0
20140112132336,1,1,24.4,3,1,-1,0,-2,0,0,2,1,-2,1,3,1,1,2,1,2.16e+07,2,2,1,73,5,-3,2,2,1,1,2,2,-1,185,-1,81
20140112132343,1,1,28.799999,3,1,5,60,3,0,0,-1,2,1,1,4,1,1,2,1,8156925,2,2,2,69,5,-1,-1,-1,2,-1,-1,-1,-1,195,2,0
20140112132357,1,1,25,3,1,5,35,0,0,0,-1,2,2,2,-1,2,-1,-1,1,4206797,2,3,2,76,5,-1,-1,-1,2,-1,-1,-1,-1,205,2,0
20140112132361,1,1,17.9,3,1,5,65,2,0,2,2,1,1,2,-1,1,1,2,1,2.13e+07,2,4,1,62,5,-1,1,2,1,1,1,2,2,98,2,0
20140112132364,1,-2,20.299999,3,4,4,65,0,0,0,-1,1,2,1,3,1,1,2,1,7065446,2,3,2,64,5,1,1,2,1,2,-1,-1,2,118,-1,2
20140112132366,1,1,22.200001,3,1,-1,40,0,0,0,-1,1,2,1,3,1,1,2,1,7755272,2,2,1,74,5,-1,1,2,1,2,5,3,2,173,-1,0
20140112132368,1,2,-1,3,5,-1,0,40,0,-1,-1,1,1,2,-1,1,1,2,1,8355698,1,2,1,63,5,2,1,2,1,2,2,1,2,-5,2,0
20140112132369,1,1,20.799999,3,1,-1,25,2,0,0,-1,2,1,1,2,1,1,2,1,2867562,2,3,2,70,5,-1,-1,-1,2,-1,-1,-1,-1,145,2,0
20140112132379,1,1,26,3,1,5,20,20,0,0,2,1,1,1,4,1,2,2,1,2491346,2,3,1,63,5,-1,1,2,1,1,2,1,2,147,2,0
20140112132380,1,1,21.6,3,1,5,55,5,0,0,1,1,1,2,-1,1,2,2,1,3892103,2,5,2,65,5,-2,1,2,1,1,-1,-1,1,130,2,72
20140112132381,1,1,22.700001,3,1,-1,120,0,0,0,-1,2,2,2,-1,2,-1,-1,1,5718693,2,2,1,67,5,-1,2,2,1,-1,2,2,-1,145,-1,0
20140112132386,1,1,23.6,3,1,-1,70,230,0,0,1,1,1,1,2,2,-1,-1,1,2526156,2,1,1,69,5,-1,1,2,1,1,2,1,2,160,-1,0
20140112132387,1,1,25.5,3,1,5,150,2,0,0,-1,1,1,1,3,1,1,2,1,4650965,2,1,2,67,5,-1,-1,-1,2,2,-1,-1,-1,163,-1,0
20140112132390,1,1,25.4,3,1,5,70,12,0,0,-1,2,1,2,-1,1,2,2,1,1.43e+07,2,3,2,69,5,-1,-1,-1,2,-1,-1,-1,-1,172,-1,0
