Time,Users
2/17/17 1:00,52051
2/17/17 2:00,53620
2/17/17 3:00,62695
2/17/17 4:00,72656
2/17/17 5:00,77439
2/17/17 6:00,80231
2/17/17 7:00,82668
2/17/17 8:00,81247
2/17/17 9:00,80720
2/17/17 10:00,79554
2/17/17 11:00,76885
2/17/17 12:00,72908
2/17/17 13:00,64871
2/17/17 14:00,56892
2/17/17 15:00,50533
2/17/17 16:00,45680
2/17/17 17:00,43215
2/17/17 18:00,41128
2/17/17 19:00,38231
2/17/17 20:00,38013
2/17/17 21:00,39746
2/17/17 22:00,45065
2/17/17 23:00,50937
2/18/17 0:00,55650
2/18/17 1:00,58205
2/18/17 2:00,60943
2/18/17 3:00,64382
2/18/17 4:00,69896
2/18/17 5:00,75123
2/18/17 6:00,79133
2/18/17 7:00,82034
2/18/17 8:00,83000
2/18/17 9:00,83080
2/18/17 10:00,80761
2/18/17 11:00,76244
2/18/17 12:00,69277
2/18/17 13:00,60765
2/18/17 14:00,52765
2/18/17 15:00,46631
2/18/17 16:00,42512
2/18/17 17:00,39467
2/18/17 18:00,37890
2/18/17 19:00,36459
2/18/17 20:00,35858
2/18/17 21:00,36952
2/18/17 22:00,41095
2/18/17 23:00,47089
2/19/17 0:00,51460
2/19/17 1:00,53933
2/19/17 2:00,56034
2/19/17 3:00,59931
2/19/17 4:00,64552
2/19/17 5:00,68992
2/19/17 6:00,73800
2/19/17 7:00,77428
2/19/17 8:00,80122
2/19/17 9:00,83948
2/19/17 10:00,78850
2/19/17 11:00,76012
2/19/17 12:00,65679
2/19/17 13:00,56800
2/19/17 14:00,51045
2/19/17 15:00,44515
2/19/17 16:00,40703
2/19/17 17:00,46159
2/19/17 18:00,37915
2/19/17 19:00,38695
2/19/17 20:00,37434
2/19/17 21:00,39329
2/19/17 22:00,40712
2/19/17 23:00,36162
2/20/17 0:00,35892
2/20/17 1:00,39091
2/20/17 2:00,42090
2/20/17 3:00,48524
2/20/17 4:00,55971
2/20/17 5:00,61581
2/20/17 6:00,65654
2/20/17 7:00,71004
2/20/17 8:00,73280
2/20/17 9:00,73344
2/20/17 10:00,72480
2/20/17 11:00,68203
2/20/17 12:00,62257
2/20/17 13:00,53713
2/20/17 14:00,45211
2/20/17 15:00,39924
2/20/17 16:00,36905
2/20/17 17:00,35714
2/20/17 18:00,34101
2/20/17 19:00,32686
2/20/17 20:00,34375
2/20/17 21:00,36619
2/20/17 22:00,38329
2/20/17 23:00,34343
2/21/17 0:00,33852
2/21/17 1:00,37384
2/21/17 2:00,40133
2/21/17 3:00,46635
2/21/17 4:00,55078
2/21/17 5:00,59192
2/21/17 6:00,60477
2/21/17 7:00,65185
2/21/17 8:00,66099
2/21/17 9:00,65703
2/21/17 10:00,64499
2/21/17 11:00,61481
2/21/17 12:00,56869
2/21/17 13:00,49747
2/21/17 14:00,43227
2/21/17 15:00,37949
2/21/17 16:00,35452
2/21/17 17:00,34036
2/21/17 18:00,32915
2/21/17 19:00,31654
2/21/17 20:00,32694
2/21/17 21:00,35149
2/21/17 22:00,36923
2/21/17 23:00,33101
2/22/17 0:00,33093
2/22/17 1:00,36788
2/22/17 2:00,39717
2/22/17 3:00,46427
2/22/17 4:00,54844
2/22/17 5:00,58651
2/22/17 6:00,60113
2/22/17 7:00,63777
2/22/17 8:00,63874
2/22/17 9:00,67244
2/22/17 10:00,62978
2/22/17 11:00,60242
2/22/17 12:00,56550
2/22/17 13:00,50697
2/22/17 14:00,46507
2/22/17 15:00,39165
2/22/17 16:00,36565
2/22/17 17:00,41691
2/22/17 18:00,33301
2/22/17 19:00,31341
2/22/17 20:00,31910
2/22/17 21:00,37287
2/22/17 22:00,40420
2/22/17 23:00,37107
2/23/17 0:00,36069
2/23/17 1:00,38646
2/23/17 2:00,41580
2/23/17 3:00,47370
2/23/17 4:00,54250
2/23/17 5:00,58043
2/23/17 6:00,59236
2/23/17 7:00,62920
2/23/17 8:00,63569
2/23/17 9:00,62800
2/23/17 10:00,61875
2/23/17 11:00,59529
2/23/17 12:00,56271
2/23/17 13:00,49818
2/23/17 14:00,43386
2/23/17 15:00,37594
2/23/17 16:00,34332
2/23/17 17:00,32765
2/23/17 18:00,31007
2/23/17 19:00,29628
2/23/17 20:00,30300
2/23/17 21:00,35305
2/23/17 22:00,40016
2/23/17 23:00,37817
2/24/17 0:00,38599
2/24/17 1:00,43816
2/24/17 2:00,43151
2/24/17 3:00,48144
2/24/17 4:00,55244
2/24/17 5:00,59036
2/24/17 6:00,60519
2/24/17 7:00,63646
2/24/17 8:00,63912
2/24/17 9:00,62635
2/24/17 10:00,61063
2/24/17 11:00,58863
2/24/17 12:00,56071
2/24/17 13:00,50822
2/24/17 14:00,44363
2/24/17 15:00,38772
2/24/17 16:00,35111
2/24/17 17:00,33121
2/24/17 18:00,31461
2/24/17 19:00,29967
2/24/17 20:00,29491
2/24/17 21:00,31148
2/24/17 22:00,36333
2/24/17 23:00,41396
2/25/17 0:00,44819
2/25/17 1:00,46059
2/25/17 2:00,47651
2/25/17 3:00,50773
2/25/17 4:00,54920
2/25/17 5:00,58539
2/25/17 6:00,61597
2/25/17 7:00,63844
2/25/17 8:00,65910
2/25/17 9:00,68895
2/25/17 10:00,64319
2/25/17 11:00,61287
2/25/17 12:00,56651
2/25/17 13:00,50008
2/25/17 14:00,46724
2/25/17 15:00,39217
2/25/17 16:00,36099
2/25/17 17:00,39730
2/25/17 18:00,31796
2/25/17 19:00,30667
2/25/17 20:00,30540
2/25/17 21:00,32094
2/25/17 22:00,35776
2/25/17 23:00,40059
2/26/17 0:00,43941
2/26/17 1:00,45604
2/26/17 2:00,47589
2/26/17 3:00,50512
2/26/17 4:00,53899
2/26/17 5:00,57196
2/26/17 6:00,61181
2/26/17 7:00,63851
2/26/17 8:00,65935
2/26/17 9:00,66023
2/26/17 10:00,64797
2/26/17 11:00,63287
2/26/17 12:00,54533
2/26/17 13:00,46847
2/26/17 14:00,39419
2/26/17 15:00,36409
2/26/17 16:00,31692
2/26/17 17:00,30471
2/26/17 18:00,30147
2/26/17 19:00,31887
2/26/17 20:00,31183
2/26/17 21:00,31400
2/26/17 22:00,32189
2/26/17 23:00,30832
2/27/17 0:00,30645
2/27/17 1:00,31958
2/27/17 2:00,35666
2/27/17 3:00,42344
2/27/17 4:00,48938
2/27/17 5:00,51781
2/27/17 6:00,53066
2/27/17 7:00,56472
2/27/17 8:00,58177
2/27/17 9:00,58537
2/27/17 10:00,56770
2/27/17 11:00,54050
2/27/17 12:00,49337
2/27/17 13:00,43234
2/27/17 14:00,37201
2/27/17 15:00,32735
2/27/17 16:00,30328
2/27/17 17:00,29318
2/27/17 18:00,28818
2/27/17 19:00,28294
2/27/17 20:00,30121
2/27/17 21:00,31417
2/27/17 22:00,31463
2/27/17 23:00,29170
2/28/17 0:00,28922
2/28/17 1:00,30183
2/28/17 2:00,34020
2/28/17 3:00,41326
2/28/17 4:00,48340
2/28/17 5:00,50836
2/28/17 6:00,52099
2/28/17 7:00,55028
2/28/17 8:00,56621
2/28/17 9:00,60152
2/28/17 10:00,56381
2/28/17 11:00,53918
2/28/17 12:00,49205
2/28/17 13:00,43259
2/28/17 14:00,40471
2/28/17 15:00,34031
2/28/17 16:00,32311
2/28/17 17:00,36992
2/28/17 18:00,30185
2/28/17 19:00,29076
2/28/17 20:00,30836
2/28/17 21:00,32114
2/28/17 22:00,32793
2/28/17 23:00,29544
3/1/17 0:00,29076
3/1/17 1:00,30363
3/1/17 2:00,34647
3/1/17 3:00,42172
3/1/17 4:00,49765
3/1/17 5:00,52903
3/1/17 6:00,53536
3/1/17 7:00,55624
3/1/17 8:00,56495
3/1/17 9:00,55700
3/1/17 10:00,55272
3/1/17 11:00,53147
3/1/17 12:00,49013
3/1/17 13:00,42944
3/1/17 14:00,36801
3/1/17 15:00,32027
3/1/17 16:00,29306
3/1/17 17:00,28574
3/1/17 18:00,27745
3/1/17 19:00,27254
3/1/17 20:00,29467
3/1/17 21:00,31431
3/1/17 22:00,32614
3/1/17 23:00,28675
3/2/17 0:00,27680
3/2/17 1:00,29970
3/2/17 2:00,33350
3/2/17 3:00,39247
3/2/17 4:00,45599
3/2/17 5:00,48158
3/2/17 6:00,49351
3/2/17 7:00,52859
3/2/17 8:00,53923
3/2/17 9:00,53568
3/2/17 10:00,52205
3/2/17 11:00,50752
3/2/17 12:00,47259
3/2/17 13:00,41952
3/2/17 14:00,36111
3/2/17 15:00,31933
3/2/17 16:00,29121
3/2/17 17:00,27978
3/2/17 18:00,27082
3/2/17 19:00,26364
3/2/17 20:00,28840
3/2/17 21:00,30739
3/2/17 22:00,32907
3/2/17 23:00,30485
3/3/17 0:00,29252
3/3/17 1:00,33964
3/3/17 2:00,34782
3/3/17 3:00,40568
3/3/17 4:00,46797
3/3/17 5:00,49540
3/3/17 6:00,50701
3/3/17 7:00,53252
3/3/17 8:00,54349
3/3/17 9:00,56360
3/3/17 10:00,52927
3/3/17 11:00,51519
3/3/17 12:00,49429
3/3/17 13:00,45425
3/3/17 14:00,42556
3/3/17 15:00,36073
3/3/17 16:00,33599
3/3/17 17:00,37411
3/3/17 18:00,30604
3/3/17 19:00,28788
3/3/17 20:00,28908
3/3/17 21:00,30168
3/3/17 22:00,33867
3/3/17 23:00,37332
3/4/17 0:00,40022
3/4/17 1:00,41396
3/4/17 2:00,42596
3/4/17 3:00,45366
3/4/17 4:00,49697
3/4/17 5:00,52915
3/4/17 6:00,55674
3/4/17 7:00,57894
3/4/17 8:00,59330
3/4/17 9:00,59710
3/4/17 10:00,58087
3/4/17 11:00,55128
3/4/17 12:00,50437
3/4/17 13:00,44828
3/4/17 14:00,38469
3/4/17 15:00,33723
3/4/17 16:00,30581
3/4/17 17:00,29045
3/4/17 18:00,27999
3/4/17 19:00,27451
3/4/17 20:00,27605
3/4/17 21:00,28725
3/4/17 22:00,31666
3/4/17 23:00,35311
3/5/17 0:00,37775
3/5/17 1:00,39533
3/5/17 2:00,41194
3/5/17 3:00,43728
3/5/17 4:00,47204
3/5/17 5:00,50646
3/5/17 6:00,54123
3/5/17 7:00,56938
3/5/17 8:00,59022
3/5/17 9:00,59205
3/5/17 10:00,57998
3/5/17 11:00,56845
3/5/17 12:00,48790
3/5/17 13:00,41179
3/5/17 14:00,34747
3/5/17 15:00,31688
3/5/17 16:00,27952
3/5/17 17:00,26799
3/5/17 18:00,26144
3/5/17 19:00,27267
3/5/17 20:00,27398
3/5/17 21:00,29128
3/5/17 22:00,30724
3/5/17 23:00,25647
3/6/17 0:00,24406
3/6/17 1:00,26661
3/6/17 2:00,29416
3/6/17 3:00,35342
3/6/17 4:00,40980
3/6/17 5:00,42937
3/6/17 6:00,44621
3/6/17 7:00,48708
3/6/17 8:00,50526
3/6/17 9:00,53270
3/6/17 10:00,50026
3/6/17 11:00,47850
3/6/17 12:00,44660
3/6/17 13:00,39504
3/6/17 14:00,36426
3/6/17 15:00,30756
3/6/17 16:00,29729
3/6/17 17:00,33789
3/6/17 18:00,27635
3/6/17 19:00,25919
3/6/17 20:00,28811
3/6/17 21:00,30589
3/6/17 22:00,32518
3/6/17 23:00,27052
3/7/17 0:00,25918
3/7/17 1:00,28570
3/7/17 2:00,31415
3/7/17 3:00,36912
3/7/17 4:00,42789
3/7/17 5:00,44355
3/7/17 6:00,45760
3/7/17 7:00,49310
3/7/17 8:00,50704
3/7/17 9:00,50326
3/7/17 10:00,49443
3/7/17 11:00,48259
3/7/17 12:00,45004
3/7/17 13:00,40024
3/7/17 14:00,34159
3/7/17 15:00,29872
3/7/17 16:00,26887
3/7/17 17:00,26291
3/7/17 18:00,25124
3/7/17 19:00,24014
3/7/17 20:00,24464
3/7/17 21:00,29496
3/7/17 22:00,34459
3/7/17 23:00,30688
3/8/17 0:00,28578
3/8/17 1:00,30315
3/8/17 2:00,32386
3/8/17 3:00,37765
3/8/17 4:00,43921
3/8/17 5:00,45416
3/8/17 6:00,45979
3/8/17 7:00,48073
3/8/17 8:00,48262
3/8/17 9:00,48034
3/8/17 10:00,47313
3/8/17 11:00,46134
3/8/17 12:00,43056
3/8/17 13:00,37729
3/8/17 14:00,32936
3/8/17 15:00,28764
3/8/17 16:00,26665
3/8/17 17:00,25606
3/8/17 18:00,24912
3/8/17 19:00,24171
3/8/17 20:00,26412
3/8/17 21:00,28927
3/8/17 22:00,30929
3/8/17 23:00,26031
3/9/17 0:00,24690
3/9/17 1:00,27191
3/9/17 2:00,30145
3/9/17 3:00,35630
3/9/17 4:00,41299
3/9/17 5:00,43171
3/9/17 6:00,43982
3/9/17 7:00,47709
3/9/17 8:00,49474
3/9/17 9:00,51497
3/9/17 10:00,48120
3/9/17 11:00,46554
3/9/17 12:00,43357
3/9/17 13:00,38288
3/9/17 14:00,36142
3/9/17 15:00,29885
3/9/17 16:00,29128
3/9/17 17:00,33175
3/9/17 18:00,26947
3/9/17 19:00,25219
3/9/17 20:00,27973
3/9/17 21:00,30686
3/9/17 22:00,33604
3/9/17 23:00,29013
3/10/17 0:00,28063
3/10/17 1:00,33101
3/10/17 2:00,33286
3/10/17 3:00,38514
3/10/17 4:00,44525
3/10/17 5:00,46403
3/10/17 6:00,47539
3/10/17 7:00,49926
3/10/17 8:00,50961
3/10/17 9:00,50281
3/10/17 10:00,49819
3/10/17 11:00,48193
3/10/17 12:00,46316
3/10/17 13:00,42049
3/10/17 14:00,36610
3/10/17 15:00,31811
3/10/17 16:00,29081
3/10/17 17:00,27865
3/10/17 18:00,27069
3/10/17 19:00,25963
3/10/17 20:00,26583
3/10/17 21:00,27513
3/10/17 22:00,31807
3/10/17 23:00,35521
3/11/17 0:00,37177
3/11/17 1:00,38049
3/11/17 2:00,39270
3/11/17 3:00,41833
3/11/17 4:00,45555
3/11/17 5:00,48410
3/11/17 6:00,51031
3/11/17 7:00,52556
3/11/17 8:00,54140
3/11/17 9:00,54994
3/11/17 10:00,53534
3/11/17 11:00,50608
3/11/17 12:00,46285
3/11/17 13:00,40980
3/11/17 14:00,35505
3/11/17 15:00,30980
3/11/17 16:00,28267
3/11/17 17:00,26483
3/11/17 18:00,26131
3/11/17 19:00,25473
3/11/17 20:00,25339
3/11/17 21:00,26613
3/11/17 22:00,29772
3/11/17 23:00,33212
3/12/17 0:00,36077
3/12/17 1:00,36903
3/12/17 3:00,38323
3/12/17 4:00,40979
3/12/17 5:00,44321
3/12/17 6:00,47402
3/12/17 7:00,50174
3/12/17 8:00,53128
3/12/17 9:00,54694
3/12/17 10:00,58302
3/12/17 11:00,55047
3/12/17 12:00,53418
3/12/17 13:00,46225
3/12/17 14:00,40017
3/12/17 15:00,35487
3/12/17 16:00,31230
3/12/17 17:00,28782
3/12/17 18:00,32241
3/12/17 19:00,25961
3/12/17 20:00,26714
3/12/17 21:00,26448
3/12/17 22:00,28404
3/12/17 23:00,30749
3/13/17 0:00,25567
3/13/17 1:00,24307
3/13/17 2:00,28313
3/13/17 3:00,29010
3/13/17 4:00,34586
3/13/17 5:00,37865
3/13/17 6:00,40330
3/13/17 7:00,42636
3/13/17 8:00,45942
3/13/17 9:00,48599
3/13/17 10:00,47470
3/13/17 11:00,47195
3/13/17 12:00,46143
3/13/17 13:00,42668
3/13/17 14:00,36789
3/13/17 15:00,31291
3/13/17 16:00,27347
3/13/17 17:00,25713
3/13/17 18:00,24438
3/13/17 19:00,23709
3/13/17 20:00,23102
3/13/17 21:00,25021
3/13/17 22:00,27416
3/13/17 23:00,29350
3/14/17 0:00,24384
3/14/17 1:00,23203
3/14/17 2:00,25693
3/14/17 3:00,28549
3/14/17 4:00,33842
3/14/17 5:00,37855
3/14/17 6:00,40279
3/14/17 7:00,42549
3/14/17 8:00,45530
3/14/17 9:00,47404
3/14/17 10:00,46857
3/14/17 11:00,46406
3/14/17 12:00,45083
3/14/17 13:00,41629
3/14/17 14:00,36316
3/14/17 15:00,30831
3/14/17 16:00,26743
3/14/17 17:00,24933
3/14/17 18:00,23742
3/14/17 19:00,22896
3/14/17 20:00,22552
3/14/17 21:00,24493
3/14/17 22:00,26669
3/14/17 23:00,28848
3/15/17 0:00,24227
3/15/17 1:00,23297
3/15/17 2:00,25260
3/15/17 3:00,28985
3/15/17 4:00,35190
3/15/17 5:00,40371
3/15/17 6:00,42184
3/15/17 7:00,43783
3/15/17 8:00,45090
3/15/17 9:00,45971
3/15/17 10:00,48630
3/15/17 11:00,46521
3/15/17 12:00,45634
3/15/17 13:00,42147
3/15/17 14:00,36870
3/15/17 15:00,33840
3/15/17 16:00,28209
3/15/17 17:00,27140
3/15/17 18:00,32534
3/15/17 19:00,25362
3/15/17 20:00,24349
3/15/17 21:00,26802
3/15/17 22:00,29102
3/15/17 23:00,30842
3/16/17 0:00,25690
3/16/17 1:00,24658
3/16/17 2:00,27156
3/16/17 3:00,30447
3/16/17 4:00,36508
3/16/17 5:00,39404
3/16/17 6:00,41535
3/16/17 7:00,43728
3/16/17 8:00,46278
3/16/17 9:00,47705
3/16/17 10:00,47218
3/16/17 11:00,47105
3/16/17 12:00,45729
3/16/17 13:00,42402
3/16/17 14:00,37203
3/16/17 15:00,31686
3/16/17 16:00,27145
3/16/17 17:00,25014
3/16/17 18:00,24365
3/16/17 19:00,23120
3/16/17 20:00,22906
3/16/17 21:00,25488
3/16/17 22:00,28033
3/16/17 23:00,30556
3/17/17 0:00,26759
3/17/17 1:00,24804
3/17/17 2:00,29743
3/17/17 3:00,31438
3/17/17 4:00,36252
3/17/17 5:00,39560
3/17/17 6:00,42247
3/17/17 7:00,43711
3/17/17 8:00,45967
3/17/17 9:00,47050
3/17/17 10:00,46938
3/17/17 11:00,46049
3/17/17 12:00,45384
3/17/17 13:00,42691
3/17/17 14:00,38424
3/17/17 15:00,33367
3/17/17 16:00,28869
3/17/17 17:00,26243
3/17/17 18:00,25058
3/17/17 19:00,24115
3/17/17 20:00,23338
3/17/17 21:00,23700
3/17/17 22:00,25189
3/17/17 23:00,28645
3/18/17 0:00,32375
3/18/17 1:00,34348
3/18/17 2:00,35227
3/18/17 3:00,36685
3/18/17 4:00,39569
3/18/17 5:00,43335
3/18/17 6:00,46312
3/18/17 7:00,48410
3/18/17 8:00,49973
3/18/17 9:00,51833
3/18/17 10:00,59581
3/18/17 11:00,53031
3/18/17 12:00,48286
3/18/17 13:00,44252
3/18/17 14:00,39370
3/18/17 15:00,36440
3/18/17 16:00,30674
3/18/17 17:00,28294
3/18/17 18:00,31715
3/18/17 19:00,25726
3/18/17 20:00,24527
3/18/17 21:00,24356
3/18/17 22:00,25746
3/18/17 23:00,28642
3/19/17 0:00,32606
3/19/17 1:00,35314
3/19/17 2:00,36282
3/19/17 3:00,37911
3/19/17 4:00,40703
3/19/17 5:00,43933
3/19/17 6:00,47104
3/19/17 7:00,49855
3/19/17 8:00,51200
3/19/17 9:00,52489
3/19/17 10:00,52717
3/19/17 11:00,51649
3/19/17 12:00,50239
3/19/17 13:00,43507
3/19/17 14:00,36987
3/19/17 15:00,30964
3/19/17 16:00,27981
3/19/17 17:00,24759
3/19/17 18:00,23929
3/19/17 19:00,22642
3/19/17 20:00,23916
3/19/17 21:00,24156
3/19/17 22:00,27246
3/19/17 23:00,29090
3/20/17 0:00,24891
3/20/17 1:00,24214
3/20/17 2:00,26391
3/20/17 3:00,29007
3/20/17 4:00,33560
3/20/17 5:00,36855
3/20/17 6:00,38923
3/20/17 7:00,42144
3/20/17 8:00,45210
3/20/17 9:00,46803
3/20/17 10:00,46489
3/20/17 11:00,45756
3/20/17 12:00,44916
3/20/17 13:00,41477
3/20/17 14:00,35993
3/20/17 15:00,30407
3/20/17 16:00,26307
3/20/17 17:00,24290
3/20/17 18:00,23146
3/20/17 19:00,22179
3/20/17 20:00,21095
3/20/17 21:00,23592
3/20/17 22:00,26683
3/20/17 23:00,28587
3/21/17 0:00,24331
3/21/17 1:00,22888
3/21/17 2:00,25633
3/21/17 3:00,28792
3/21/17 4:00,33250
3/21/17 5:00,36584
3/21/17 6:00,38149
3/21/17 7:00,40253
3/21/17 8:00,42170
3/21/17 9:00,43655
3/21/17 10:00,46844
3/21/17 11:00,44482
3/21/17 12:00,43395
3/21/17 13:00,40218
3/21/17 14:00,35678
3/21/17 15:00,32350
3/21/17 16:00,27206
3/21/17 17:00,18538
3/21/17 18:00,26391
3/21/17 19:00,21459
3/21/17 20:00,20869
3/21/17 21:00,23503
3/21/17 22:00,28217
3/21/17 23:00,29034
3/22/17 0:00,24596
3/22/17 1:00,23313
3/22/17 2:00,25899
3/22/17 3:00,29092
3/22/17 4:00,34738
3/22/17 5:00,39087
3/22/17 6:00,40412
3/22/17 7:00,41672
3/22/17 8:00,43308
3/22/17 9:00,44265
3/22/17 10:00,43828
3/22/17 11:00,43690
3/22/17 12:00,43123
3/22/17 13:00,39715
3/22/17 14:00,34394
3/22/17 15:00,28931
3/22/17 16:00,24986
3/22/17 17:00,23118
3/22/17 18:00,22196
3/22/17 19:00,21525
3/22/17 20:00,21070
3/22/17 21:00,23463
3/22/17 22:00,26438
3/22/17 23:00,28278
3/23/17 0:00,24263
3/23/17 1:00,23110
3/23/17 2:00,25341
3/23/17 3:00,28441
3/23/17 4:00,33435
3/23/17 5:00,35972
3/23/17 6:00,37271
3/23/17 7:00,39322
3/23/17 8:00,41554
3/23/17 9:00,42731
3/23/17 10:00,42450
3/23/17 11:00,42235
3/23/17 12:00,41122
3/23/17 13:00,38320
3/23/17 14:00,34053
3/23/17 15:00,28510
3/23/17 16:00,24558
3/23/17 17:00,22881
3/23/17 18:00,22082
3/23/17 19:00,21103
3/23/17 20:00,20813
3/23/17 21:00,22801
3/23/17 22:00,26581
3/23/17 23:00,29352
3/24/17 0:00,25662
3/24/17 1:00,23399
3/24/17 2:00,26951
3/24/17 3:00,30255
3/24/17 4:00,31978
3/24/17 5:00,35714
3/24/17 6:00,37952
3/24/17 7:00,39119
3/24/17 8:00,42134
3/24/17 9:00,45340
3/24/17 10:00,42284
3/24/17 11:00,41382
3/24/17 12:00,40965
3/24/17 13:00,39061
3/24/17 14:00,35847
3/24/17 15:00,33288
3/24/17 16:00,27540
3/24/17 17:00,26180
3/24/17 18:00,29360
3/24/17 19:00,23729
3/24/17 20:00,22618
3/24/17 21:00,22901
3/24/17 22:00,24528
3/24/17 23:00,27732
3/25/17 0:00,30652
3/25/17 1:00,32130
3/25/17 2:00,32479
3/25/17 3:00,33845
3/25/17 4:00,36760
3/25/17 5:00,39756
3/25/17 6:00,42375
3/25/17 7:00,43965
3/25/17 8:00,45229
3/25/17 9:00,46141
3/25/17 10:00,46206
3/25/17 11:00,45148
3/25/17 12:00,42848
3/25/17 13:00,39184
3/25/17 14:00,35124
3/25/17 15:00,30133
3/25/17 16:00,26303
3/25/17 17:00,23655
3/25/17 18:00,22542
3/25/17 19:00,21979
3/25/17 20:00,21556
3/25/17 21:00,21995
3/25/17 22:00,23568
3/25/17 23:00,26476
3/26/17 0:00,29329
3/26/17 1:00,30865
3/26/17 2:00,32122
3/26/17 3:00,33364
3/26/17 4:00,35582
3/26/17 5:00,37991
3/26/17 6:00,40894
3/26/17 7:00,42834
3/26/17 8:00,45698
3/26/17 9:00,47121
3/26/17 10:00,47310
3/26/17 11:00,46314
3/26/17 12:00,44424
3/26/17 13:00,37582
3/26/17 14:00,30895
3/26/17 15:00,25740
3/26/17 16:00,24244
3/26/17 17:00,21486
3/26/17 18:00,20691
3/26/17 19:00,20360
3/26/17 20:00,22356
3/26/17 21:00,24821
3/26/17 22:00,27556
3/26/17 23:00,23806
3/27/17 0:00,22361
3/27/17 1:00,22533
3/27/17 2:00,25122
3/27/17 3:00,29338
3/27/17 4:00,33042
3/27/17 5:00,34781
3/27/17 6:00,35695
3/27/17 7:00,38039
3/27/17 8:00,40862
3/27/17 9:00,41245
3/27/17 10:00,43320
3/27/17 11:00,41553
3/27/17 12:00,39345
3/27/17 13:00,35555
3/27/17 14:00,29739
3/27/17 15:00,27630
3/27/17 16:00,23807
3/27/17 17:00,23409
3/27/17 18:00,27138
3/27/17 19:00,22017
3/27/17 20:00,21721
3/27/17 21:00,26485
3/27/17 22:00,28800
3/27/17 23:00,24947
3/28/17 0:00,22828
3/28/17 1:00,22730
3/28/17 2:00,25680
3/28/17 3:00,29965
3/28/17 4:00,33170
3/28/17 5:00,35440
3/28/17 6:00,36333
3/28/17 7:00,38161
3/28/17 8:00,40395
3/28/17 9:00,41071
3/28/17 10:00,40543
3/28/17 11:00,41050
3/28/17 12:00,38677
3/28/17 13:00,35052
3/28/17 14:00,29323
3/28/17 15:00,25032
3/28/17 16:00,22239
3/28/17 17:00,21214
3/28/17 18:00,20709
3/28/17 19:00,19784
3/28/17 20:00,20964
3/28/17 21:00,25455
3/28/17 22:00,28267
3/28/17 23:00,23998
3/29/17 0:00,22574
3/29/17 1:00,22908
3/29/17 2:00,25273
3/29/17 3:00,30060
3/29/17 4:00,34274
3/29/17 5:00,35971
3/29/17 6:00,36527
3/29/17 7:00,37941
3/29/17 8:00,38952
3/29/17 9:00,39546
3/29/17 10:00,39839
3/29/17 11:00,39664
3/29/17 12:00,37739
3/29/17 13:00,34144
3/29/17 14:00,28796
3/29/17 15:00,24163
3/29/17 16:00,21650
3/29/17 17:00,20498
3/29/17 18:00,19938
3/29/17 19:00,19540
3/29/17 20:00,19955
3/29/17 21:00,25026
3/29/17 22:00,27311
3/29/17 23:00,23871
3/30/17 0:00,22269
3/30/17 1:00,21365
3/30/17 2:00,24242
3/30/17 3:00,27966
3/30/17 4:00,31196
3/30/17 5:00,33244
3/30/17 6:00,34225
3/30/17 7:00,36357
3/30/17 8:00,38427
3/30/17 9:00,39192
3/30/17 10:00,41367
3/30/17 11:00,39244
3/30/17 12:00,37515
3/30/17 13:00,34055
3/30/17 14:00,29152
3/30/17 15:00,26958
3/30/17 16:00,22934
3/30/17 17:00,22709
3/30/17 18:00,26240
3/30/17 19:00,21021
3/30/17 20:00,20865
3/30/17 21:00,26071
3/30/17 22:00,28596
3/30/17 23:00,25510
3/31/17 0:00,23832
3/31/17 1:00,24043
3/31/17 2:00,28163
3/31/17 3:00,30208
3/31/17 4:00,33973
3/31/17 5:00,36197
3/31/17 6:00,37127
3/31/17 7:00,38795
3/31/17 8:00,40678
3/31/17 9:00,41086
3/31/17 10:00,40332
3/31/17 11:00,40463
3/31/17 12:00,38981
3/31/17 13:00,35628
3/31/17 14:00,31084
3/31/17 15:00,26493
3/31/17 16:00,22921
3/31/17 17:00,21411
3/31/17 18:00,21181
3/31/17 19:00,20321
3/31/17 20:00,20086
3/31/17 21:00,21742
3/31/17 22:00,24805
3/31/17 23:00,28075
4/1/17 0:00,29683
4/1/17 1:00,29870
4/1/17 2:00,30332
4/1/17 3:00,31550
4/1/17 4:00,34221
4/1/17 5:00,37166
4/1/17 6:00,38605
4/1/17 7:00,40559
4/1/17 8:00,41807
4/1/17 9:00,42531
4/1/17 10:00,43158
4/1/17 11:00,41619
4/1/17 12:00,39310
4/1/17 13:00,35322
4/1/17 14:00,30849
4/1/17 15:00,26121
4/1/17 16:00,22845
4/1/17 17:00,21245
4/1/17 18:00,20314
4/1/17 19:00,20007
4/1/17 20:00,19950
4/1/17 21:00,20751
4/1/17 22:00,23431
4/1/17 23:00,27236
4/2/17 0:00,29346
4/2/17 1:00,29869
4/2/17 2:00,29880
4/2/17 3:00,31106
4/2/17 4:00,33459
4/2/17 5:00,35747
4/2/17 6:00,38128
4/2/17 7:00,40758
4/2/17 8:00,42545
4/2/17 9:00,44037
4/2/17 10:00,47001
4/2/17 11:00,43472
4/2/17 12:00,41721
4/2/17 13:00,35252
4/2/17 14:00,29694
4/2/17 15:00,26909
4/2/17 16:00,24152
4/2/17 17:00,23122
4/2/17 18:00,26561
4/2/17 19:00,21477
4/2/17 20:00,22745
4/2/17 21:00,25752
