Date,ads
9/17/17 13:00,51449
9/17/17 14:00,53051
9/17/17 15:00,52100
9/17/17 16:00,55620
9/17/17 17:00,60431
9/17/17 18:00,65818
9/17/17 19:00,71798
9/17/17 20:00,74326
9/17/17 21:00,75194
9/17/17 22:00,76364
9/17/17 23:00,75033
9/18/17 0:00,71574
9/18/17 1:00,69162
9/18/17 2:00,67800
9/18/17 3:00,64367
9/18/17 4:00,57800
9/18/17 5:00,53316
9/18/17 6:00,52003
9/18/17 7:00,51021
9/18/17 8:00,51522
9/18/17 9:00,52736
9/18/17 10:00,52428
9/18/17 11:00,50675
9/18/17 12:00,51796
9/18/17 13:00,54410
9/18/17 14:00,56017
9/18/17 15:00,54053
9/18/17 16:00,58302
9/18/17 17:00,62685
9/18/17 18:00,68106
9/18/17 19:00,73857
9/18/17 20:00,75762
9/18/17 21:00,77382
9/18/17 22:00,76693
9/18/17 23:00,74549
9/19/17 0:00,71233
9/19/17 1:00,68866
9/19/17 2:00,66440
9/19/17 3:00,62779
9/19/17 4:00,58050
9/19/17 5:00,53944
9/19/17 6:00,51361
9/19/17 7:00,51550
9/19/17 8:00,50982
9/19/17 9:00,51692
9/19/17 10:00,50687
9/19/17 11:00,51662
9/19/17 12:00,56039
9/19/17 13:00,59639
9/19/17 14:00,62115
9/19/17 15:00,62823
9/19/17 16:00,67087
9/19/17 17:00,71300
9/19/17 18:00,76563
9/19/17 19:00,84517
9/19/17 20:00,83897
9/19/17 21:00,86050
9/19/17 22:00,80220
9/19/17 23:00,79642
9/20/17 0:00,78092
9/20/17 1:00,76775
9/20/17 2:00,74422
9/20/17 3:00,70105
9/20/17 4:00,68210
9/20/17 5:00,67565
9/20/17 6:00,66244
9/20/17 7:00,65067
9/20/17 8:00,59641
9/20/17 9:00,55794
9/20/17 10:00,54291
9/20/17 11:00,53475
9/20/17 12:00,54009
9/20/17 13:00,55415
9/20/17 14:00,56963
9/20/17 15:00,57175
9/20/17 16:00,60693
9/20/17 17:00,66504
9/20/17 18:00,71740
9/20/17 19:00,75327
9/20/17 20:00,76786
9/20/17 21:00,77483
9/20/17 22:00,77915
9/20/17 23:00,77473
9/21/17 0:00,75764
9/21/17 1:00,74799
9/21/17 2:00,73177
9/21/17 3:00,69909
9/21/17 4:00,66053
9/21/17 5:00,65046
9/21/17 6:00,64150
9/21/17 7:00,62736
9/21/17 8:00,60154
9/21/17 9:00,56100
9/21/17 10:00,54092
9/21/17 11:00,52213
9/21/17 12:00,53697
9/21/17 13:00,55122
9/21/17 14:00,56045
9/21/17 15:00,56754
9/21/17 16:00,60428
9/21/17 17:00,65186
9/21/17 18:00,70459
9/21/17 19:00,71476
9/21/17 20:00,72355
9/21/17 21:00,72343
9/21/17 22:00,71813
9/21/17 23:00,71976
9/22/17 0:00,69656
9/22/17 1:00,69167
9/22/17 2:00,68823
9/22/17 3:00,66720
9/22/17 4:00,61024
9/22/17 5:00,59508
9/22/17 6:00,50709
9/22/17 7:00,50725
9/22/17 8:00,50860
9/22/17 9:00,52317
9/22/17 10:00,51064
9/22/17 11:00,49668
9/22/17 12:00,52534
9/22/17 13:00,55648
9/22/17 14:00,60586
9/22/17 15:00,57271
9/22/17 16:00,62050
9/22/17 17:00,64489
9/22/17 18:00,66823
9/22/17 19:00,68768
9/22/17 20:00,70708
9/22/17 21:00,71383
9/22/17 22:00,69637
9/22/17 23:00,66558
9/23/17 0:00,65019
9/23/17 1:00,62995
9/23/17 2:00,61391
9/23/17 3:00,59185
9/23/17 4:00,53715
9/23/17 5:00,50624
9/23/17 6:00,48611
9/23/17 7:00,49079
9/23/17 8:00,48963
9/23/17 9:00,50591
9/23/17 10:00,49870
9/23/17 11:00,48872
9/23/17 12:00,50151
9/23/17 13:00,52943
9/23/17 14:00,54573
9/23/17 15:00,53746
9/23/17 16:00,56320
9/23/17 17:00,60626
9/23/17 18:00,64744
9/23/17 19:00,67291
9/23/17 20:00,70571
9/23/17 21:00,69588
9/23/17 22:00,69212
9/23/17 23:00,67993
9/24/17 0:00,66757
9/24/17 1:00,65466
9/24/17 2:00,65469
9/24/17 3:00,61754
9/24/17 4:00,55714
9/24/17 5:00,51607
9/24/17 6:00,49871
9/24/17 7:00,48958
9/24/17 8:00,48962
9/24/17 9:00,50420
9/24/17 10:00,49263
9/24/17 11:00,49019
9/24/17 12:00,50344
9/24/17 13:00,52061
9/24/17 14:00,54843
9/24/17 15:00,65374
9/24/17 16:00,66225
9/24/17 17:00,73057
9/24/17 18:00,77246
9/24/17 19:00,78536
9/24/17 20:00,78251
9/24/17 21:00,78025
9/24/17 22:00,76440
9/24/17 23:00,75229
9/25/17 0:00,72305
9/25/17 1:00,70078
9/25/17 2:00,69438
9/25/17 3:00,67459
9/25/17 4:00,62708
9/25/17 5:00,60220
9/25/17 6:00,58541
9/25/17 7:00,57533
9/25/17 8:00,57351
9/25/17 9:00,56658
9/25/17 10:00,54792
9/25/17 11:00,53660
9/25/17 12:00,57698
9/25/17 13:00,61200
9/25/17 14:00,66643
9/25/17 15:00,64709
9/25/17 16:00,69483
9/25/17 17:00,72102
9/25/17 18:00,76685
9/25/17 19:00,78561
9/25/17 20:00,77444
9/25/17 21:00,79641
9/25/17 22:00,76697
9/25/17 23:00,75591
9/26/17 0:00,73854
9/26/17 1:00,72792
9/26/17 2:00,72462
9/26/17 3:00,71605
9/26/17 4:00,64379
9/26/17 5:00,61242
9/26/17 6:00,58720
9/26/17 7:00,58212
9/26/17 8:00,55880
9/26/17 9:00,55705
9/26/17 10:00,52942
9/26/17 11:00,53827
9/26/17 12:00,56107
9/26/17 13:00,59349
9/26/17 14:00,61252
9/26/17 15:00,61110
9/26/17 16:00,63768
9/26/17 17:00,70575
9/26/17 18:00,76635
9/26/17 19:00,82615
9/26/17 20:00,83083
9/26/17 21:00,84711
9/26/17 22:00,85459
9/26/17 23:00,83578
9/27/17 0:00,82965
9/27/17 1:00,81189
9/27/17 2:00,77848
9/27/17 3:00,75183
9/27/17 4:00,71541
9/27/17 5:00,70033
9/27/17 6:00,69894
9/27/17 7:00,68640
9/27/17 8:00,65939
9/27/17 9:00,61216
9/27/17 10:00,59338
9/27/17 11:00,58841
9/27/17 12:00,60053
9/27/17 13:00,60403
9/27/17 14:00,62692
9/27/17 15:00,61736
9/27/17 16:00,66612
9/27/17 17:00,71638
9/27/17 18:00,76374
9/27/17 19:00,80592
9/27/17 20:00,82284
9/27/17 21:00,83634
9/27/17 22:00,85375
9/27/17 23:00,84596
9/28/17 0:00,84208
9/28/17 1:00,80982
9/28/17 2:00,78720
9/28/17 3:00,75344
9/28/17 4:00,72336
9/28/17 5:00,71315
9/28/17 6:00,70704
9/28/17 7:00,70122
9/28/17 8:00,66729
9/28/17 9:00,62317
9/28/17 10:00,60005
9/28/17 11:00,59690
9/28/17 12:00,60353
9/28/17 13:00,64640
9/28/17 14:00,69613
9/28/17 15:00,66765
9/28/17 16:00,71932
9/28/17 17:00,75102
9/28/17 18:00,77750
9/28/17 19:00,79443
9/28/17 20:00,79395
9/28/17 21:00,80308
9/28/17 22:00,77664
9/28/17 23:00,77529
9/29/17 0:00,75636
9/29/17 1:00,74184
9/29/17 2:00,72712
9/29/17 3:00,70029
9/29/17 4:00,64418
9/29/17 5:00,62942
9/29/17 6:00,56076
9/29/17 7:00,55654
9/29/17 8:00,56498
9/29/17 9:00,56808
9/29/17 10:00,56643
9/29/17 11:00,55802
9/29/17 12:00,56297
9/29/17 13:00,58625
9/29/17 14:00,61383
9/29/17 15:00,59457
9/29/17 16:00,62501
9/29/17 17:00,66839
9/29/17 18:00,71128
9/29/17 19:00,74290
9/29/17 20:00,74407
9/29/17 21:00,75793
9/29/17 22:00,74139
9/29/17 23:00,73247
9/30/17 0:00,73080
9/30/17 1:00,69719
9/30/17 2:00,67484
9/30/17 3:00,64683
9/30/17 4:00,60390
9/30/17 5:00,55925
9/30/17 6:00,54232
9/30/17 7:00,54096
9/30/17 8:00,54992
9/30/17 9:00,54985
9/30/17 10:00,55288
9/30/17 11:00,54305
9/30/17 12:00,56426
9/30/17 13:00,58989
9/30/17 14:00,61063
9/30/17 15:00,59611
9/30/17 16:00,62506
9/30/17 17:00,68542
9/30/17 18:00,73055
9/30/17 19:00,74948
9/30/17 20:00,76188
9/30/17 21:00,74532
9/30/17 22:00,75922
9/30/17 23:00,75863
10/1/17 0:00,73673
10/1/17 1:00,72369
10/1/17 2:00,72400
10/1/17 3:00,69140
10/1/17 4:00,61371
10/1/17 5:00,57480
10/1/17 6:00,54701
10/1/17 7:00,55910
10/1/17 8:00,57580
10/1/17 9:00,58147
10/1/17 10:00,58805
10/1/17 11:00,58638
10/1/17 12:00,61491
10/1/17 13:00,65275
10/1/17 14:00,70804
10/1/17 15:00,69158
10/1/17 16:00,74013
10/1/17 17:00,74976
10/1/17 18:00,80914
10/1/17 19:00,82354
10/1/17 20:00,82838
10/1/17 21:00,85979
10/1/17 22:00,81651
10/1/17 23:00,78882
10/2/17 0:00,75500
10/2/17 1:00,74589
10/2/17 2:00,74090
10/2/17 3:00,69695
10/2/17 4:00,64298
10/2/17 5:00,59747
10/2/17 6:00,57118
10/2/17 7:00,57458
10/2/17 8:00,56781
10/2/17 9:00,56565
10/2/17 10:00,56580
10/2/17 11:00,57274
10/2/17 12:00,59304
10/2/17 13:00,62635
10/2/17 14:00,64741
10/2/17 15:00,65075
10/2/17 16:00,68442
10/2/17 17:00,73336
10/2/17 18:00,78417
10/2/17 19:00,81628
10/2/17 20:00,81807
10/2/17 21:00,83767
10/2/17 22:00,84843
10/2/17 23:00,84650
10/3/17 0:00,83671
10/3/17 1:00,81283
10/3/17 2:00,81500
10/3/17 3:00,80159
10/3/17 4:00,77429
10/3/17 5:00,76731
10/3/17 6:00,74660
10/3/17 7:00,70998
10/3/17 8:00,66020
10/3/17 9:00,60692
10/3/17 10:00,57934
10/3/17 11:00,60008
10/3/17 12:00,62444
10/3/17 13:00,66014
10/3/17 14:00,68881
10/3/17 15:00,68739
10/3/17 16:00,74716
10/3/17 17:00,81037
10/3/17 18:00,85652
10/3/17 19:00,92625
10/3/17 20:00,93888
10/3/17 21:00,94361
10/3/17 22:00,94013
10/3/17 23:00,93162
10/4/17 0:00,91590
10/4/17 1:00,87331
10/4/17 2:00,84851
10/4/17 3:00,79400
10/4/17 4:00,76609
10/4/17 5:00,75089
10/4/17 6:00,75075
10/4/17 7:00,74168
10/4/17 8:00,71068
10/4/17 9:00,65665
10/4/17 10:00,62235
10/4/17 11:00,62908
10/4/17 12:00,65099
10/4/17 13:00,66757
10/4/17 14:00,72785
10/4/17 15:00,71855
10/4/17 16:00,78468
10/4/17 17:00,80741
10/4/17 18:00,85825
10/4/17 19:00,89779
10/4/17 20:00,92259
10/4/17 21:00,93531
10/4/17 22:00,90853
10/4/17 23:00,90624
10/5/17 0:00,88933
10/5/17 1:00,87286
10/5/17 2:00,85053
10/5/17 3:00,81618
10/5/17 4:00,75603
10/5/17 5:00,74772
10/5/17 6:00,75225
10/5/17 7:00,73028
10/5/17 8:00,70598
10/5/17 9:00,67000
10/5/17 10:00,62056
10/5/17 11:00,62408
10/5/17 12:00,64222
10/5/17 13:00,64454
10/5/17 14:00,66834
10/5/17 15:00,66712
10/5/17 16:00,70793
10/5/17 17:00,75428
10/5/17 18:00,81198
10/5/17 19:00,83332
10/5/17 20:00,84196
10/5/17 21:00,83141
10/5/17 22:00,83011
10/5/17 23:00,82612
10/6/17 0:00,81574
10/6/17 1:00,80483
10/6/17 2:00,78365
10/6/17 3:00,77069
10/6/17 4:00,70276
10/6/17 5:00,68764
10/6/17 6:00,59972
10/6/17 7:00,58778
10/6/17 8:00,59747
10/6/17 9:00,59816
10/6/17 10:00,59071
10/6/17 11:00,58132
10/6/17 12:00,59161
10/6/17 13:00,61865
10/6/17 14:00,63441
10/6/17 15:00,62864
10/6/17 16:00,66276
10/6/17 17:00,70585
10/6/17 18:00,75150
10/6/17 19:00,79723
10/6/17 20:00,80328
10/6/17 21:00,79986
10/6/17 22:00,79636
10/6/17 23:00,78662
10/7/17 0:00,77232
10/7/17 1:00,74698
10/7/17 2:00,72959
10/7/17 3:00,69757
10/7/17 4:00,64730
10/7/17 5:00,58686
10/7/17 6:00,55077
10/7/17 7:00,54946
10/7/17 8:00,55606
10/7/17 9:00,56981
10/7/17 10:00,56811
10/7/17 11:00,55258
10/7/17 12:00,57263
10/7/17 13:00,61219
10/7/17 14:00,67942
10/7/17 15:00,67853
10/7/17 16:00,72634
10/7/17 17:00,73934
10/7/17 18:00,78629
10/7/17 19:00,80677
10/7/17 20:00,82284
10/7/17 21:00,79657
10/7/17 22:00,74568
10/7/17 23:00,74381
10/8/17 0:00,72883
10/8/17 1:00,69958
10/8/17 2:00,69108
10/8/17 3:00,65655
10/8/17 4:00,60469
10/8/17 5:00,56640
10/8/17 6:00,55101
10/8/17 7:00,54314
10/8/17 8:00,55218
10/8/17 9:00,55846
10/8/17 10:00,56609
10/8/17 11:00,55754
10/8/17 12:00,57038
10/8/17 13:00,58793
10/8/17 14:00,61944
10/8/17 15:00,63102
10/8/17 16:00,67204
10/8/17 17:00,71619
10/8/17 18:00,74936
10/8/17 19:00,78523
10/8/17 20:00,78898
10/8/17 21:00,76113
10/8/17 22:00,76124
10/8/17 23:00,73449
10/9/17 0:00,72294
10/9/17 1:00,69402
10/9/17 2:00,68142
10/9/17 3:00,67081
10/9/17 4:00,62765
10/9/17 5:00,57996
10/9/17 6:00,56886
10/9/17 7:00,56040
10/9/17 8:00,55439
10/9/17 9:00,56927
10/9/17 10:00,56495
10/9/17 11:00,56915
10/9/17 12:00,58724
10/9/17 13:00,60722
10/9/17 14:00,65302
10/9/17 15:00,64668
10/9/17 16:00,67953
10/9/17 17:00,71948
10/9/17 18:00,76620
10/9/17 19:00,80170
10/9/17 20:00,81935
10/9/17 21:00,79368
10/9/17 22:00,77091
10/9/17 23:00,75983
10/10/17 0:00,73647
10/10/17 1:00,71457
10/10/17 2:00,69615
10/10/17 3:00,66685
10/10/17 4:00,62939
10/10/17 5:00,58800
10/10/17 6:00,58036
10/10/17 7:00,56790
10/10/17 8:00,56078
10/10/17 9:00,56456
10/10/17 10:00,57227
10/10/17 11:00,58152
10/10/17 12:00,62499
10/10/17 13:00,69600
10/10/17 14:00,75422
10/10/17 15:00,74908
10/10/17 16:00,78550
10/10/17 17:00,83057
10/10/17 18:00,88444
10/10/17 19:00,93693
10/10/17 20:00,96027
10/10/17 21:00,101215
10/10/17 22:00,96155
10/10/17 23:00,90894
10/11/17 0:00,88331
10/11/17 1:00,85286
10/11/17 2:00,83295
10/11/17 3:00,78885
10/11/17 4:00,75332
10/11/17 5:00,74178
10/11/17 6:00,73543
10/11/17 7:00,73324
10/11/17 8:00,69397
10/11/17 9:00,64829
10/11/17 10:00,62274
10/11/17 11:00,62627
10/11/17 12:00,63580
10/11/17 13:00,65428
10/11/17 14:00,70160
10/11/17 15:00,71385
10/11/17 16:00,75699
10/11/17 17:00,81098
10/11/17 18:00,86986
10/11/17 19:00,90268
10/11/17 20:00,93305
10/11/17 21:00,94672
10/11/17 22:00,94720
10/11/17 23:00,89752
10/12/17 0:00,88166
10/12/17 1:00,84468
10/12/17 2:00,81675
10/12/17 3:00,79368
10/12/17 4:00,75655
10/12/17 5:00,73645
10/12/17 6:00,73906
10/12/17 7:00,73218
10/12/17 8:00,69927
10/12/17 9:00,65857
10/12/17 10:00,62969
10/12/17 11:00,62239
10/12/17 12:00,63723
10/12/17 13:00,65235
10/12/17 14:00,67409
10/12/17 15:00,67332
10/12/17 16:00,72365
10/12/17 17:00,77732
10/12/17 18:00,82012
10/12/17 19:00,84948
10/12/17 20:00,85629
10/12/17 21:00,88059
10/12/17 22:00,86759
10/12/17 23:00,83729
10/13/17 0:00,84187
10/13/17 1:00,84022
10/13/17 2:00,81218
10/13/17 3:00,79301
10/13/17 4:00,74793
10/13/17 5:00,75482
10/13/17 6:00,65788
10/13/17 7:00,64434
10/13/17 8:00,63125
10/13/17 9:00,63063
10/13/17 10:00,63003
10/13/17 11:00,61117
10/13/17 12:00,62605
10/13/17 13:00,67435
10/13/17 14:00,72261
10/13/17 15:00,70482
10/13/17 16:00,75369
10/13/17 17:00,76879
10/13/17 18:00,80739
10/13/17 19:00,84134
10/13/17 20:00,84328
10/13/17 21:00,87793
10/13/17 22:00,84150
10/13/17 23:00,81436
10/14/17 0:00,77669
10/14/17 1:00,78230
10/14/17 2:00,77097
10/14/17 3:00,76839
10/14/17 4:00,69811
10/14/17 5:00,67899
10/14/17 6:00,65916
10/14/17 7:00,63992
10/14/17 8:00,63642
10/14/17 9:00,63507
10/14/17 10:00,62944
10/14/17 11:00,63480
10/14/17 12:00,65027
10/14/17 13:00,67259
10/14/17 14:00,70487
10/14/17 15:00,68367
10/14/17 16:00,72598
10/14/17 17:00,79222
10/14/17 18:00,84275
10/14/17 19:00,87574
10/14/17 20:00,88812
10/14/17 21:00,88621
10/14/17 22:00,86052
10/14/17 23:00,87991
10/15/17 0:00,89140
10/15/17 1:00,86234
10/15/17 2:00,82661
10/15/17 3:00,78529
10/15/17 4:00,74370
10/15/17 5:00,70190
10/15/17 6:00,67213
10/15/17 7:00,65895
10/15/17 8:00,65558
10/15/17 9:00,64555
10/15/17 10:00,65828
10/15/17 11:00,66006
10/15/17 12:00,67244
10/15/17 13:00,69220
10/15/17 14:00,72300
10/15/17 15:00,70987
10/15/17 16:00,75935
10/15/17 17:00,81451
10/15/17 18:00,86041
10/15/17 19:00,92184
10/15/17 20:00,94142
10/15/17 21:00,95905
10/15/17 22:00,95333
10/15/17 23:00,92871
10/16/17 0:00,91324
10/16/17 1:00,88517
10/16/17 2:00,87013
10/16/17 3:00,82871
10/16/17 4:00,77730
10/16/17 5:00,74759
10/16/17 6:00,71474
10/16/17 7:00,67612
10/16/17 8:00,65277
10/16/17 9:00,66025
10/16/17 10:00,66257
10/16/17 11:00,67650
10/16/17 12:00,71174
10/16/17 13:00,76384
10/16/17 14:00,81381
10/16/17 15:00,78988
10/16/17 16:00,84789
10/16/17 17:00,87355
10/16/17 18:00,92604
10/16/17 19:00,96801
10/16/17 20:00,100796
10/16/17 21:00,102361
10/16/17 22:00,98075
10/16/17 23:00,96801
10/17/17 0:00,94866
10/17/17 1:00,93310
10/17/17 2:00,91269
10/17/17 3:00,88156
10/17/17 4:00,83534
10/17/17 5:00,80608
10/17/17 6:00,78327
10/17/17 7:00,75246
10/17/17 8:00,69820
10/17/17 9:00,65796
10/17/17 10:00,65649
10/17/17 11:00,68639
10/17/17 12:00,73079
10/17/17 13:00,75475
10/17/17 14:00,78726
10/17/17 15:00,79643
10/17/17 16:00,82630
10/17/17 17:00,88684
10/17/17 18:00,96279
10/17/17 19:00,103175
10/17/17 20:00,103780
10/17/17 21:00,106301
10/17/17 22:00,105371
10/17/17 23:00,104845
10/18/17 0:00,102694
10/18/17 1:00,99353
10/18/17 2:00,95082
10/18/17 3:00,89400
10/18/17 4:00,85612
10/18/17 5:00,84917
10/18/17 6:00,85021
10/18/17 7:00,83065
10/18/17 8:00,79006
10/18/17 9:00,74475
10/18/17 10:00,72474
10/18/17 11:00,73173
10/18/17 12:00,74363
10/18/17 13:00,77516
10/18/17 14:00,80270
10/18/17 15:00,79641
10/18/17 16:00,82912
10/18/17 17:00,90259
10/18/17 18:00,98018
10/18/17 19:00,101457
10/18/17 20:00,104779
10/18/17 21:00,107057
10/18/17 22:00,107792
10/18/17 23:00,108220
10/19/17 0:00,106908
10/19/17 1:00,103026
10/19/17 2:00,99511
10/19/17 3:00,94750
10/19/17 4:00,90486
10/19/17 5:00,89270
10/19/17 6:00,88703
10/19/17 7:00,86666
10/19/17 8:00,82069
10/19/17 9:00,76960
10/19/17 10:00,75069
10/19/17 11:00,75354
10/19/17 12:00,78399
10/19/17 13:00,83247
10/19/17 14:00,89385
10/19/17 15:00,86770
10/19/17 16:00,93314
10/19/17 17:00,97386
10/19/17 18:00,105195
10/19/17 19:00,107457
10/19/17 20:00,111117
10/19/17 21:00,113740
10/19/17 22:00,109530
10/19/17 23:00,112209
10/20/17 0:00,110739
10/20/17 1:00,106238
10/20/17 2:00,103275
10/20/17 3:00,97887
10/20/17 4:00,93580
10/20/17 5:00,97034
10/20/17 6:00,82655
10/20/17 7:00,79921
10/20/17 8:00,76601
10/20/17 9:00,73317
10/20/17 10:00,72583
10/20/17 11:00,71790
10/20/17 12:00,74613
10/20/17 13:00,76390
10/20/17 14:00,78613
10/20/17 15:00,78039
10/20/17 16:00,82533
10/20/17 17:00,88812
10/20/17 18:00,95109
10/20/17 19:00,98628
10/20/17 20:00,99469
10/20/17 21:00,100539
10/20/17 22:00,100206
10/20/17 23:00,99101
10/21/17 0:00,97815
10/21/17 1:00,94334
10/21/17 2:00,94050
10/21/17 3:00,90665
10/21/17 4:00,84537
10/21/17 5:00,81414
10/21/17 6:00,79395
10/21/17 7:00,77292
10/21/17 8:00,73536
10/21/17 9:00,69889
10/21/17 10:00,70103
10/21/17 11:00,70267
10/21/17 12:00,72495
10/21/17 13:00,76648
10/21/17 14:00,77600
10/21/17 15:00,77112
10/21/17 16:00,81135
10/21/17 17:00,89227
10/21/17 18:00,94224
10/21/17 19:00,98987
10/21/17 20:00,98514
10/21/17 21:00,89594
10/21/17 22:00,100374
10/21/17 23:00,99055
10/22/17 0:00,96614
10/22/17 1:00,93671
10/22/17 2:00,93742
10/22/17 3:00,90455
10/22/17 4:00,83537
10/22/17 5:00,80091
10/22/17 6:00,77193
10/22/17 7:00,75570
10/22/17 8:00,72491
10/22/17 9:00,71000
10/22/17 10:00,71023
10/22/17 11:00,71000
10/22/17 12:00,73646
10/22/17 13:00,79441
10/22/17 14:00,85699
10/22/17 15:00,82385
10/22/17 16:00,89429
10/22/17 17:00,93277
10/22/17 18:00,99444
10/22/17 19:00,102739
10/22/17 20:00,104338
10/22/17 21:00,107174
10/22/17 22:00,103531
10/22/17 23:00,99721
10/23/17 0:00,99315
10/23/17 1:00,95652
10/23/17 2:00,93147
10/23/17 3:00,88595
10/23/17 4:00,82461
10/23/17 5:00,78576
10/23/17 6:00,78408
10/23/17 7:00,76513
10/23/17 8:00,73906
10/23/17 9:00,72359
10/23/17 10:00,71807
10/23/17 11:00,71959
10/23/17 12:00,74223
10/23/17 13:00,77717
10/23/17 14:00,81689
10/23/17 15:00,80706
10/23/17 16:00,84393
10/23/17 17:00,89686
10/23/17 18:00,97327
10/23/17 19:00,101539
10/23/17 20:00,104050
10/23/17 21:00,104428
10/23/17 22:00,104298
10/23/17 23:00,100900
10/24/17 0:00,97993
10/24/17 1:00,93614
10/24/17 2:00,94199
10/24/17 3:00,89489
10/24/17 4:00,82479
10/24/17 5:00,80059
10/24/17 6:00,77092
10/24/17 7:00,76868
10/24/17 8:00,73880
10/24/17 9:00,72774
10/24/17 10:00,71397
10/24/17 11:00,73073
10/24/17 12:00,77320
10/24/17 13:00,81391
10/24/17 14:00,84301
10/24/17 15:00,86397
10/24/17 16:00,90193
10/24/17 17:00,98899
10/24/17 18:00,109014
10/24/17 19:00,116265
10/24/17 20:00,116916
10/24/17 21:00,118291
10/24/17 22:00,117658
10/24/17 23:00,117938
10/25/17 0:00,115528
10/25/17 1:00,112200
10/25/17 2:00,108129
10/25/17 3:00,103121
10/25/17 4:00,97898
10/25/17 5:00,98105
10/25/17 6:00,98676
10/25/17 7:00,97136
10/25/17 8:00,92768
10/25/17 9:00,85254
10/25/17 10:00,79956
10/25/17 11:00,79845
10/25/17 12:00,82115
10/25/17 13:00,86886
10/25/17 14:00,91651
10/25/17 15:00,89862
10/25/17 16:00,97454
10/25/17 17:00,102174
10/25/17 18:00,110495
10/25/17 19:00,115101
10/25/17 20:00,118113
10/25/17 21:00,122620
10/25/17 22:00,120614
10/25/17 23:00,119539
10/26/17 0:00,119239
10/26/17 1:00,116716
10/26/17 2:00,112354
10/26/17 3:00,107844
10/26/17 4:00,101121
10/26/17 5:00,98674
10/26/17 6:00,97734
10/26/17 7:00,96533
10/26/17 8:00,92452
10/26/17 9:00,85965
10/26/17 10:00,81265
10/26/17 11:00,81356
10/26/17 12:00,84074
10/26/17 13:00,86982
10/26/17 14:00,89235
10/26/17 15:00,88581
10/26/17 16:00,94796
10/26/17 17:00,102352
10/26/17 18:00,110518
10/26/17 19:00,113291
10/26/17 20:00,114327
10/26/17 21:00,116189
10/26/17 22:00,115389
10/26/17 23:00,115077
10/27/17 0:00,114109
10/27/17 1:00,112529
10/27/17 2:00,112490
10/27/17 3:00,109096
10/27/17 4:00,100471
10/27/17 5:00,98599
10/27/17 6:00,81524
10/27/17 7:00,82700
10/27/17 8:00,82367
10/27/17 9:00,83893
10/27/17 10:00,81718
10/27/17 11:00,79568
10/27/17 12:00,81491
10/27/17 13:00,84768
10/27/17 14:00,89347
10/27/17 15:00,88897
10/27/17 16:00,95428
10/27/17 17:00,105190
10/27/17 18:00,115213
10/27/17 19:00,121831
10/27/17 20:00,121985
10/27/17 21:00,120531
10/27/17 22:00,118844
10/27/17 23:00,116485
10/28/17 0:00,109547
10/28/17 1:00,110909
10/28/17 2:00,110555
10/28/17 3:00,107069
10/28/17 4:00,96596
10/28/17 5:00,90123
10/28/17 6:00,87313
10/28/17 7:00,86338
10/28/17 8:00,86183
10/28/17 9:00,89520
10/28/17 10:00,89402
10/28/17 11:00,86902
10/28/17 12:00,88370
10/28/17 13:00,95504
10/28/17 14:00,102912
10/28/17 15:00,102120
10/28/17 16:00,111837
10/28/17 17:00,119322
10/28/17 18:00,124567
10/28/17 19:00,125366
10/28/17 20:00,126644
