@relation '1year-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT20)'

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 numeric
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute Attr20 numeric
@attribute Attr21 numeric
@attribute Attr22 numeric
@attribute Attr23 numeric
@attribute Attr24 numeric
@attribute Attr25 numeric
@attribute Attr26 numeric
@attribute Attr27 numeric
@attribute Attr28 numeric
@attribute Attr29 numeric
@attribute Attr30 numeric
@attribute Attr31 numeric
@attribute Attr32 numeric
@attribute Attr33 numeric
@attribute Attr34 numeric
@attribute Attr35 numeric
@attribute Attr36 numeric
@attribute Attr37 numeric
@attribute Attr38 numeric
@attribute Attr39 numeric
@attribute Attr40 numeric
@attribute Attr41 numeric
@attribute Attr42 numeric
@attribute Attr43 numeric
@attribute Attr44 numeric
@attribute Attr45 numeric
@attribute Attr46 numeric
@attribute Attr47 numeric
@attribute Attr48 numeric
@attribute Attr49 numeric
@attribute Attr50 numeric
@attribute Attr51 numeric
@attribute Attr52 numeric
@attribute Attr53 numeric
@attribute Attr54 numeric
@attribute Attr55 numeric
@attribute Attr56 numeric
@attribute Attr57 numeric
@attribute Attr58 numeric
@attribute Attr59 numeric
@attribute Attr60 numeric
@attribute Attr61 numeric
@attribute Attr62 numeric
@attribute Attr63 numeric
@attribute Attr64 numeric
@attribute class {0,1}

@data
0.07649,0.43471,0.10577,1.2692,-37.924,0,0.07649,1.3004,1.5806,0.56529,0.083498,0.19464,0.074281,0.07649,1351.4,0.27009,2.3004,0.07649,0.048392,55.85,?,0.082458,0.048392,0.07649,0.080989,0.27009,11.767,0.21102,3.8662,0.27502,0.051412,95.679,3.8148,3.4487,0.081466,1.5806,6.1566,0.60702,0.05154,0.044615,0.11744,0.052168,111.12,55.274,0.31626,0.65371,58.885,0.041536,0.026278,1.1473,0.39298,0.26213,1.1278,1.211,777.25,0.05154,0.13531,0.95192,0.073816,6.5354,6.6035,90.747,4.0222,3.1534,0
0.31009,0.45893,0.2426,1.657,35.866,0,0.31009,1.179,1.8048,0.54107,0.32641,0.8398,0.21197,0.31009,437.87,0.83358,2.179,0.31009,0.17181,19.694,1.2779,0.3263,0.17181,0.37989,0.54107,0.83358,19.992,0.62498,3.6884,0.13438,0.17568,91.425,3.9923,3.212,0.3307,1.8048,5.7354,0.63076,0.18323,0.60117,0.038362,0.18079,78.843,59.149,3.1842,1.3933,24.112,0.25383,0.14064,1.3332,0.36924,0.25048,1.3939,1.625,1183.7,0.18323,0.5731,0.82979,0.16578,18.533,6.1708,74.673,4.888,4.6496,0
0.045804,0.58373,0.17076,1.3196,10.302,0,0.067424,0.71312,2.7281,0.41627,0.07915,0.1262,0.037072,0.067424,2106.7,0.17326,1.7131,0.067424,0.024715,11.423,1.2563,0.078783,0.01679,0.10542,0.39795,0.13622,6.7188,0.57888,3.436,0.10034,0.027535,74.056,4.9287,4.511,0.094907,2.7281,?,0.41627,0.034788,0.60082,0.17296,0.028878,51.379,39.956,0.53648,1.1598,11.835,0.045071,0.016521,1.2078,0.53426,0.20289,1.4112,1.4112,466,0.034788,0.11004,0.97536,0,31.953,9.135,71.48,5.1063,9.2484,0
0.072191,0.56778,0.29149,1.5314,32.504,0,0.072191,0.76124,2.1729,0.43222,0.1001,0.1316,0.036262,0.072191,2630.2,0.13877,1.7612,0.072191,0.033224,21.981,1.3494,0,0.033224,0.079863,0.42154,0.13877,0,1.8225,3.6706,0.25534,0.075981,113.25,3.223,3.1139,0.022533,2.1729,36.908,0.45143,0.01037,0.026552,2.867,0,138.67,116.69,0.55168,1.2928,27.015,-0.006601,-0.003038,1.4795,0.54857,0.31027,2.7024,2.8225,1365.3,0.18633,0.16702,0.82726,0.044458,16.605,3.1281,92.149,3.961,13.585,0
0.042816,0.80324,0.01551,1.0234,-34.422,0,0.054735,0.24495,4.2005,0.19676,0.075431,0.082658,0.019464,0.054735,3586,0.10178,1.245,0.054735,0.013031,32.173,1.0589,0.075297,0.010193,0.082282,0.064417,0.086945,3.6383,0.048123,3.5315,0.17934,0.017942,58.452,6.2444,5.1479,0.065465,4.2005,2.4537,0.32206,0.015585,0.13285,0.26168,0.017926,51.245,19.071,0.11564,0.46429,32.683,0.048275,0.011493,0.84371,0.66219,0.16014,0.61048,0.99926,52.739,0.015585,0.21761,0.98701,0.63682,11.345,19.139,57.541,6.3433,13.033,0
0.20197,0.44965,0.32119,2.5703,23.344,0.017114,0.25872,1.224,3.0211,0.55035,0.25872,1.2649,0.091923,0.25872,590.98,0.61762,2.224,0.25872,0.085636,14.797,?,0.2587,0.066852,0.25872,0.45024,0.49141,?,0.67721,3.3217,0.086815,0.085636,26.889,13.574,6.1746,0.24474,3.0211,1.6683,0.79206,0.081009,1.0134,0.053974,0.085631,38.474,23.676,1.649,1.9715,16.102,0.23971,0.079345,1.1692,0.20453,0.073669,1.1604,1.67,673.71,0.081009,0.36698,0.91516,0.43918,24.667,15.416,24.711,14.771,6.3699,0
0.087806,0.73079,0.11487,1.2939,-13.29,0,0.10976,0.36838,2.1335,0.26921,0.13004,0.28087,0.064748,0.10976,1930.9,0.18903,1.3684,0.10976,0.051448,32.122,?,0.12928,0.041155,0.10976,0.20966,0.15898,6.375,0.23237,3.6231,0.32117,0.060401,71.049,5.1373,2.7473,0.12584,2.1335,0.98583,0.59169,0.05898,0.11703,0.15451,0.060594,78.686,46.564,0.46765,0.81348,34.135,0.1009,0.047293,0.69195,0.39081,0.19465,0.54459,1.197,482.29,0.05898,0.32617,0.94875,1.1979,11.363,7.8387,66.858,5.4593,4.316,0
0.085909,0.38544,-0.07554,0.80069,-36.338,0,0.11846,1.5944,1.9192,0.61456,0.13443,0.31255,0.074297,0.11846,986.63,0.36995,2.5944,0.11846,0.061722,14.352,?,0.13442,0.044762,0.11846,0.44372,0.2855,8.4166,-0.10845,3.354,0.19371,0.069885,77.01,4.7396,4.6605,0.12289,1.9192,?,0.61456,0.064029,0.10961,0.081031,0.070039,49.812,35.46,1.1384,0.60156,15.334,0.11028,0.057463,0.78731,0.379,0.21099,0.88231,0.88231,-170.67,0.064029,0.13979,0.93865,0,25.431,10.293,72.079,5.0639,2.7554,0
-0.37995,1.1112,-0.15144,0.82912,-18.784,0,-0.367,-0.10004,5.1461,-0.11116,-0.31019,-0.41411,-0.062796,-0.367,-1255,-0.29083,0.89996,-0.367,-0.071316,9.27,0.92244,-0.32893,-0.073833,-0.36133,-0.13759,-0.30249,-5.7901,-0.57102,3.294,0.20361,-0.066039,59.208,6.1647,4.9168,-0.31721,5.1461,?,-0.11116,-0.06164,0.072222,-0.12992,-0.063918,47.577,38.307,-2.9071,0.68164,8.7318,-0.37277,-0.072438,0.66128,0.88623,0.16221,-0.41916,-0.41916,-298.01,-0.06164,3.418,1.0739,0,39.374,9.5283,62.858,5.8067,19.404,0
0.27514,0.071923,0.67583,16.592,80.426,0,0.34351,12.904,2.6349,0.92808,0.34761,7.9253,0.14962,0.34351,66.588,5.4815,13.904,0.34351,0.13037,23.22,1.2708,0.34751,0.10442,0.5182,0.90746,4.5309,84.851,2.4066,3.3847,-0.057841,0.13191,6.8647,53.17,32.042,0.33035,2.6349,?,0.92808,0.12537,5.2836,0.00602,0.13189,67.9,44.679,1.6414,12.725,26.549,0.29678,0.11263,9.9992,0.043344,0.018807,3.3048,3.3048,1639,0.12537,0.29647,0.87071,0,15.719,8.1693,6.0041,60.792,9.3829,0
0.087284,0.32381,0.61692,4.0615,76.495,0,0.11072,2.0882,2.3556,0.67619,0.11449,0.54947,0.056839,0.11072,882.76,0.41348,3.0882,0.11072,0.047004,20.496,1.1163,0.11261,0.037054,0.23736,0.66272,0.3411,29.857,3.4027,3.5696,0.097553,0.047004,32.752,11.144,6.9351,0.10991,2.3556,?,0.67619,0.046661,0.52807,0.079497,0.047804,110.33,89.831,0.65988,3.4051,21.499,0.08944,0.037969,2.5275,0.20151,0.089731,3.7296,3.7296,2290,0.046661,0.12908,0.9536,0,17.809,4.0632,31.224,11.69,12.993,0
0.091461,0.60361,0.099441,1.2588,-33.05,0,0.091461,0.65671,1.3321,0.39639,0.13246,0.23804,0.1814,0.091461,911.73,0.40034,1.6567,0.091461,0.068658,51.001,0.9409,0.13226,0.068658,0.22084,0.39578,0.40034,3.2255,0.19259,4.4173,0.44031,0.086203,115.38,3.1634,2.0137,0.11664,1.3321,1.4775,0.59777,0.087559,0.0733,0.071237,0.099282,124.81,73.808,0.49137,0.77437,55.895,-0.01793,-0.01346,0.8013,0.38423,0.31611,0.76771,1.1577,2599.1,0.087559,0.23073,0.934,0.50802,7.1568,4.9453,105.28,3.467,2.58,0
0.098654,0.59417,-0.025623,0.95089,-61.754,0,0.12169,0.68302,2.1882,0.40583,0.14154,0.23325,0.080658,0.12169,1228.8,0.29705,1.683,0.12169,0.055611,51.657,1.4051,0.13849,0.045085,0.14995,0.20681,0.25828,6.9748,-0.050848,4.5762,0.26781,0.063541,92.859,3.9307,3.4513,0.13754,2.1882,2.8076,0.47222,0.062856,0.029151,0.10246,0.06329,80.211,28.554,0.31856,0.35728,55.122,0.083683,0.038243,0.83491,0.5217,0.25441,0.80534,0.93709,-965.62,0.062856,0.24309,0.94577,0.16359,7.0659,12.783,87.022,4.1943,4.3423,0
0.26168,0.6152,0.15503,1.302,21.084,0,0.32735,0.62548,2.7487,0.3848,0.33719,0.63771,0.12965,0.32735,630.1,0.57927,1.6255,0.32735,0.11909,0.78988,2.2643,0.33558,0.095202,0.35354,0.37876,0.47253,34.108,0.46744,3.9183,0.21807,0.12267,77.632,4.7017,3.9231,0.33521,2.7487,6.5019,0.48668,0.12195,0.049106,0.056244,0.12209,85.403,84.614,43.992,1.2904,0.89959,0.30656,0.11153,1.0864,0.51332,0.21269,1.1603,1.4674,1284.5,0.12195,0.68004,0.88099,0.26476,462.09,4.3137,68.165,5.3547,8.2879,0
0.039814,0.67832,0.26407,1.4494,5.9538,0,0.061017,0.47423,4.0616,0.32168,0.086623,0.10383,0.036804,0.061017,1656.3,0.22037,1.4742,0.061017,0.015023,17.084,?,0.085783,0.009803,0.061017,0.09916,0.18911,3.35,1.7808,3.0609,0.1324,0.018889,48.634,7.5051,6.5018,-0.34869,4.0616,?,0.32168,-0.08585,0.2434,0.12976,0.02112,63.686,46.602,0.20943,1.1259,15.733,-0.002683,-0.000661,1.2556,0.58764,0.13324,2.1693,2.1693,303.8,-0.08585,0.12377,0.98646,0,21.365,7.8323,52.809,6.9117,27.39,0
0.32707,0.81271,-0.14752,0.81849,-29.853,-0.30943,0.32707,0.23046,2.1635,0.18729,0.34826,0.40245,0.16279,0.32707,842.28,0.43335,1.2305,0.32707,0.15118,0.69134,?,0.3162,0.15118,0.32707,0.028996,0.43335,14.92,-0.4406,3.2776,0.2956,0.15119,160.05,2.2806,2.2806,0.31003,2.1635,?,0.18729,0.1433,0.2131,0.07937,0.14615,83.006,82.314,79.816,0.81344,0.80698,0.29108,0.13455,0.81849,0.81271,0.43849,0.5594,0.5594,-279.57,0.1433,1.7463,0.85145,0,527.96,4.4342,137.11,2.6621,6.4618,0
0.063472,0.86829,-0.27186,0.6869,-79.035,0.27035,0.063472,0.15169,2.6479,0.13171,0.11441,0.0731,0.035765,0.063472,3346.6,0.10907,1.1517,0.063472,0.023971,37.484,1.1404,0.11238,0.023971,0.33382,0.075954,0.10907,2.2063,-0.67363,3.3231,0.28561,0.041362,124.92,2.9219,2.9219,0.11083,2.6479,?,0.13171,0.041857,0.13634,0.20154,0.042441,65.898,28.414,0.23342,0.37373,39.122,0.08115,0.030647,0.6869,0.86829,0.34225,0.32637,0.32637,-572.08,0.041857,0.4819,0.97612,0,9.7375,12.846,119.69,3.0495,6.5611,0
0.22111,0.084556,0.58655,8.7594,106.57,0,0.27566,10.826,1.5419,0.91544,0.27683,3.6467,0.20655,0.27566,96.903,3.7667,11.826,0.27566,0.17878,33.821,?,0.27364,0.1434,0.27566,0.90768,3.1216,234.41,1.736,3.809,-0.045728,0.17953,17.897,20.394,18.232,0.000301,1.5419,57.923,0.92441,0.000195,2.0514,0.008906,0.17746,120.03,86.211,1.5476,6.8693,33.827,0.2308,0.14968,7.8307,0.075592,0.049033,2.7095,2.736,3778.5,0.000195,0.24154,0.85014,0.009793,10.792,4.2338,17.894,20.398,4.5638,0
-0.042545,1.0883,-0.49922,0.54127,-135.96,-0.063015,-0.042545,-0.081112,1.7461,-0.088272,-0.038121,-0.039094,0.022281,-0.042545,10210,0.035749,0.91889,-0.042545,-0.024366,32.057,?,-0.082262,-0.024366,-0.042545,-0.10556,0.035749,-18.595,-1.2148,3.4612,0.61921,-0.024366,218.67,1.6692,1.6692,-0.070433,1.7461,?,-0.088272,-0.040338,0.00898,-44.683,-0.047112,121.09,89.034,-0.27743,0.40036,30.814,-0.16371,-0.093759,0.54127,1.0883,0.5991,-0.2148,-0.2148,-1443.8,-0.040338,0.48198,1.0238,0,11.386,4.0995,227.49,1.6045,4.2489,0
0.2617,0.63192,0.50482,2.8442,12.932,0,0.32789,0.58247,1.6455,0.36808,0.35852,1.1978,0.20563,0.32789,681.65,0.53546,1.5825,0.32789,0.19926,101.01,?,0.3515,0.15904,0.32789,0.2617,0.43072,11.478,2.2796,3.7855,0.36865,0.20202,77.194,4.7283,2.0482,0.3512,1.6455,6.2838,0.4195,0.21343,0.10455,0.05819,0.21361,166.35,65.335,0.57468,1.1806,128.42,0.34102,0.20724,1.232,0.27373,0.21149,1.6621,1.8944,3080.4,0.21343,0.71099,0.8021,0.13972,3.6134,5.5866,60.719,6.0113,7.4306,0
0.097313,0.55313,0.19288,1.4125,-1.7862,0,0.12263,0.80789,3.3166,0.44687,0.1381,0.26226,0.057973,0.12263,1050,0.34761,1.8079,0.12263,0.036973,22.611,1.2185,0.13744,0.029341,0.22244,0.24154,0.30184,8.8841,0.56805,3.2438,0.16667,0.039806,53.677,6.7999,5.7481,0.13715,3.3166,5.3182,0.53242,0.041353,0.00686,0.089033,0.04144,72.331,49.72,0.47363,0.9731,23.587,0.067794,0.020441,1.194,0.46758,0.14706,1.3161,1.5681,338.17,0.041353,0.21777,0.96304,0.19145,16.142,7.3411,51.458,7.0932,9.7678,0
0.026166,0.2446,0.14576,2.3214,8.5714,0.026166,0.03315,3.0883,1.0622,0.7554,0.03315,0.30053,0.034247,0.03315,2693.2,0.13553,4.0883,0.03315,0.034247,46.69,?,0.04179,0.027032,0.03315,0.7554,0.10698,0.45858,0.19593,4.0102,0.23633,0.034247,44.181,8.2614,0.17085,0.04179,0.97079,0.98473,0.88969,0.043173,0.14574,0.19243,0.043173,90.495,43.804,0.21132,1.1989,49.594,0.04179,0.043173,1.0469,0.11031,0.12104,1.0154,1.1959,1492.2,0.058546,0.034639,0.94145,0.17778,7.8174,8.3325,41.595,8.7752,1.3011,0
0.23589,0.45211,0.18627,1.4993,-7.5553,0.28373,0.29152,1.2118,2.155,0.54789,0.30596,0.78145,0.16534,0.29152,463.14,0.78809,2.2118,0.29152,0.13528,35.273,?,0.30493,0.10946,0.29152,0.51961,0.66504,21.122,0.4227,4.1812,0.20605,0.13922,73.719,4.9512,4.0854,0.30794,2.155,4.5135,0.62567,0.14289,0.062965,0.040762,0.1415,90.757,55.484,1.1327,0.94107,41.154,0.24015,0.11144,1.2371,0.37305,0.20197,1.2433,1.4198,2827.3,0.14289,0.43054,0.86479,0.14197,10.348,6.5785,63.185,5.7767,4.8902,0
0.10158,0.175,0.54396,5.097,539.88,0,0.12008,4.7141,0.53493,0.825,0.12396,0.9044,0.26314,0.12008,453.79,0.80433,5.7141,0.12008,0.22448,78.511,1.2241,0.1087,0.18989,0.26791,0.81426,0.69861,27.996,1.6827,4.8258,-0.46302,0.23045,158.27,2.3773,1.8037,0.22873,0.53493,321.47,0.82674,0.4276,3.1891,0.045087,0.2032,172.85,94.335,0.8828,4.2303,133.05,0.088017,0.16454,3.867,0.13277,0.42064,2.5521,2.5575,5.097,0.4276,0.12312,0.57266,0.002118,4.6491,3.8692,90.595,4.0289,1.6548,0
0.77411,0.29447,0.27039,2.0191,41.04,0,0.77411,2.3959,2.1479,0.70553,0.78203,2.9175,0.40243,0.77411,124.35,2.9354,3.3959,0.77411,0.36041,21.437,1.3158,0.78153,0.36041,1.3656,0.77411,2.9354,98.637,0.58239,3.521,0.13211,0.36307,71.527,5.103,4.598,0.7939,2.1479,22.303,0.72389,0.36962,0.041047,0.011259,0.36386,89.187,67.75,6.1364,1.5436,34.007,0.69126,0.32183,1.8193,0.26533,0.19596,1.5196,1.5592,897.31,0.36962,1.0972,0.64201,0.026029,17.027,5.3875,45.089,8.0951,4.6263,0
0.12071,0.21254,0.4056,4.1727,37.2,0,0.15195,3.7049,2.3468,0.78745,0.15825,1.1886,0.093477,0.15195,353.64,1.0321,4.7049,0.15195,0.064749,28.072,0.97822,0.15825,0.051437,0.34349,0.59967,0.88514,25.12,0.86935,3.608,0.015408,0.066003,21.229,17.193,10.342,0.14874,2.3468,?,0.78745,0.063382,1.4184,0.031395,0.067433,54.765,26.693,0.66881,2.7609,29.971,0.090833,0.038705,2.5098,0.12784,0.058162,1.6878,1.6878,1644.8,0.063382,0.15329,0.93553,0,13.002,13.674,19.883,18.357,5.03,0
0.10549,0.28328,0.11624,1.4113,-9.2579,0.29636,0.11185,2.4842,1.0534,0.70372,0.11185,0.39571,0.082901,0.11185,556.27,0.65616,3.5301,0.11185,0.049885,26.37,1.0847,0.10964,0.047047,0.35321,0.70372,0.6337,0.51515,0.19338,5.3662,0.11632,0.049885,48.472,7.5301,0.38705,0.10964,2.2493,378.69,0.70434,0.048901,0.10458,0.050706,0.048901,60.124,33.754,0.6512,0.83815,27.779,0.035617,0.015885,1.4081,0.28265,0.1328,1.1707,1.1717,27011,0.05073,0.1499,0.94927,0.000889,13.841,10.814,46.013,7.9325,3.7301,0
0.058657,0.79512,-0.026569,0.88728,-13.462,0,0.081521,0.25768,0.90074,0.20488,0.084378,0.34586,0.11595,0.081521,2778.6,0.13136,1.2577,0.081521,0.090505,1.3102,0.81759,0.074154,0.06512,0.21067,0.15354,0.1026,25.96,-0.033595,4.2223,0.79893,0.09331,103.76,3.5177,1.0428,0.0716,0.90074,0.36807,0.7643,0.07949,0.32173,0.27302,0.082325,54.016,52.706,18.142,0.87356,1.4233,0.05123,0.056875,0.26302,0.2357,0.28427,0.25906,0.9664,-443.24,0.07949,0.28629,0.91144,2.7304,278.58,6.9252,95.512,3.8215,1.1389,0
0.031626,1.0943,-0.22171,0.79739,-58.462,-0.38645,0.042355,-0.28582,1.0409,-0.31276,0.042355,0.038707,0.022053,0.042355,5990.1,0.060934,0.91387,0.042355,0.014008,29.539,1.1875,0.048664,0.01046,-0.34959,-0.31276,0.05113,0.16753,-1.7395,4.3783,0.31769,0.014008,137.5,2.6546,0.044473,0.048664,3.2957,?,-0.31276,0.016095,0.12343,0.4929,0.016095,89.028,59.489,0.12925,0.57377,30.747,0.024342,0.008051,0.79739,1.0943,0.3767,-2.4539,-2.4539,-5297.3,0.039274,-0.10112,0.96073,0,12.356,6.1356,132.1,2.7631,23.722,0
-0.001671,0.58743,0.18517,1.3578,-28.581,0,0.002467,0.70232,2.3541,0.41257,0.02206,0.004767,0.042051,0.002467,2166,0.16851,1.7023,0.002467,0.001048,54.032,?,0.021786,-0.00071,0.002467,0.35054,0.16147,1.112,0.62295,4.0561,0.2466,0.005504,81.957,4.4536,3.924,0.048947,2.3541,26.817,0.42578,0.020792,0.036643,0.16551,0.009255,106.02,51.99,-0.004794,0.68447,55.18,-0.074738,-0.031748,1.1963,0.51759,0.22454,1.388,1.4324,2106.9,0.020792,-0.00405,0.99896,0.032022,6.7552,7.0205,80.253,4.5481,7.9197,0
0.21318,0.75226,-0.25053,0.66696,-148.57,0.2724,0.26471,0.32362,1.3022,0.24345,0.26471,0.35189,0.25184,0.26471,826.95,0.44138,1.3293,0.26471,0.20078,36.911,1.7563,0.30556,0.16169,0.32733,0.24345,0.37288,3.018,-0.50281,4.3927,0.56895,0.20078,271.2,1.3459,0.40619,0.30556,1.3221,?,0.24345,0.23176,0.011072,0.066326,0.23176,136.6,99.686,1.5989,0.48973,48.065,0.23824,0.1807,0.66696,0.75226,0.74301,0.48859,0.48859,-6187.7,0.23207,0.87566,0.76793,0,9.8887,3.6615,208.26,1.7526,2.646,0
0.031594,0.81255,-0.093309,0.71422,-148.07,-0.074226,0.031594,0.23069,0.4497,0.18745,0.053509,0.096765,0.15076,0.031594,4374.6,0.083436,1.2307,0.031594,0.070257,57.3,?,0.007479,0.070257,0.031594,-0.042631,0.083436,0.34127,-0.12169,4.3371,1.7079,0.11899,269.18,1.356,0.54488,0.006954,0.4497,0.33454,0.67349,0.015464,0.14644,0.62007,0.016631,150.47,93.17,0.44754,0.49801,58.2,-0.028723,-0.063872,0.287,0.32651,0.73747,0.24445,0.87831,-2027.8,0.015464,0.16855,0.93648,2.593,6.37,3.9176,265.01,1.3773,0.58646,0
0.095261,0.52653,0.21286,1.6312,15.754,0.26135,0.12339,0.81694,1.1144,0.43014,0.12339,0.36592,0.11975,0.12339,998.14,0.36568,1.8992,0.12339,0.076747,32.71,1.0662,0.1532,0.059248,0.33058,0.43014,0.31225,1.0618,0.47309,4.7791,0.30703,0.076747,85.308,4.2786,0.29097,0.1532,1.6117,2.1446,0.61945,0.095285,0.12317,0.077853,0.095285,115.45,82.737,0.66114,1.2039,36.451,0.084055,0.052279,1.0447,0.33721,0.23372,0.95602,1.3768,12798,0.10262,0.22146,0.89738,0.44011,11.159,4.4116,76.553,4.7679,3.5735,0
0.13595,0.67234,0.10594,1.2719,-6.5308,0,0.13595,0.48734,1.49,0.32766,0.15204,0.3489,0.12945,0.13595,1272.3,0.28688,1.4873,0.13595,0.091243,30.211,1.294,0.14881,0.091243,0.28293,0.17983,0.28688,9.2464,0.21002,4.1575,0.45124,0.098347,104.11,3.506,2.0319,0.12385,1.49,1.5919,0.56151,0.083123,0.016322,0.10893,0.099875,119.85,89.634,1.1023,0.95537,32.95,0.091878,0.061664,0.7371,0.38965,0.28522,0.64958,1.1132,1522.6,0.083123,0.41491,0.91052,0.71369,12.081,4.0721,95.453,3.8239,2.9539,0
0.17693,0.2274,0.2104,1.9252,10.474,0,0.21685,3.3975,1.6276,0.7726,0.21709,0.95357,0.1389,0.21685,367.14,0.99418,4.3975,0.21685,0.13323,32.902,1.0055,0.20786,0.10871,0.44446,0.40215,0.81865,836.57,0.37425,3.5502,0.10227,0.13337,58.466,6.243,6.243,0.20791,1.6276,?,0.7726,0.12774,0.36762,0.034917,0.12771,79.434,46.532,1.2059,1.2801,37.721,0.19862,0.12204,1.9252,0.2274,0.16018,1.3743,1.3743,746.89,0.12774,0.22901,0.86752,0,11.094,7.8441,50.997,7.1573,2.8951,0
0.030782,0.080244,0.27032,4.5948,95.74,-0.30823,0.030782,11.462,0.72577,0.91976,0.048169,0.40935,0.059846,0.030782,674.33,0.54128,12.462,0.030782,0.042414,61.717,1.323,0.004707,0.042414,0.043887,-0.27745,0.54128,0.27069,0.41304,5.1253,0.073081,0.084827,48.429,7.5368,7.0629,0.006551,0.72577,?,0.91976,0.009027,0.36499,0.15409,0.006485,159.97,98.248,0.25084,2.9629,79.033,-0.007946,-0.010948,4.3059,0.075199,0.13268,1.4053,1.4053,36073,0.21909,0.033468,0.81655,0,5.9141,3.7151,37.819,9.6513,1.1089,0
0.003347,0.15787,0.0525,1.3561,-61.805,0,0.00886,5.3343,0.56995,0.84213,0.019366,0.060088,0.056215,0.00886,1798.5,0.20295,6.3343,0.00886,0.015545,92.164,?,0.013893,0.005873,0.00886,0.74354,0.16803,1.3223,0.065621,4.5311,0.25335,0.01785,94.764,3.8517,3.5973,0.002034,0.56995,?,0.84213,0.003569,0.1057,0.14195,0.024377,118.07,25.904,0.023257,0.38002,92.494,-0.009286,-0.016293,1.2665,0.14745,0.25963,1.0526,1.0526,1783.3,0.003569,0.003974,0.98506,0,3.9603,14.091,94.426,3.8654,0.71238,0
0.54383,0.13932,0.86013,7.1736,103.48,0,0.67273,6.1776,2.3164,0.86068,0.68166,4.8286,0.29053,0.67273,75.563,4.8304,7.1776,0.67273,0.29042,61.562,?,0.68084,0.23477,0.67273,0.85308,3.9052,76.258,1570,3.8184,-0.095253,0.29087,31.132,11.724,11.724,0.68298,2.3164,?,0.86068,0.29484,2.5837,0.006819,0.29392,100.76,39.201,1.392,4.3694,87.303,0.68058,0.29381,7.1736,0.13932,0.085294,1571,1571,5661.5,0.29484,0.63187,0.70969,0,5.929,9.3109,21.953,16.626,4228.3,0
0.076441,0.030053,0.31519,13.582,318.54,0,0.076441,32.275,0.3895,0.96995,0.078332,3.0515,0.1995,0.076441,141.16,2.5857,33.275,0.076441,0.19625,85.61,0.51601,0,0.19625,0.54362,0.8639,2.5857,0,0.47774,4.562,0.0013,0.40087,36.191,10.085,8.4068,0.010859,0.3895,?,0.96995,0.02788,1.2356,0.79068,0,289.83,204.22,0.83672,9.9354,131.98,-0.001267,-0.003253,11.322,0.025051,0.099153,1.4702,1.4702,11497,0.35137,0.078809,0.70017,0,4.2635,1.7873,23.475,15.549,0.59037,0
0.028335,0.69803,0.015151,1.0259,-50.177,0,0.038074,0.4326,1.5134,0.30197,0.045638,0.065117,0.049828,0.038074,3378.6,0.10803,1.4326,0.038074,0.025158,50.759,1.0465,0.040787,0.018723,0.10153,0.27217,0.09408,5.3927,0.037864,4.4396,0.43246,0.030156,144.45,2.5268,2.1165,0.035997,1.5134,5.0709,0.37876,0.023785,0.083711,0.29783,0.026951,132.87,82.109,0.13463,0.66597,51.996,0.003451,0.00228,0.85935,0.58471,0.39577,0.75465,0.94656,416.88,0.023785,0.093834,0.97504,0.2543,7.1909,4.4453,141.02,2.5883,3.7822,0
0.027095,0.31144,-0.087124,0.5835,-852.68,0,0.033019,2.2109,0.13467,0.68856,0.036402,0.15785,0.76458,0.033019,1104,0.33063,3.2109,0.033019,0.24518,0,0.51069,0.027964,0.20119,0.082438,0.60039,0.31161,8.2655,-0.099236,4.7683,2.2347,0.2703,714.06,0.51116,0.34333,0.02775,0.13467,1.2057,0.7898,0.20605,0.052264,0.10602,0.20764,301.17,301.17,?,0.5835,0,-0.041987,-0.31177,0.39191,0.20918,1.9563,0.78429,0.8996,-5110.6,0.20605,0.03935,0.7792,0.14702,?,1.2119,566.92,0.64382,0.1534,0
-0.035693,1.132,-0.19299,0.82682,-84.674,-0.88369,-0.035693,-0.13536,1.0138,-0.15323,-0.035693,-0.03203,-0.00317,-0.035693,-67748,-0.005388,0.88337,-0.035693,-0.01855,44.163,1.1216,0.020352,-0.01855,-0.88369,-0.15323,-0.005388,0.10723,-2.4545,4.0198,0.55005,-0.01855,214.3,1.7032,0.017978,0.020352,1.9493,38.981,-0.13556,0.010577,0.078338,0.74515,0.010577,158.22,114.06,-0.15331,0.6179,44.772,-0.009243,-0.004804,0.81392,1.1144,0.58714,-1.9488,-1.7242,-2020.1,0.01361,0.23294,0.98639,-0.11528,8.2648,3.2002,211.39,1.7267,24.472,0
