wage;exper;union;goodhlth;black;female;married;service;educ;looks
3.75;6;0;1;0;1;1;0;12;4
6.54;13;0;1;1;1;0;1;13;4
4.19;10;0;1;0;0;1;0;13;3
5.37;20;0;1;0;0;1;0;12;2
2.14;32;0;1;0;1;0;1;16;5
4.81;32;0;1;0;1;1;0;12;3
3.53;8;0;1;0;1;1;0;12;3
4.33;25;0;1;0;1;0;1;12;3
6.13;18;1;1;0;0;1;0;12;3
8.79;31;1;0;0;0;1;1;12;2
8.21;30;1;1;0;0;1;0;12;3
2.39;8;0;1;0;0;1;0;10;3
4.58;18;0;1;0;0;1;0;12;4
6.97;16;0;1;0;0;1;0;13;3
10.12;29;1;1;0;0;1;0;12;3
3.75;30;0;1;0;0;1;0;12;2
3.52;8;0;1;0;0;0;0;12;2
8.41;22;0;1;0;0;1;0;10;3
7.96;15;0;1;0;0;1;0;12;5
8.24;20;1;1;0;0;1;0;12;2
3.22;18;0;1;0;0;1;0;12;3
7.96;36;0;1;0;0;1;0;8;3
8.65;11;1;1;0;0;0;0;12;4
4.27;3;0;1;1;0;0;0;10;3
12.66;22;1;1;0;0;1;0;12;5
7.96;16;1;1;0;0;1;0;10;3
3.49;44;0;1;0;0;1;0;10;3
10.12;20;0;1;0;0;0;0;13;2
3.08;5;0;1;0;0;1;0;13;4
7.96;8;1;1;0;0;1;0;12;3
2.75;2;0;1;0;0;0;0;12;4
3.39;10;0;1;0;0;1;0;10;3
5.49;7;0;1;0;0;1;0;12;2
4.27;11;0;1;0;0;1;0;12;3
5.71;18;1;1;0;0;1;0;12;3
3.46;8;0;1;0;1;1;0;14;2
15.38;37;0;1;0;0;1;0;12;3
8.41;12;0;1;0;0;0;0;13;3
10.12;11;0;1;0;0;1;0;12;3
3.85;7;0;1;0;0;1;0;12;4
4.62;23;0;1;0;0;1;1;12;4
3.41;5;0;1;0;0;1;1;12;3
10.58;22;1;1;0;0;1;0;12;4
10.1;35;1;1;0;0;0;0;13;3
7.96;6;0;1;0;0;1;0;13;3
6.81;14;0;1;0;0;1;0;8;4
7.21;37;1;1;0;0;1;0;12;3
6.41;32;1;1;0;0;1;0;8;3
4.77;30;1;1;0;0;1;0;10;3
6.05;10;1;1;0;0;1;0;13;3
3.75;9;1;1;0;0;1;0;10;2
9.16;14;1;1;0;0;1;0;13;3
3.33;19;0;1;0;0;1;0;10;3
4.77;6;1;1;0;0;1;0;14;3
5.79;28;0;1;0;0;1;0;12;2
3.96;10;0;1;0;1;0;0;16;3
6.41;37;1;1;0;0;1;0;12;2
5.55;41;1;1;0;0;1;0;12;3
12.74;18;1;0;0;0;1;0;10;3
7.69;14;0;1;0;0;0;0;13;4
8.17;12;1;1;0;0;0;0;16;3
6.4;26;0;1;0;0;1;0;12;3
3.57;19;0;1;1;1;1;0;12;3
6.59;22;0;1;0;0;0;0;10;4
7.69;27;0;1;0;0;1;0;12;3
10.26;27;0;1;1;0;0;0;12;3
7.08;25;0;1;0;0;1;0;10;3
10.42;10;0;1;0;0;1;0;12;3
8.08;7;0;1;0;0;1;0;12;3
4.95;7;0;1;0;0;0;0;13;4
9.81;24;0;1;0;0;1;0;13;3
5.77;10;0;1;0;0;0;0;12;4
4.81;3;0;1;0;0;0;0;12;4
11.95;28;0;1;0;0;1;0;14;3
6.12;23;0;1;0;0;1;0;12;4
4.58;37;0;1;0;0;0;0;12;4
2.26;18;0;0;0;1;1;0;10;2
4.37;5;0;1;0;0;1;0;12;3
7.71;42;0;1;0;0;1;0;8;2
7.96;20;0;1;0;1;0;0;13;3
8.93;33;0;1;0;0;0;0;12;3
12.27;25;0;0;0;0;1;0;10;3
5.73;14;1;1;0;1;1;0;12;4
7.26;10;0;1;0;0;1;0;13;4
4.73;21;0;1;0;0;1;0;5;2
5.38;8;0;1;0;0;1;0;12;3
9;42;0;1;0;0;1;0;12;4
4.91;10;0;1;0;0;1;0;12;4
14.31;40;1;1;0;0;1;0;10;2
9.74;13;0;1;0;0;1;0;12;4
4.13;39;0;1;0;0;1;0;12;3
3.75;9;0;1;0;0;1;0;13;3
5.26;26;0;1;0;0;1;0;12;2
21.74;24;1;1;0;0;1;0;12;3
8.81;14;1;1;0;0;1;0;12;3
8.17;12;1;1;0;0;1;0;13;4
7.5;35;1;1;0;0;1;0;12;4
3.42;14;0;0;0;0;1;0;12;3
8.89;18;1;1;0;0;1;0;12;3
4.16;32;0;1;0;0;1;0;13;3
8.17;23;1;1;0;0;1;0;12;3
8.12;22;0;1;0;0;1;0;12;3
10.12;29;0;1;0;0;1;0;12;3
12.5;30;1;1;0;0;1;0;13;3
4.33;15;0;1;0;0;0;1;8;2
5.2;10;0;1;0;0;0;1;12;4
9.62;12;0;1;0;0;1;1;10;4
16.03;25;0;1;0;0;1;1;10;3
9.28;29;0;1;0;0;1;1;12;3
2.81;40;0;0;0;0;1;0;8;2
7.21;34;0;1;1;0;1;0;5;3
8;18;0;1;0;0;1;1;12;3
10.99;22;1;0;0;0;1;0;12;3
4.47;12;0;1;0;0;1;0;12;2
7.07;10;0;1;0;0;1;1;12;3
1.66;15;0;1;0;0;1;1;12;4
7.93;39;1;1;0;0;1;0;12;1
5.23;18;1;1;0;0;0;0;12;3
7.96;18;1;1;0;0;1;0;10;3
7.03;16;1;1;0;0;1;0;12;2
3.75;18;0;1;0;0;1;1;8;3
5.29;4;0;1;0;0;0;0;13;3
4.46;4;0;1;0;0;0;0;13;3
7.96;39;0;1;0;0;1;1;13;3
5.45;16;0;1;0;0;1;0;12;3
6.87;23;0;1;0;0;1;1;12;3
10.3;14;1;1;0;0;1;0;17;4
8.01;12;0;1;0;0;1;0;16;3
6.25;40;0;1;0;0;1;0;13;3
7.96;44;1;1;0;0;1;0;10;3
3.93;8;0;1;0;0;1;0;13;3
7.75;23;1;1;0;0;1;0;5;3
4.3;11;1;1;0;0;0;0;12;2
4.9;8;1;1;0;0;1;0;12;3
5.56;45;0;1;0;0;1;0;10;3
5.73;19;0;1;0;0;1;0;12;3
5.7;19;0;1;0;0;1;1;13;4
4.57;7;0;1;0;0;0;0;12;2
4.15;8;0;1;0;0;1;0;13;4
4.71;34;0;1;0;0;1;0;12;3
7.21;20;0;1;0;0;1;0;12;4
7.04;12;1;1;0;0;0;0;13;3
1.48;13;0;1;0;0;0;1;12;2
3.37;13;1;0;0;1;1;0;12;4
9.62;4;1;1;0;0;0;0;12;3
3.75;3;0;1;0;0;0;0;12;4
7.14;17;1;1;0;0;1;0;12;4
6.99;10;0;1;0;0;1;1;13;4
8.46;26;1;1;0;0;1;0;10;3
4.76;12;0;1;0;0;1;0;16;3
3.9;2;0;1;1;1;0;0;13;4
5.77;11;0;1;0;0;1;1;14;4
8.74;19;0;1;0;0;1;1;12;4
6.56;4;0;1;0;0;0;0;16;4
4.24;9;0;1;0;0;0;0;13;3
4.09;15;0;1;0;0;1;1;12;4
20.99;25;0;1;0;0;1;0;10;3
7.69;7;0;1;0;0;1;0;12;3
4.58;29;1;1;0;0;1;0;12;3
6.49;28;1;0;0;0;1;0;12;3
12.82;3;1;1;0;0;1;0;12;3
9.62;9;1;1;0;0;1;0;13;3
8.89;42;1;1;0;0;1;0;12;3
10.58;17;1;1;0;0;1;0;12;3
7.21;29;0;1;0;0;0;0;5;3
1.65;7;0;1;0;0;0;0;10;2
10.58;15;1;1;0;0;1;0;12;4
3.04;15;1;1;0;0;1;0;12;3
4.55;43;0;1;0;0;1;1;10;3
7.69;44;1;1;0;0;1;0;10;3
3;11;0;1;0;0;1;1;13;3
12.02;31;1;1;0;0;1;0;12;4
5.99;21;1;1;0;0;1;0;14;3
8.94;35;1;1;0;0;1;0;13;3
4;7;0;1;0;0;0;0;10;4
1.98;3;1;1;0;0;0;0;12;3
1.27;0;0;1;0;1;0;0;10;4
5.57;10;0;1;0;0;1;1;5;3
7.36;39;0;1;0;0;1;0;12;2
3.08;5;0;1;0;0;1;0;12;3
9.64;36;1;1;0;0;1;0;10;3
5.09;18;0;1;0;0;1;1;10;3
10.12;17;1;1;0;0;1;0;10;3
9.62;40;1;1;1;0;0;0;8;3
5.77;5;1;1;0;0;1;0;12;3
8.32;26;1;1;0;0;0;0;12;4
5.73;34;1;1;0;0;1;0;12;2
5.73;11;0;1;0;0;1;0;12;3
7.21;43;1;1;0;0;1;0;10;3
8.78;24;1;1;0;0;1;0;12;3
7.96;15;1;1;0;0;1;0;13;3
9.62;11;1;1;0;0;1;0;12;3
7.45;38;1;1;0;0;1;0;12;3
18.46;20;1;1;0;0;1;0;12;3
8.85;9;1;1;0;0;1;0;12;4
8;7;0;1;0;0;0;0;10;3
5.73;47;0;1;0;0;1;0;10;3
10.61;17;1;1;0;0;1;0;13;3
6.84;45;1;1;0;0;1;0;13;3
7.78;9;1;1;0;0;1;0;12;4
4.21;18;0;1;0;0;0;0;10;3
10.12;28;1;1;0;0;1;0;12;3
5.56;10;0;1;0;0;1;0;13;1
5.77;24;0;1;0;0;0;0;10;2
3.85;14;0;1;0;0;1;0;12;3
4.33;31;0;1;0;0;0;0;8;3
4.09;3;0;1;1;1;0;0;10;3
7.69;9;1;0;0;0;1;0;12;1
6.98;38;1;1;0;0;1;0;14;3
5.69;35;1;1;0;1;1;0;8;3
1.2;5;0;1;0;1;1;0;12;3
7.48;3;1;1;0;0;0;0;16;3
3.13;5;0;1;1;1;1;0;12;4
5.61;13;0;1;0;0;1;0;12;3
3.27;4;0;1;0;1;0;0;12;3
6.25;10;1;1;0;0;1;0;12;4
7.69;10;1;1;0;0;1;0;13;4
4;23;1;1;0;1;0;0;12;2
4.66;38;0;1;0;1;0;0;10;4
3.82;4;0;1;0;0;1;0;10;3
5.24;13;1;1;0;0;1;0;12;4
5.13;35;1;0;0;1;1;0;10;3
3.37;2;1;1;0;1;0;0;12;2
6.41;5;1;1;0;1;0;0;13;2
4.81;13;1;1;0;1;1;0;12;3
5.61;25;1;1;0;0;1;0;13;4
7.97;9;1;1;0;0;1;0;13;4
3.75;20;0;1;0;1;1;0;13;2
5.15;10;1;1;0;1;1;0;10;4
5.77;17;1;1;0;0;1;0;12;4
4.94;46;1;1;0;0;1;0;12;3
3.75;3;0;1;0;0;0;0;12;3
1.98;23;0;1;0;0;1;0;10;4
2.52;3;0;1;0;1;0;0;8;4
2.93;42;0;1;1;1;0;0;12;3
5.09;35;1;1;0;0;1;0;5;3
2.4;4;0;1;0;0;0;0;13;4
4.87;12;1;1;0;0;0;0;10;3
6.59;20;0;1;1;0;1;0;13;3
1.2;4;0;1;0;1;1;0;12;3
3.33;8;0;1;0;1;0;0;12;4
1.96;1;0;1;0;1;0;0;13;2
2.73;41;0;1;0;0;1;0;8;1
2.63;0;1;1;0;1;1;0;10;2
3.75;1;0;1;0;0;0;0;10;3
3.08;8;1;1;1;1;1;1;10;3
4.27;44;0;0;0;0;1;1;12;4
4.5;11;0;1;0;0;1;0;8;4
5.53;8;0;1;0;0;1;0;12;2
4.09;5;1;1;1;0;1;0;12;4
4.55;5;0;1;0;0;1;0;12;3
18.74;7;0;0;0;0;1;0;10;2
4.12;12;0;1;0;0;1;0;16;3
5.77;20;1;0;0;0;1;0;5;4
4.81;3;1;1;0;0;0;0;12;3
5.77;6;0;1;0;0;1;0;12;3
4.81;42;1;1;0;1;1;0;5;3
8.65;22;1;1;0;0;1;0;12;3
1.92;3;0;1;0;1;1;0;10;4
5.93;29;0;0;0;0;1;0;8;4
6.01;8;1;1;0;0;1;0;12;3
3.35;4;0;1;0;0;0;0;12;3
6.01;32;0;1;0;0;1;0;8;3
2.96;2;1;1;0;0;0;0;12;4
10.82;24;0;1;0;0;1;0;16;3
4.81;23;0;1;0;0;1;0;12;4
8.79;40;0;1;0;0;1;0;12;3
11.6;14;1;0;0;0;1;0;12;3
4.81;5;1;1;0;0;0;0;12;4
3.75;44;1;1;0;0;1;0;8;4
5.29;12;1;1;0;0;1;0;16;4
6.5;9;1;1;0;0;1;0;12;3
5.82;30;1;1;0;0;1;0;10;4
1.79;2;1;1;0;0;0;0;12;3
4.28;3;1;1;0;0;0;0;12;4
1.98;25;0;0;0;1;1;0;10;3
2.31;9;0;1;0;1;1;0;12;3
3.5;10;1;1;1;1;1;0;10;3
4.37;2;0;1;0;1;1;0;12;3
2.26;23;1;0;0;1;1;0;8;3
3.75;19;0;1;0;1;0;0;10;2
3.75;34;0;0;0;1;1;0;12;3
2.64;8;0;1;0;1;1;0;12;4
2.26;21;1;1;0;1;0;0;10;3
1.83;11;0;0;0;1;1;0;10;4
2.88;20;0;0;0;1;0;0;13;3
1.98;10;0;0;0;1;0;0;5;3
1.98;27;0;0;0;1;1;0;10;2
1.98;25;0;1;0;1;1;0;8;3
3.37;9;0;1;0;1;1;0;10;2
1.98;19;1;1;0;1;0;0;8;3
1.92;26;0;0;0;1;1;0;5;3
3.37;11;0;1;0;1;1;0;10;3
3.75;36;1;1;0;0;1;0;5;4
3.75;6;0;1;0;1;1;0;12;4
6.59;33;0;1;0;0;1;0;12;3
3.75;35;0;1;1;0;1;0;10;3
7.96;42;0;0;0;0;1;0;10;3
3.75;28;0;1;0;0;1;1;12;2
6.61;11;1;1;0;0;1;0;12;3
8.65;42;1;1;1;0;1;0;10;3
5.02;33;0;1;0;0;1;0;12;2
11.54;42;1;1;0;0;0;0;10;3
5.9;25;0;1;0;0;1;0;12;3
3.75;6;0;1;1;0;1;0;8;3
8.7;41;1;1;0;0;1;0;12;4
21.54;34;0;1;0;0;1;0;12;3
3.27;27;0;0;0;1;1;0;12;3
3.3;17;0;1;0;1;0;0;10;3
5.49;44;1;1;0;0;1;0;12;3
2.4;42;1;1;0;1;0;0;10;3
4.09;1;1;1;0;0;0;0;12;3
1.98;35;0;1;1;0;1;0;5;4
7.21;42;1;1;0;0;1;0;10;3
8.5;4;1;1;0;0;1;0;16;3
1.98;1;0;1;0;1;1;0;8;3
7.18;18;1;1;0;0;1;0;10;3
4.81;6;0;1;0;0;1;0;16;5
5.24;15;1;1;0;0;1;0;12;3
9.13;24;0;1;0;0;1;0;12;4
3.75;25;0;1;0;1;1;0;12;3
7.69;40;1;1;1;0;0;0;12;4
8.6;31;1;1;1;0;1;0;5;4
5.29;20;0;1;0;0;1;0;10;2
2.4;0;1;0;0;0;0;0;8;2
3.21;5;0;0;0;0;1;0;12;3
6.67;15;1;1;0;1;1;0;10;2
3.85;5;1;1;1;0;1;0;13;4
8.49;36;0;1;0;0;1;0;12;3
7.21;18;1;1;0;0;1;0;10;2
3.33;22;0;1;0;0;1;1;13;2
4.27;2;1;1;0;1;0;0;12;3
2.88;4;0;1;0;0;0;0;13;4
4.09;10;0;1;0;0;1;0;12;2
2.75;36;0;1;1;1;1;0;10;3
4.12;9;1;1;1;1;0;0;8;4
9.62;15;1;1;0;0;1;0;12;4
5.53;5;0;1;0;0;1;0;12;3
4.01;5;0;1;0;1;1;0;13;3
3.41;4;0;1;0;0;1;0;14;3
6.92;3;0;1;0;0;1;0;12;3
3.75;12;0;0;1;1;1;0;12;3
7.96;5;1;1;0;0;0;0;12;4
3.75;6;1;1;1;1;1;0;8;4
4.28;7;1;1;0;1;0;0;12;3
2.31;35;1;1;0;0;1;0;5;1
3.8;15;1;0;0;1;1;0;12;3
4.09;5;0;1;0;0;0;0;12;3
3.85;12;1;1;0;1;1;0;12;3
3.75;23;1;1;0;1;1;0;10;2
3;10;1;1;1;0;0;0;12;4
3.96;1;1;1;1;0;0;0;16;3
8.55;20;1;1;0;0;1;0;12;3
3.75;14;1;1;1;0;1;0;10;4
6;1;0;1;0;0;1;0;8;3
4.81;6;1;1;0;0;1;0;12;2
2.5;26;0;1;0;0;1;0;12;3
4.32;18;1;1;1;1;0;0;10;3
1.27;4;0;1;0;0;0;0;12;3
5.77;13;1;1;0;1;1;0;12;2
4.2;33;1;1;0;0;1;0;10;2
13.74;28;1;1;0;0;1;0;12;3
2.56;4;0;1;0;0;1;0;16;3
5.13;42;1;1;0;0;1;0;13;4
7.21;39;1;1;0;0;1;0;5;3
4.24;7;0;1;0;0;1;1;13;3
4.1;38;0;1;0;0;1;0;12;2
8.5;19;1;1;0;0;1;0;12;3
5.94;29;1;1;0;0;1;0;12;3
10.54;35;1;1;1;0;1;0;10;3
3.5;18;0;1;0;0;1;0;10;3
5.95;8;1;1;0;0;1;0;13;3
8.89;20;1;1;0;0;1;0;13;4
5.73;34;1;1;0;0;1;0;5;2
1.05;29;0;1;1;0;1;0;5;3
3.85;8;1;1;0;0;1;0;13;4
2.88;4;0;1;0;0;0;0;12;3
8.44;15;1;1;0;0;1;0;12;4
3.61;6;0;1;0;0;0;0;12;5
5.77;20;1;1;0;0;0;0;12;3
3.33;35;1;1;1;0;1;0;8;3
7.96;44;0;0;0;0;1;0;5;2
4.49;17;1;1;0;0;1;0;10;5
2.38;3;0;1;0;0;0;0;13;4
5.08;40;1;1;0;0;1;0;12;3
5.31;18;0;1;0;0;1;0;12;4
5.31;23;1;1;0;0;0;0;12;3
6.54;10;0;1;0;0;1;0;10;4
7.43;18;1;1;1;0;0;0;10;3
5.29;42;1;1;0;0;1;0;12;3
11.09;38;1;1;0;0;1;0;8;3
3.33;5;0;1;1;0;0;0;13;4
3.27;25;0;1;0;0;1;0;8;2
3.85;26;1;1;0;0;1;0;8;2
8.04;11;0;1;0;0;1;0;12;3
4.62;16;0;1;0;0;1;0;10;3
7.96;40;1;1;0;0;1;0;5;4
4.85;7;0;1;0;0;1;0;12;4
6.97;17;0;1;0;0;0;0;12;3
4.81;44;0;1;0;0;1;0;12;3
3.02;6;0;0;0;0;1;0;12;3
3.98;8;0;1;0;0;1;0;12;3
5.56;31;0;1;0;0;0;0;12;3
7.32;26;1;1;0;0;1;0;12;3
7.69;20;1;1;0;0;1;0;10;3
6.29;22;0;1;0;0;1;0;13;2
9.62;11;1;1;0;0;1;0;12;3
7.63;8;0;1;0;0;1;0;13;4
4.29;40;1;1;0;0;1;0;5;3
25.64;13;0;1;0;0;1;0;10;3
4.24;3;0;1;0;0;0;0;12;4
3.87;10;0;1;0;0;1;0;12;4
5.73;18;1;1;0;0;1;0;10;3
3.5;5;0;1;0;1;1;0;12;3
5.05;16;1;1;1;0;1;0;10;3
7.96;10;1;1;0;0;1;0;12;3
7.96;10;1;1;0;0;1;0;12;4
3.41;3;1;1;0;0;0;0;12;3
5.73;40;1;1;0;0;0;0;8;3
8.89;35;0;1;0;0;1;0;12;3
4.81;28;1;1;0;0;1;0;10;3
4.81;16;0;1;0;0;1;0;14;3
3.75;19;0;1;1;0;0;0;12;3
13.41;11;1;1;0;0;1;0;10;4
5.09;10;0;1;0;0;1;0;12;2
2.88;4;1;1;1;0;0;0;12;4
3.21;2;0;1;1;0;0;0;14;4
4.55;5;0;1;0;0;0;0;12;3
5.77;31;1;1;0;0;0;0;10;2
8.85;28;1;1;0;0;1;0;14;3
4.41;9;1;1;0;0;1;0;10;3
4.27;12;0;1;0;0;1;0;13;3
10.12;17;0;1;0;0;1;0;13;3
5.29;37;0;1;1;0;1;0;13;3
5.73;35;1;1;0;0;1;0;8;2
7.63;35;1;1;0;0;1;0;12;3
7.69;10;1;1;0;0;1;0;13;4
6.08;42;1;0;0;0;1;0;12;3
7.49;27;1;1;0;0;0;0;12;3
6.37;5;1;1;0;0;1;0;13;3
6.41;5;1;1;0;1;0;0;12;3
1.98;3;0;1;0;0;0;0;12;3
3.85;37;0;0;1;0;0;0;5;3
7.05;14;0;1;0;0;0;0;12;3
5.13;21;0;1;0;0;1;0;13;3
6.35;7;1;1;0;0;1;0;10;3
6.69;27;1;1;0;0;1;0;12;3
4.62;1;0;1;0;0;0;0;13;3
5.02;31;0;1;0;0;1;0;13;3
4.23;42;0;1;0;0;1;1;5;2
4.33;45;0;0;1;0;1;0;5;3
6.54;34;1;1;0;0;1;0;10;3
7.13;9;1;1;0;0;0;0;13;4
3.85;3;0;1;0;0;1;1;10;4
2.17;2;0;1;0;1;1;0;10;3
5.29;36;1;1;1;0;1;0;10;3
6.49;27;1;1;0;1;1;0;12;3
10.19;39;0;1;0;0;1;0;12;4
5.79;9;0;1;0;0;1;0;16;4
3.82;47;0;1;0;0;0;0;12;3
12.54;13;0;1;0;0;1;0;12;3
7.69;28;0;1;0;0;1;0;10;3
8.55;26;0;1;0;0;1;0;12;3
5.92;34;0;1;0;0;1;0;12;2
13.74;28;0;1;0;0;1;0;12;4
2.12;17;0;1;0;1;1;0;14;2
16.14;10;0;1;0;0;1;0;13;2
1.32;21;0;0;0;0;1;0;10;3
1.79;15;0;1;0;0;1;0;12;4
2.32;15;0;1;0;0;1;0;13;4
3.7;11;0;1;0;0;1;0;12;3
6.75;37;0;1;0;0;1;0;10;3
8.44;43;0;1;0;0;1;0;5;3
26.24;37;0;1;0;0;1;0;12;2
8.88;24;0;1;0;0;1;0;12;3
2.5;17;0;1;0;0;1;0;10;3
7.28;16;0;1;0;0;1;0;12;3
7.84;36;0;1;0;0;1;0;12;3
26.24;37;0;1;0;0;1;0;12;3
6.33;38;0;1;0;0;1;0;8;3
4.16;9;0;1;0;0;1;0;12;4
3.21;36;0;1;0;0;1;0;5;4
2.02;41;0;1;0;1;0;0;5;2
9.23;10;1;1;0;0;1;0;12;3
2.68;33;0;1;0;0;1;0;5;3
8.65;5;0;1;0;1;1;0;14;4
2.08;1;0;1;0;1;0;1;12;4
6.25;47;0;0;1;1;1;0;5;4
1.92;8;0;1;0;0;1;0;12;2
3.08;6;0;1;0;0;1;1;10;2
2.11;12;0;1;0;1;1;1;12;3
3.46;26;0;1;0;1;0;1;5;1
4.81;14;1;1;0;0;1;0;10;3
3.37;13;1;1;0;1;0;1;5;3
5.77;39;1;1;0;0;1;0;5;2
3.34;10;0;1;0;0;1;1;13;2
7.26;27;1;0;0;0;1;0;10;3
3.73;5;0;1;0;0;1;0;13;3
2.21;6;1;1;0;1;0;0;12;3
2.92;32;0;0;0;0;1;1;8;3
3.53;1;1;1;1;0;1;1;8;4
1.8;8;0;1;0;1;1;0;12;4
2.6;15;0;1;0;1;1;1;10;4
1.17;1;0;1;1;0;0;0;12;2
1.88;25;1;1;0;1;0;0;10;3
2.88;15;1;1;1;1;1;0;10;3
1.92;7;0;1;0;1;1;0;12;4
1.88;1;0;1;0;1;0;0;12;4
3.37;12;0;1;0;1;1;1;12;3
1.82;3;0;1;0;1;0;1;10;3
1.46;2;0;1;1;0;1;0;10;4
2.26;3;0;1;0;1;1;1;10;3
2.07;2;0;1;0;1;0;0;12;2
3.54;16;0;1;0;0;1;0;13;3
1.26;32;0;1;1;1;0;0;5;1
2.26;20;0;1;0;1;1;1;10;3
3.95;17;0;1;0;1;1;1;12;3
2.65;15;0;1;0;1;0;0;5;3
3.75;19;0;1;0;1;1;1;8;2
2.26;37;1;0;0;0;0;0;5;3
2.19;29;1;1;1;1;0;1;10;3
2.19;5;0;0;0;1;0;1;13;2
3.21;7;0;1;0;1;0;0;5;3
2.47;23;0;1;0;1;0;0;5;2
3;5;0;1;0;1;0;0;12;4
3.75;29;0;1;0;0;0;1;8;3
2;13;0;1;0;1;0;0;12;3
2.26;10;0;1;0;1;1;0;12;2
2.88;12;0;1;0;1;1;0;13;4
4.69;7;1;1;0;1;1;0;12;3
3.95;9;0;1;0;1;1;0;12;3
6.54;4;0;1;0;0;1;0;12;3
3.57;26;0;1;0;1;0;1;12;3
5.31;15;0;1;0;0;1;1;17;3
2.63;19;0;1;0;1;1;0;10;4
4.33;22;0;0;0;0;1;0;16;3
2.25;12;0;1;1;1;0;0;5;1
2.75;11;0;1;0;1;1;0;10;3
3.29;6;1;1;0;1;1;1;12;3
5.77;13;0;1;0;0;1;0;14;4
4.74;8;0;1;0;1;0;1;13;4
4.12;7;0;1;0;1;0;1;13;3
2.89;12;0;1;1;1;0;1;10;3
6.96;11;1;1;0;0;1;0;13;3
6.41;41;0;1;0;0;1;1;12;2
4.28;7;1;1;0;1;1;1;12;3
1.28;9;0;1;0;1;1;1;13;4
2.56;40;1;1;0;1;0;1;10;3
4.62;7;0;1;1;1;1;1;14;4
1.98;9;0;1;0;1;1;1;12;3
1.92;13;0;1;0;1;0;1;13;4
1.8;33;0;0;0;1;1;1;13;2
1.98;17;0;1;0;1;0;1;14;3
2;3;0;1;1;1;0;1;13;2
2.11;8;0;1;0;1;0;1;16;3
2.11;3;0;1;0;1;1;1;10;4
2.77;9;0;1;0;0;0;1;13;3
3.46;30;0;1;0;1;0;0;10;3
6;5;0;1;0;1;0;1;13;4
4.81;13;0;1;1;0;1;1;12;3
2.33;5;0;1;0;1;1;1;12;2
3.57;9;0;1;0;1;0;1;16;4
1.98;8;0;1;0;1;0;1;13;3
5.13;20;0;1;1;1;1;0;10;2
4.47;3;0;1;0;1;0;1;13;3
2.07;5;1;1;0;1;0;1;12;5
6.97;20;1;1;0;1;1;1;13;3
1.98;2;0;1;0;1;0;1;12;3
4.62;7;0;1;0;1;0;1;12;3
3.21;5;0;1;0;0;0;1;13;3
1.8;46;0;1;0;1;0;1;14;3
4.62;10;1;1;0;1;1;0;12;3
6.11;27;0;1;0;0;1;0;12;3
5.73;39;0;1;1;0;1;0;16;3
3.57;13;0;1;0;0;1;1;13;4
1.58;27;0;1;0;0;1;1;12;4
4.21;7;0;1;0;0;1;1;12;4
1.75;18;0;1;0;1;0;1;12;3
2.15;6;0;1;0;1;1;1;12;1
1.02;11;0;1;0;1;1;1;13;3
2.4;10;0;1;1;1;1;1;12;2
2.83;28;0;1;1;1;0;1;13;3
3.29;2;0;1;0;1;1;1;10;3
1.98;45;0;1;0;1;0;1;12;3
23.16;9;0;1;0;0;0;1;10;3
5.49;13;0;1;0;1;1;1;12;4
3;40;0;1;0;0;0;1;13;3
3.29;10;0;0;0;1;0;1;12;4
2.88;15;0;1;0;1;0;1;12;4
2.63;12;0;1;0;1;1;1;10;3
5.82;20;0;1;0;1;0;1;17;2
1.09;8;0;1;0;1;1;1;10;2
1.28;13;0;1;0;1;1;0;12;4
6.25;3;0;1;0;1;0;1;12;3
2.88;7;0;1;0;0;1;0;14;4
7.69;18;1;1;0;0;1;0;12;4
7.14;13;0;1;0;0;1;0;12;4
6.93;36;1;1;0;0;1;0;12;3
1.56;4;0;1;0;0;0;0;12;3
1.98;8;0;1;0;1;0;1;10;3
8.75;24;1;1;0;0;0;1;16;3
4.81;31;0;1;0;0;1;0;12;2
4.71;16;0;1;0;0;1;0;13;3
4.87;10;0;1;0;0;1;0;13;3
4.62;10;0;1;0;0;1;0;13;4
2.4;12;0;1;0;0;0;1;12;4
5.34;20;0;1;0;0;1;0;12;2
4.21;13;1;1;0;0;1;0;12;3
4.72;9;1;1;0;0;1;0;13;4
12.82;15;1;1;0;0;1;0;13;3
6.73;34;0;1;0;0;1;0;10;3
5.39;8;1;1;0;0;1;0;14;3
5.31;3;0;1;0;0;0;0;17;4
10.58;19;0;1;0;0;0;0;16;4
8.65;10;1;1;0;0;1;0;13;3
4.17;13;0;1;0;0;1;0;10;3
6.81;7;1;1;0;0;0;0;12;3
9.62;21;1;1;0;0;1;0;16;3
1.22;10;0;1;0;1;0;1;5;3
1.79;20;0;1;0;1;1;1;8;3
1.61;25;0;1;1;1;0;1;12;3
1.68;4;0;1;0;1;1;1;12;2
3.29;35;0;1;1;1;0;1;12;3
2.31;15;0;1;1;1;1;1;10;3
1.92;24;0;0;0;1;0;1;16;3
