season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed(mph),windspeed(ms),cnt
4,0,11,0,3,1,3,18.723347,22.5994,93.0,9.167543,4.09814170764,1817
4,0,11,0,4,1,2,14.008347,16.16105,57.5833,20.459254,9.14584443451,3053
4,0,11,0,5,1,1,11.240847,13.63605,41.0,11.291711,5.04770272687,3392
4,0,11,0,6,0,1,13.495847,16.22415,50.2083,15.041232,6.72384085829,3663
4,0,11,0,0,0,2,18.996653,22.8529,68.4583,12.45865,5.56935628073,3520
4,0,11,0,1,1,3,18.3475,22.2531,91.0,9.249618,4.13483147072,2765
4,0,11,0,2,1,3,17.083347,21.0848,96.25,7.959064,3.55791864104,1607
4,0,11,0,3,1,2,18.074153,21.52685,75.7917,22.500275,10.0582364774,2566
4,0,11,1,4,0,1,15.306653,18.62355,54.9167,11.209368,5.01089316048,1495
4,0,11,0,5,1,1,15.375,19.03355,64.375,6.6260186,2.96201099687,2792
4,0,11,0,6,0,1,15.409153,19.25435,68.1667,4.5841936,2.04925954403,3068
4,0,11,0,0,0,1,18.825847,22.79,69.8333,13.999918,6.25834510505,3071
4,0,11,0,1,1,1,20.642598,24.5061,74.3043,9.522174,4.25667143496,3867
4,0,11,0,2,1,2,18.791653,22.56875,83.0833,17.292164,7.7300688422,2914
4,0,11,0,3,1,1,13.325,15.56105,61.3333,18.167586,8.12140634779,3613
4,0,12,0,4,1,1,12.8125,15.2777,52.4583,14.750586,6.59391417076,3727
4,0,12,0,5,1,1,12.880847,16.57165,62.5833,6.750518,3.0176656236,3940
4,0,12,0,6,0,1,12.265847,15.5302,61.2917,6.4174811,2.86878904783,3614
4,0,12,0,0,0,1,13.564153,17.455,77.5833,5.6252061,2.51462051855,3485
4,0,12,0,1,1,2,15.819153,19.69625,82.7083,4.1679561,1.86319003129,3811
4,0,12,0,2,1,3,18.9625,22.82,94.9583,15.583061,6.96605319624,2594
4,0,12,0,3,1,3,16.81,20.0123,97.0417,17.833725,7.97216137684,705
4,0,12,0,4,1,1,10.899153,12.8469,58.0,16.083886,7.18993562807,3322
4,0,12,0,5,1,1,11.924153,15.8771,69.5833,5.5420189,2.47743357175,3620
4,0,12,0,6,0,1,11.275,13.3206,50.75,15.625807,6.98516182387,3190
4,0,12,0,0,0,1,9.054153,12.6577,49.0,4.4582939,1.99297894502,2743
4,0,12,0,1,1,1,9.771653,13.5098,67.0833,4.25115,1.90037997318,3310
4,0,12,0,2,1,1,11.5825,15.0569,59.0,9.41685,4.20958873491,3523
4,0,12,0,3,1,2,13.0175,16.9181,66.375,4.0842061,1.82575149754,3740
4,0,12,0,4,1,2,17.3225,20.61185,63.4167,17.958814,8.02807957085,3709
4,0,12,0,5,1,2,15.375,17.99125,50.0417,17.458525,7.80443674564,3577
4,0,12,0,6,0,2,10.591653,12.46855,56.0833,16.292189,7.28305274922,2739
4,0,12,0,0,0,1,9.771653,12.27895,58.625,11.375193,5.08502145731,2431
4,0,12,0,1,1,1,11.343347,14.04665,63.75,11.584032,5.17837818507,3403
4,0,12,0,2,1,2,15.819153,19.8227,59.5417,4.1252436,1.84409637908,3750
1,0,12,0,3,1,2,17.561653,21.40085,85.8333,14.8338,6.6311130979,2660
1,0,12,0,4,1,2,17.356653,21.30605,75.75,3.167425,1.41592534645,3068
1,0,12,0,5,1,1,15.306653,18.87565,68.625,18.374482,8.21389450156,2209
1,0,12,0,6,0,1,12.4025,14.9621,54.25,12.750368,5.69976218149,1011
1,0,12,0,0,0,1,11.266103,13.99805,68.1304,10.391097,4.64510371033,754
1,0,12,1,1,0,1,13.191299,15.77675,50.6957,16.044155,7.17217478766,1317
1,0,12,0,2,1,2,13.325,16.38165,76.25,12.62615,5.64423334823,1162
1,0,12,0,3,1,1,12.26433,13.9987,50.3913,19.695387,8.80437505588,2302
1,0,12,0,4,1,1,10.181653,13.1946,57.4167,8.000604,3.57648815378,2423
1,0,12,0,5,1,1,12.778347,15.9406,63.6667,9.000579,4.02350424676,2999
1,0,12,0,6,0,1,16.81,20.70605,61.5833,14.750318,6.59379436746,2485
1,1,1,0,0,0,1,15.17,18.78105,69.25,12.875189,5.75556057219,2294
1,1,1,1,1,0,1,11.194763,12.6152,38.1304,22.087555,9.8737393831,1951
1,1,1,0,2,1,1,6.15,6.31375,44.125,24.499957,10.9521488601,2236
1,1,1,0,3,1,2,4.4075,5.96685,41.4583,12.3749,5.53191774698,2368
1,1,1,0,4,1,1,10.899153,13.9206,52.4167,8.709129,3.89321814931,3272
1,1,1,0,5,1,1,13.700847,17.01335,54.2083,11.249836,5.02898345999,4098
1,1,1,0,6,0,1,16.126653,19.53895,53.1667,11.708786,5.23414662494,4521
1,1,1,0,0,0,1,13.8375,17.0129,46.5,12.833314,5.73684130532,3425
1,1,1,0,1,1,2,9.190847,12.37395,70.1667,6.6263,2.96213679034,2376
1,1,1,0,2,1,1,12.656536,15.9413,64.6522,12.565984,5.61733750559,3598
1,1,1,0,3,1,2,11.240847,14.14105,84.75,8.791807,3.93017746983,2177
1,1,1,0,4,1,2,15.6825,19.0969,80.2917,12.124789,5.42011130979,4097
1,1,1,0,5,1,1,11.240847,12.4681,50.75,25.333236,11.3246472955,3214
1,1,1,0,6,0,1,7.38,9.15435,45.75,12.541261,5.60628565042,2493
1,1,1,0,0,0,1,6.833347,8.08125,41.9167,16.834286,7.52538489048,2311
1,1,1,1,1,0,1,7.79,9.53315,52.25,15.500986,6.92936343317,2298
1,1,1,0,2,1,2,15.294763,18.2139,71.6087,23.39171,10.4567322307,2935
1,1,1,0,3,1,1,12.436653,13.7627,44.3333,27.833743,12.44244211,3376
1,1,1,0,4,1,1,7.79,9.5019,49.75,14.750586,6.59391417076,3292
1,1,1,0,5,1,2,8.9175,11.0479,45.0,13.58425,6.07253017434,3163
1,1,1,0,6,0,2,7.106653,8.74375,83.125,14.917014,6.66831202503,1301
1,1,1,0,0,0,2,6.6625,8.1125,79.625,13.375746,5.97932320072,1977
1,1,1,0,1,1,2,8.951653,12.1529,91.125,7.417436,3.31579615557,2432
1,1,1,0,2,1,1,14.0425,17.4554,83.5833,8.292389,3.70692400536,4339
1,1,1,0,3,1,1,12.060847,14.74105,64.375,10.791757,4.82420965579,4270
1,1,1,0,4,1,2,14.008347,17.8025,76.9583,4.9175186,2.19826490836,4075
1,1,1,0,5,1,2,17.425,20.76915,74.125,22.958689,10.2631600358,3456
1,1,1,0,6,0,1,12.949153,16.31895,54.3333,14.125543,6.31450290568,4023
1,1,1,0,0,0,1,11.5825,13.63605,31.125,16.08335,7.18969602146,3243
1,1,1,0,1,1,1,11.035847,13.13125,40.0833,14.458064,6.46314886008,3624
1,1,1,0,2,1,1,15.99,19.06585,41.6667,17.541739,7.84163567278,4509
1,1,2,0,3,1,1,19.235847,23.3269,50.7917,12.667489,5.66271300849,4579
1,1,2,0,4,1,2,16.365847,19.94855,67.2917,12.541529,5.60640545373,3761
1,1,2,0,5,1,1,12.846653,15.4673,52.6667,11.959232,5.34610281627,4151
1,1,2,0,6,0,2,10.830847,13.63625,77.9583,8.167032,3.65088600805,2832
1,1,2,0,0,0,2,10.899153,13.22605,68.7917,11.791732,5.27122574877,2947
1,1,2,0,1,1,1,11.586969,14.8213,62.2174,10.3046,4.60643719267,3784
1,1,2,0,2,1,1,14.520847,18.0552,49.625,9.874393,4.4141229325,4375
1,1,2,0,3,1,2,10.523347,13.32105,72.2917,8.959307,4.00505453733,2802
1,1,2,0,4,1,1,10.865,13.0994,56.2083,13.000479,5.81156861869,3830
1,1,2,0,5,1,2,11.514153,14.6779,54.0,7.834243,3.50212025034,3831
1,1,2,0,6,0,3,9.190847,10.54335,73.125,19.416332,8.67962986142,2169
1,1,2,0,0,0,1,5.2275,5.0829,46.4583,27.417204,12.2562378185,1529
1,1,2,0,1,1,1,9.1225,11.39565,41.125,11.207961,5.01026419312,3422
1,1,2,0,2,1,2,13.085847,16.6973,50.875,9.458993,4.2284278051,3922
1,1,2,0,3,1,1,14.281653,17.58145,53.125,12.1672,5.43907018328,4169
1,1,2,0,4,1,2,12.983347,16.5081,75.2917,6.125475,2.73825435852,3005
1,1,2,0,5,1,1,14.076653,17.58145,63.4583,13.791682,6.16525793473,4154
1,1,2,0,6,0,1,14.213347,17.77125,53.4583,12.792243,5.71848144837,4318
1,1,2,0,0,0,2,11.48,13.2894,51.5833,16.958504,7.58091372374,2689
1,1,2,1,1,0,1,11.48,13.66955,50.7826,15.348561,6.86122530174,3129
1,1,2,0,2,1,1,11.800866,14.75565,59.4348,13.783039,6.16139427805,3777
1,1,2,0,3,1,1,16.229153,19.63335,56.7917,15.709557,7.02260035762,4773
1,1,2,0,4,1,1,18.620847,22.2223,55.4583,12.791171,5.71800223514,5062
1,1,2,0,5,1,2,16.7075,20.54855,73.75,15.916989,7.11532811802,3487
1,1,2,0,6,0,1,11.924153,12.78375,39.5833,28.250014,12.6285265981,2732
1,1,2,0,0,0,1,11.445847,13.4154,41.0,13.750343,6.14677827447,3389
1,1,2,0,1,1,1,15.033347,17.8977,49.0833,17.958211,8.02781001341,4322
1,1,2,0,2,1,1,14.725847,17.67625,39.5833,12.958939,5.79299910595,4363
1,1,2,0,3,1,2,14.118268,17.4235,80.4783,12.000839,5.36470227984,1834
1,1,3,0,4,1,1,19.919153,23.76855,61.5417,15.208129,6.79844836835,4990
1,1,3,0,5,1,2,14.486653,17.9921,65.7083,9.708568,4.33999463567,3194
1,1,3,0,6,0,2,16.980847,20.6746,62.125,10.792293,4.82444926241,4066
1,1,3,0,0,0,1,13.359153,15.15105,40.3333,22.416257,10.0206781404,3423
1,1,3,0,1,1,1,9.976653,12.05855,50.625,15.333486,6.85448636567,3333
1,1,3,0,2,1,1,10.591653,12.7521,45.6667,13.458625,6.01637237371,3956
1,1,3,0,3,1,1,16.570847,19.255,51.3333,23.167193,10.3563670094,4916
1,1,3,0,4,1,1,21.6275,26.2302,56.75,29.584721,13.2251770228,5382
1,1,3,0,5,1,2,16.844153,19.85415,40.7083,27.7916,12.4236030398,4569
1,1,3,0,6,0,1,11.7875,13.88835,35.0417,15.12525,6.76139919535,4118
1,1,3,0,0,0,1,14.831299,17.9835,47.6957,14.913329,6.66666472955,4911
1,1,3,0,1,1,1,19.133347,22.9796,48.9167,13.916771,6.22117612874,5298
1,1,3,0,2,1,1,23.165,27.14645,61.75,15.87565,7.09684845776,5847
1,1,3,0,3,1,1,23.4725,27.43085,50.7083,7.709154,3.44620205633,6312
1,1,3,0,4,1,1,22.8575,26.64125,57.9583,10.042161,4.48911980331,6192
1,1,3,0,5,1,2,17.869153,21.81145,84.2083,7.583864,3.39019400983,4378
1,1,3,0,6,0,2,21.080847,25.2523,75.5833,7.417168,3.31567635226,7836
1,1,3,0,0,0,2,19.3725,23.2,81.0,8.501161,3.8002507823,5892
1,1,3,0,1,1,1,22.345,26.64105,72.875,10.875239,4.86152838623,6153
1,1,3,0,2,1,1,22.994153,26.92665,80.7917,8.125157,3.63216674117,6093
2,1,3,0,3,1,2,21.798347,25.6629,82.125,6.0004061,2.68234514975,6230
2,1,3,0,4,1,1,22.720847,26.57835,83.125,7.876654,3.52107912383,6871
2,1,3,0,5,1,2,24.668347,28.50335,69.4167,7.7921,3.48328118015,8362
2,1,3,0,6,0,2,20.6025,24.33665,88.5417,12.916461,5.77401028163,3372
2,1,3,0,0,0,2,17.9375,21.8744,88.0833,14.791925,6.61239383102,4996
2,1,3,0,1,1,1,18.279153,21.9375,47.7917,25.917007,11.5856088511,5558
2,1,3,0,2,1,1,13.256653,15.7827,29.0,12.541864,5.60655520787,5102
2,1,3,0,3,1,1,19.850847,23.5475,48.125,19.541957,8.73578766205,5698
2,1,3,0,4,1,1,20.260847,24.1152,43.9167,21.41655,9.57378185069,6133
2,1,3,0,5,1,2,15.17,18.78105,58.0833,9.250489,4.13522083147,5459
2,1,3,0,6,0,2,17.390847,21.0854,73.8333,16.791339,7.50618641037,6235
2,1,4,0,0,0,2,17.459153,20.86435,67.625,11.541889,5.15953911489,6041
2,1,4,0,1,1,1,17.790433,21.37565,50.4348,20.913313,9.34882118909,5936
2,1,4,0,2,1,1,19.133347,23.07415,39.6667,6.708911,2.99906616004,6772
2,1,4,0,3,1,1,22.208347,26.6725,46.9583,12.125325,5.42035091641,6436
2,1,4,0,4,1,1,17.835,21.55815,37.4167,14.708443,6.57507510058,6457
2,1,4,0,5,1,1,16.536653,19.53835,37.7083,20.125996,8.99686902101,6460
2,1,4,0,6,0,1,17.9375,21.30645,25.4167,18.416357,8.23261376844,6857
2,1,4,0,0,0,1,20.5,24.62125,27.5833,15.583932,6.966442557,5169
2,1,4,0,1,1,1,20.055847,23.8319,31.75,23.999132,10.7282664283,5585
2,1,4,0,2,1,1,18.313347,21.81165,43.5,16.708125,7.46898748324,5918
2,1,4,0,3,1,1,14.296536,16.8637,46.9565,19.783358,8.84370049173,4862
2,1,4,0,4,1,1,16.2975,19.3802,46.625,19.458743,8.69858873491,5409
2,1,4,0,5,1,1,18.1425,21.5904,40.8333,10.416557,4.65648502459,6398
2,1,4,0,6,0,1,20.295,24.3998,50.2917,12.791439,5.71812203844,7460
2,1,4,0,0,0,1,24.873347,28.69375,50.7917,15.083643,6.74279973178,7132
2,1,4,1,1,0,1,27.230847,30.74625,56.1667,19.083543,8.53086410371,6370
2,1,4,0,2,1,1,24.941653,29.92435,39.0417,18.333143,8.19541484131,6691
2,1,4,0,3,1,2,18.996653,22.8519,56.9167,11.250104,5.0291032633,4367
2,1,4,0,4,1,1,20.431653,24.6523,61.25,4.4172564,1.97463406348,6565
2,1,4,0,5,1,1,21.593347,25.78875,69.4583,10.041357,4.48876039338,7290
2,1,4,0,6,0,1,23.37,27.14605,68.2917,19.000329,8.49366517658,6624
2,1,4,0,0,0,3,16.263347,19.4752,83.5417,23.084582,10.3194376397,1027
2,1,4,0,1,1,2,13.188347,15.05625,76.6667,20.334232,9.08995619133,3214
2,1,4,0,2,1,1,16.946653,20.26415,45.4167,16.708661,7.46922708985,5633
2,1,4,0,3,1,1,19.543347,23.51585,42.7917,7.959064,3.55791864104,6196
2,1,4,0,4,1,2,20.431653,24.17915,75.6667,11.833875,5.29006481895,5026
2,1,4,0,5,1,1,18.7575,22.63185,40.0833,23.291411,10.4118958426,6233
2,1,4,0,6,0,2,15.443347,18.8752,48.9583,8.708325,3.89285873938,4220
2,1,4,0,0,0,1,18.791653,22.50605,58.7083,7.832836,3.50149128297,6304
2,1,4,0,1,1,2,19.030847,22.8848,57.0,11.499746,5.1407000447,5572
2,1,5,0,2,1,2,25.146653,28.85105,65.9583,10.458432,4.67520429146,5740
2,1,5,0,3,1,1,23.130847,26.8948,79.7083,9.249886,4.13495127403,6169
2,1,5,0,4,1,2,22.96,26.8621,76.8333,8.957632,4.00430576665,6421
2,1,5,0,5,1,1,25.7275,29.54585,73.5417,10.916846,4.8801278498,6296
2,1,5,0,6,0,2,25.488347,29.2304,75.6667,10.250464,4.58223692445,6883
2,1,5,0,0,0,2,23.0625,27.33685,74.0,10.041893,4.489,6359
2,1,5,0,1,1,2,22.0375,26.3571,66.4167,15.458307,6.91028475637,6273
2,1,5,0,2,1,2,23.848347,27.87355,68.5833,19.833943,8.86631336612,5728
2,1,5,0,3,1,2,23.575,27.65125,74.4167,14.499604,6.48171837282,4717
2,1,5,0,4,1,1,20.739153,24.58915,55.2083,21.042221,9.40644658024,6572
2,1,5,0,5,1,1,21.866653,26.04165,36.0417,15.874779,7.096459097,7030
2,1,5,0,6,0,1,23.130847,27.24085,48.0417,8.249911,3.68793518105,7429
2,1,5,0,0,0,1,25.1125,29.2619,57.625,15.082839,6.74244032186,6118
2,1,5,0,1,1,2,23.506653,27.495,78.9583,14.250364,6.37030129638,2843
2,1,5,0,2,1,2,25.078347,28.8202,79.4583,9.875264,4.41451229325,5115
2,1,5,0,3,1,1,26.103347,29.79875,69.7917,8.208304,3.66933571748,7424
2,1,5,0,4,1,1,24.326653,28.63065,52.0,15.374825,6.87296602593,7384
2,1,5,0,5,1,1,23.130847,27.55605,52.3333,9.166739,4.09778229772,7639
2,1,5,0,6,0,1,24.6,28.3454,45.625,5.626325,2.51512069736,8294
2,1,5,0,0,0,1,25.454153,29.19835,53.0417,17.042589,7.61850201162,7129
2,1,5,0,1,1,2,24.531653,28.28335,81.125,15.624668,6.98465265981,4359
2,1,5,0,2,1,2,25.215,29.04125,76.5833,7.917189,3.53919937416,6073
2,1,5,0,3,1,2,25.488347,29.2306,77.4583,6.834,3.05498435405,5260
2,1,5,0,4,1,1,26.855,30.335,71.6667,11.584032,5.17837818507,6770
2,1,5,0,5,1,1,27.88,31.37645,74.7083,9.41685,4.20958873491,6734
2,1,5,0,6,0,1,28.3925,32.1348,73.25,13.332464,5.95997496647,6536
2,1,5,0,0,0,1,28.29,32.07125,69.7083,14.416457,6.44454939651,6591
2,1,5,1,1,0,1,29.2125,33.965,67.625,13.166907,5.88596647295,6043
2,1,5,0,2,1,1,29.6225,33.6496,68.4583,19.7918,8.84747429593,5743
2,1,5,0,3,1,2,26.923347,30.55645,67.0,9.000043,4.02326464014,6855
2,1,5,0,4,1,1,27.88,31.56645,49.2917,13.083693,5.84876754582,7338
2,1,6,0,5,1,2,26.820847,30.3981,75.5417,15.916721,7.11520831471,4127
2,1,6,0,6,0,1,23.916653,28.3144,54.9167,12.499654,5.58768618686,8120
2,1,6,0,0,0,1,24.7025,28.75665,49.3333,12.333829,5.51355789003,7641
2,1,6,0,1,1,1,24.4975,28.91415,48.7083,19.083811,8.53098390702,6998
2,1,6,0,2,1,2,22.174153,26.2946,61.3333,14.041525,6.27694456862,7001
2,1,6,0,3,1,1,22.720847,27.1146,61.125,5.167375,2.30995753241,7055
2,1,6,0,4,1,1,24.7025,28.4721,56.7083,10.54245,4.71276262852,7494
2,1,6,0,5,1,1,26.615847,29.8931,46.7917,11.750661,5.25286589182,7736
2,1,6,0,6,0,1,29.144153,32.41835,43.7083,9.667229,4.32151497541,7498
2,1,6,0,0,0,1,29.793347,33.17585,53.8333,8.959307,4.00505453733,6598
2,1,6,0,1,1,2,29.554153,32.98605,58.7917,13.916771,6.22117612874,6664
2,1,6,0,2,1,2,26.786653,29.89375,83.3333,14.374582,6.42583012964,4972
2,1,6,0,3,1,1,26.889153,30.55585,58.2083,22.999693,10.2814899419,7421
2,1,6,0,4,1,1,26.581653,31.21915,56.9583,17.000111,7.5995131873,7363
2,1,6,0,5,1,1,26.205847,29.9877,58.9583,11.833339,5.28982521234,7665
2,1,6,0,6,0,1,25.898347,29.7354,50.4167,11.166689,4.99181448368,7702
2,1,6,0,0,0,1,24.2925,28.59875,59.875,9.708568,4.33999463567,6978
2,1,6,0,1,1,2,23.301653,27.2421,77.7917,11.707982,5.23378721502,5099
2,1,6,0,2,1,1,28.221653,32.7346,69.0,9.917139,4.43323156013,6825
2,1,6,0,3,1,1,32.0825,36.04875,59.2083,7.625404,3.40876352257,6211
3,1,6,0,4,1,1,33.039153,37.6271,56.7917,7.958729,3.5577688869,5905
3,1,6,0,5,1,1,31.8775,36.20605,57.375,12.250414,5.47626911042,5823
3,1,6,0,6,0,1,29.998347,32.6396,53.4583,12.041307,5.38279257935,7458
3,1,6,0,0,0,1,30.476653,33.7127,47.9167,9.750175,4.35859409924,6891
3,1,6,0,1,1,1,29.349153,32.7021,50.4167,20.125661,8.99671926688,6779
3,1,6,0,2,1,1,25.864153,29.7352,37.3333,23.292014,10.4121654001,7442
3,1,6,0,3,1,1,28.5975,32.0396,36.0,18.208925,8.13988600805,7335
3,1,6,0,4,1,1,30.715847,33.7756,42.25,11.50055,5.14105945463,6879
3,1,6,0,5,1,1,34.200847,39.33065,48.875,11.082939,4.95437594993,5463
3,1,6,0,6,0,1,31.365,34.3754,60.125,10.791757,4.82420965579,5687
3,1,7,0,0,0,1,33.449153,37.53145,51.875,11.291443,5.04758292356,5531
3,1,7,0,1,1,1,32.048347,35.1019,44.7083,13.082889,5.8484081359,6227
3,1,7,0,2,1,1,32.014153,35.1325,49.2083,8.457879,3.78090254806,6660
3,1,7,1,3,0,1,32.355847,36.61685,53.875,9.04165,4.04186410371,7403
3,1,7,0,4,1,1,33.9275,38.06835,45.7917,12.999943,5.81132901207,6241
3,1,7,0,5,1,1,33.961653,37.62665,45.0833,9.791514,4.3770737595,6207
3,1,7,0,6,0,1,35.328347,40.24565,49.2083,10.958118,4.89857755923,4840
3,1,7,0,0,0,1,33.7225,39.5198,57.375,8.417143,3.76269244524,4672
3,1,7,0,1,1,2,29.144153,32.7027,68.3333,12.125325,5.42035091641,6569
3,1,7,0,2,1,2,29.554153,33.2398,66.75,10.166379,4.54464863657,6290
3,1,7,0,3,1,1,29.383347,32.51355,63.3333,10.166111,4.54452883326,7264
3,1,7,0,4,1,1,29.349153,32.73415,52.9583,9.833925,4.39603263299,7446
3,1,7,0,5,1,2,29.998347,33.39665,48.5833,5.41695,2.42152436299,7499
3,1,7,0,6,0,2,28.836653,33.3021,69.9167,9.626493,4.3033048726,6969
3,1,7,0,0,0,1,30.579153,35.2598,71.7917,11.166689,4.99181448368,6031
3,1,7,0,1,1,1,31.296653,36.20625,64.5,11.000529,4.91753643272,6830
3,1,7,0,2,1,1,33.551653,37.78415,50.5833,7.666743,3.42724318283,6786
3,1,7,0,3,1,1,32.526653,37.27915,57.7083,9.208614,4.1165015646,5713
3,1,7,0,4,1,1,31.57,35.7321,60.0417,11.083743,4.95473535986,6591
3,1,7,0,5,1,2,27.299153,30.65125,84.4167,14.000789,6.2587344658,5870
3,1,7,0,6,0,3,24.429153,27.4956,86.5417,14.2911,6.3885113992,4459
3,1,7,0,0,0,2,27.3675,31.15625,76.25,6.2926936,2.81300563254,7410
3,1,7,0,1,1,1,30.408347,34.50085,69.4167,9.291761,4.1536705409,6966
3,1,7,0,2,1,1,30.784153,35.3225,65.5,14.167418,6.33322217255,7592
3,1,7,0,3,1,1,29.690847,32.7027,45.0,11.0416,4.93589628967,8173
3,1,7,0,4,1,1,31.843347,36.96315,59.6667,19.082471,8.53038489048,6861
3,1,7,0,5,1,1,32.048347,36.71085,59.4583,10.250464,4.58223692445,6904
3,1,7,0,6,0,1,30.989153,34.8802,61.3333,10.54245,4.71276262852,6685
3,1,7,0,0,0,1,29.588347,33.39665,62.375,11.416532,5.10350111757,6597
3,1,7,0,1,1,1,29.964153,34.24935,66.875,10.292339,4.60095619133,7105
3,1,7,0,2,1,1,29.246653,33.1448,70.4167,11.083475,4.95461555655,7216
3,1,8,0,3,1,1,29.4175,33.3654,67.75,9.458993,4.2284278051,7580
3,1,8,0,4,1,1,30.8525,35.3544,65.9583,8.666718,3.87425927582,7261
3,1,8,0,5,1,2,31.399153,36.14335,64.25,14.458064,6.46314886008,7175
3,1,8,0,6,0,1,32.526653,37.56335,61.3333,17.249686,7.71108001788,6824
3,1,8,0,0,0,1,31.535847,36.55395,65.25,19.458207,8.6983491283,5464
3,1,8,0,1,1,2,30.8525,35.5123,65.4167,8.666718,3.87425927582,7013
3,1,8,0,2,1,2,30.169153,34.88105,70.375,7.832836,3.50149128297,7273
3,1,8,0,3,1,2,30.75,35.38585,67.2917,7.4169,3.31555654895,7534
3,1,8,0,4,1,1,30.989153,34.9754,62.0417,10.4587,4.67532409477,7286
3,1,8,0,5,1,2,29.349153,33.3971,71.5833,16.000471,7.15264684846,5786
3,1,8,0,6,0,2,28.3925,31.91335,73.2917,13.834093,6.18421680823,6299
3,1,8,0,0,0,1,28.734153,32.22895,53.0417,8.208304,3.66933571748,6544
3,1,8,0,1,1,1,29.554153,33.1127,54.5417,9.126204,4.07966204738,6883
3,1,8,0,2,1,1,29.793347,33.83895,68.6667,11.333586,5.06642199374,6784
3,1,8,0,3,1,1,28.973347,32.70185,61.9583,11.374657,5.08478185069,7347
3,1,8,0,4,1,1,29.485847,32.7344,51.9167,9.500332,4.24690746536,7605
3,1,8,0,5,1,1,29.656653,12.12,57.0833,15.500718,6.92924362986,7148
3,1,8,0,6,0,1,27.811653,30.90355,60.3333,11.917089,5.32726374609,7865
3,1,8,0,0,0,2,26.069153,30.1777,71.1667,5.79215,2.58924899419,4549
3,1,8,0,1,1,2,26.069153,29.79835,73.4167,8.708593,3.89297854269,6530
3,1,8,0,2,1,1,26.615847,30.05125,67.375,4.8756436,2.17954564148,7006
3,1,8,0,3,1,1,27.3675,31.0927,67.7083,4.7089811,2.10504295932,7375
3,1,8,0,4,1,1,28.529153,31.8504,63.5833,5.6679186,2.53371417076,7765
3,1,8,0,5,1,2,28.8025,32.355,61.5,4.8337686,2.16082637461,7582
3,1,8,0,6,0,2,27.128347,30.9348,71.2917,16.375336,7.32022172553,6053
3,1,8,0,0,0,2,26.786653,29.7998,84.5833,15.333486,6.85448636567,5255
3,1,8,0,1,1,1,28.836653,32.7344,73.0417,8.625111,3.85565981225,6917
3,1,8,0,2,1,1,29.861653,33.3025,62.0,12.791975,5.71836164506,7040
3,1,8,0,3,1,1,28.085,31.78665,55.2083,7.541654,3.37132498882,7697
3,1,8,0,4,1,1,28.973347,32.63895,59.0417,5.1668189,2.30970894055,7713
3,1,8,0,5,1,1,31.330847,34.47,58.75,11.291711,5.04770272687,7350
3,1,9,0,6,0,2,30.886653,35.1327,63.8333,7.583529,3.3900442557,6140
3,1,9,0,0,0,2,28.563347,32.45,81.5,4.2927436,1.91897344658,5810
3,1,9,1,1,0,1,29.0075,33.08145,79.0833,10.125107,4.52619892713,6034
3,1,9,0,2,1,1,29.759153,34.3444,75.5,15.833507,7.07800938757,6864
3,1,9,0,3,1,1,30.203347,35.44915,74.125,12.583136,5.6250049173,7112
3,1,9,0,4,1,2,28.563347,32.76645,81.0417,9.542207,4.26562673223,6203
3,1,9,0,5,1,1,28.836653,32.8602,73.625,11.500282,5.14093965132,7504
3,1,9,0,6,0,2,27.025847,30.55605,79.9167,18.833968,8.41929727313,5976
3,1,9,0,0,0,1,25.01,28.94625,54.75,15.041232,6.72384085829,8227
3,1,9,0,1,1,1,23.916653,28.2827,50.375,17.333771,7.74866830577,7525
3,1,9,0,2,1,1,23.6775,27.7146,52.0,6.1676314,2.75709941886,7767
3,1,9,0,3,1,1,24.565847,28.50375,57.7083,8.833682,3.9488967367,7870
3,1,9,0,4,1,1,25.1125,28.9779,63.7083,5.5422936,2.47755637014,7804
3,1,9,0,5,1,1,25.966653,29.70415,67.25,6.958821,3.11078274475,8009
3,1,9,0,6,0,1,24.941653,29.29335,50.1667,16.583907,7.41345864998,8714
3,1,9,0,0,0,1,23.78,28.15625,57.0,6.0422811,2.70106441663,7333
3,1,9,0,1,1,2,23.814153,27.6525,73.4583,10.166714,4.5447983907,6869
3,1,9,0,2,1,2,25.556653,28.25335,87.25,23.958329,10.7100263746,4073
3,1,9,0,3,1,1,22.6525,27.0202,53.6667,14.416725,6.44466919982,7591
3,1,9,0,4,1,1,22.413347,26.6096,61.8333,7.917189,3.53919937416,7720
3,1,9,0,5,1,1,24.565847,28.59855,66.875,10.333343,4.61928609745,8167
3,1,9,0,6,0,1,26.65,30.5244,64.6667,19.000061,8.49354537327,8395
4,1,9,0,0,0,1,21.695847,25.94665,46.7083,14.958286,6.68676173447,7907
4,1,9,0,1,1,1,21.080847,25.12565,49.2917,9.541068,4.26511756817,7436
4,1,9,0,2,1,1,22.55,27.20895,57.0,15.833507,7.07800938757,7538
4,1,9,0,3,1,1,26.035,29.83065,63.0833,16.3748,7.31998211891,7733
4,1,9,0,4,1,2,26.65,30.39875,69.0833,9.000914,4.02365400089,7393
4,1,9,0,5,1,2,25.385847,29.29315,69.0,10.999993,4.91729682611,7415
4,1,9,0,6,0,1,22.2425,26.5148,54.2917,15.249468,6.81692802861,8555
4,1,9,0,0,0,1,21.593347,25.88315,58.3333,9.042186,4.04210371033,6889
