"id","text","author"
"id13363","This was very gruesome and abnormal, so we confined Müller in irons and had him soundly whipped.","HPL"
"id01126","A great central orb was, in fact, suggested; so far Mudler was consistent.","EAP"
"id17599","The consciousness of being had grown hourly more indistinct, and that of mere locality had, in great measure, usurped its position.","EAP"
"id05331","You are dear to us, because you wear the frail shape of humanity; each one among you will find a friend and host among these forces.","MWS"
"id25466","Sleeping thus under the beneficent eye of heaven, can evil visit thee, O Earth, or grief cradle to their graves thy luckless children?","MWS"
"id22892","The next April sickness occurred among the children, and Abigail and Ruth died before the month was over.","HPL"
"id17351","It was, indeed, an exceedingly singular happening; though after all a simple one.","HPL"
"id11998","He was, as it were, now awakened from his long, visionary sleep, and he felt some what like one of the seven sleepers, or like Nourjahad, in that sweet imitation of an eastern tale: Diana was gone; his friends were changed or dead, and now on his awakening I was all that he had to love on earth.","MWS"
"id23660","The scene was perfectly solitary; a few boats were returning towards land, but I sailed away from them.","MWS"
"id04155","In short, no position can be attained, from which an artistical eye, looking steadily, will not find matter of offence, in what is technically termed the composition of a natural landscape.","EAP"
"id11832","I know not how the entanglement took place, but so it was.","EAP"
"id13353","It was from the tethered horses they had screamed, not neighed, but screamed... and there was no light down there, nor the sound of any human thing, to shew why they had done so.","HPL"
"id00385","Lavinia Whateley had no known husband, but according to the custom of the region made no attempt to disavow the child; concerning the other side of whose ancestry the country folk might and did speculate as widely as they chose.","HPL"
"id11045","Then I half fancied I heard a sound myself; though it was not a horrible sound, but rather an exquisitely low and infinitely distant musical note, suggesting a player in one of the neighbouring houses, or in some abode beyond the lofty wall over which I had never been able to look.","HPL"
"id15534","But on the day that was to fulfil my wishes and my destiny, she was melancholy, and a presentiment of evil pervaded her; and perhaps also she thought of the dreadful secret which I had promised to reveal to her on the following day.","MWS"
"id27789","With an anxiety that almost amounted to agony, I collected the instruments of life around me, that I might infuse a spark of being into the lifeless thing that lay at my feet.","MWS"
"id21468","I allus says Col' Spring Glen ain't no healthy nor decent place.","HPL"
"id10248","Turning towards the men, he said, ""What do you mean?","MWS"
"id27908","It will then be seen that the movement of the arm, which, in all other cases, immediately succeeds the motion in the shoulder, is withheld is not made although Maelzel has not yet performed, on the board of the Automaton, any move corresponding to the withdrawal of the antagonist.","EAP"
"id02861","Only one wish now haunted the mind of the dying man; that twigs from certain olive trees in the grove be buried by his resting place close to his head.","HPL"
"id26533","We had been at sea seven days, and were now off Cape Hatteras, when there came a tremendously heavy blow from the southwest.","EAP"
"id02711","Does it not seem singular how they should have failed to deduce from the works of God the vital fact that a perfect consistency must be an absolute truth How plain has been our progress since the late announcement of this proposition Investigation has been taken out of the hands of the ground moles and given, as a task, to the true and only true thinkers, the men of ardent imagination.","EAP"
"id23751","And amid the crowd, and the clamor, and the general intricacy and confusion amid the million of black and yellow men, turbaned and robed, and of flowing beard, there roamed a countless multitude of holy filleted bulls, while vast legions of the filthy but sacred ape clambered, chattering and shrieking, about the cornices of the mosques, or clung to the minarets and oriels.","EAP"
"id11220","I say, when they git ready . . .","HPL"
"id23180","With eagerness one turns toward the east, with angry impatience one marks the unchequered darkness; the crowing of a cock, that sound of glee during day time, comes wailing and untuneable the creaking of rafters, and slight stir of invisible insect is heard and felt as the signal and type of desolation.","MWS"
"id06613","Sometimes it would be in a desart; in a populous city; at a ball; we should perhaps meet in a vessel; and his first words constantly were, ""My daughter, I love thee"" What extactic moments have I passed in these dreams How many tears I have shed; how often have I laughed aloud.","MWS"
"id02961","What are we, the inhabitants of this globe, least among the many that people infinite space?","MWS"
"id23742","At length, having found these storms injurious to his health, he fitted up a cellar into which he could retreat from their wildest pandemonium.","HPL"
"id14769","I asked, with a sad foreboding at heart.","EAP"
"id02242","He studied the timber and plaster walls for traces of cryptic designs at every accessible spot where the paper had peeled, and within a week managed to get the eastern attic room where Keziah was held to have practiced her spells.","HPL"
"id06663","The author of the 'Oil of Bob' is, we hear, Thingum Bob, Esq., a gentleman of high genius, and a scholar.","EAP"
"id03542","But the weather was serene, and as I walked on I fell into no unpleasing reveries.","MWS"
"id09151","It was an impulsive movement to gain time for thought to make sure that my vision had not deceived me to calm and subdue my fancy for a more sober and more certain gaze.","EAP"
"id21049","And that night my dreams of piping flutes and marble peristyles came to a sudden and disquieting end; for upon the city in the valley I saw a pestilence descend, and then a frightful avalanche of wooded slopes that covered the dead bodies in the streets and left unburied only the temple of Artemis on the high peak, where the aged moon priestess Cleis lay cold and silent with a crown of ivory on her silver head.","HPL"
"id04783","Indeed, it never was rented after a series of deaths culminating in , which the excitement of the war tended to throw into obscurity.","HPL"
"id07595","In the present case your application is the most obvious thing in the world.","EAP"
"id03049","What then became of me?","MWS"
"id02194","The rush for the ""sole paper which had the news,"" was something beyond even the prodigious; and, in fact, if as some assert the ""Victoria"" did not absolutely accomplish the voyage recorded, it will be difficult to assign a reason why she should not have accomplished it.","EAP"
"id05645","""Nor are outward objects alone the receptacles of the Spirit of Good.","MWS"
"id14917","There was a dim mist over all the earth, and a warm glow upon the waters, and amid the rich October leaves of the forest, a rainbow from the firmament had surely fallen.","EAP"
"id01353","Can it be possible that this planet has actually spawned such things; that human eyes have truly seen, as objective flesh, what man has hitherto known only in febrile phantasy and tenuous legend?","HPL"
"id11472","Five months after their arrival in England, he committed suicide.","MWS"
"id22171","Dr. Armitage knew, from the repeated failures of his colleagues, that the riddle was a deep and complex one; and that no simple mode of solution could merit even a trial.","HPL"
"id12369","This spot, dedicated to sweetest recollections, the deserted house and neglected garden were well adapted to nurse my melancholy.","MWS"
"id02893","As for one lady, she obeyed Monsieur Maillard to the letter, and thrusting out her tongue, which was an excessively long one, held it very resignedly, with both hands, until the end of the entertainment.","EAP"
"id23856","The slope of the sides of the vast funnel became momently less and less steep.","EAP"
"id17261","Fear was upon the whole pitiful crowd, for they did not know what the law would exact of them if the affair were not hushed up; and they were grateful when West, in spite of my involuntary shudders, offered to get rid of the thing quietly for a purpose I knew too well.","HPL"
"id20479","The fury of the tempest immediately died away, and a dead calm sullenly succeeded.","EAP"
"id00201","But he is a good creature after all.","EAP"
"id10454","He was soon disliked even more decidedly than his mother and grandsire, and all conjectures about him were spiced with references to the bygone magic of Old Whateley, and how the hills once shook when he shrieked the dreadful name of Yog Sothoth in the midst of a circle of stones with a great book open in his arms before him.","HPL"
"id18870","The readiness with which I fell into a plan of action proves that I must have been subconsciously fearing some menace and considering possible avenues of escape for hours.","HPL"
"id07275","We feared that the cold weather would come on and halt our explorations, for all agreed that the daemon was generally quiet in winter.","HPL"
"id27485","Local history forbade such a doubt, although no ghostly evidence was ever found by such investigators as had visited the building after some especially vivid tale of the squatters.","HPL"
"id11979","Promise,"" and he raised himself painfully, and seized my arm, ""promise to bury me with them.""","MWS"
"id13831","If his appearance even inspired us with hope, it only rendered the state of her mind more painful.","MWS"
"id25303","Never to suffer would have been never to have been blessed.","EAP"
"id13638","The moves of the Turk are not made at regular intervals of time, but accommodate themselves to the moves of the antagonist although this point of regularity so important in all kinds of mechanical contrivance, might have been readily brought about by limiting the time allowed for the moves of the antagonist.","EAP"
"id01317","It was not quite dead, but twitched silently and spasmodically while its chest heaved in monstrous unison with the mad piping of the expectant whippoorwills outside.","HPL"
"id15484","They seemed sullenly banded together in some sort of fellowship and understanding despising the world as if they had access to other and preferable spheres of entity.","HPL"
"id17846","The uproar increases.","EAP"
"id27868","The drawers of a bureau, which stood in one corner were open, and had been, apparently, rifled, although many articles still remained in them.","EAP"
"id20769","A closer scrutiny filled me with sensations I cannot express; for despite its enormous magnitude, and its position in an abyss which had yawned at the bottom of the sea since the world was young, I perceived beyond a doubt that the strange object was a well shaped monolith whose massive bulk had known the workmanship and perhaps the worship of living and thinking creatures.","HPL"
"id02986","I signified my readiness to proceed, but our guides protested against such a measure.","MWS"
"id22694","Again the infinitude of the shrieking twilight abysses flashed past him, but in another second he thought he was in a dark, muddy, unknown alley of foetid odours, with the rotting walls of ancient houses towering up on every hand.","HPL"
"id02750","I had no car, but was travelling by train, trolley, and motor coach, always seeking the cheapest possible route.","HPL"
"id02791","The young husband was frantic with grief but circumstances imperatively forbade the deferring his voyage to New York.","EAP"
"id08556","Already do I see,"" he continued, looking up mournfully, ""the bourne and precipitate edge of my existence, over which I plunge into the gloomy mystery of the life to come.","MWS"
"id08568","""Feed it reg'lar, Willy, an' mind the quantity; but dun't let it grow too fast fer the place, fer ef it busts quarters or gits aout afore ye opens to Yog Sothoth, it's all over an' no use.","HPL"
"id19829","Stranger still, some were in modern dialects, English and Italian.","MWS"
"id25255","Now these peculiar movements of the head and eyes are movements customary with persons engaged in meditation, and the ingenious Baron Kempelen would have adapted these movements were the machine a pure machine to occasions proper for their display that is, to occasions of complexity.","EAP"
"id20972","The air now became intolerably hot, and was loaded with spiral exhalations similar to those arising from heat iron.","EAP"
"id01048","My fame is universal.","EAP"
"id15810","In the widest and noblest sense, he was a poet.","EAP"
"id18215","I have said enough to convince you that ciphers of this nature are readily soluble, and to give you some insight into the rationale of their development.","EAP"
"id08193","Prepare to hear of occurrences which are usually deemed marvellous.","MWS"
"id19952","he, the petitmaître no, the Deity who sat as if carved in marble, et qui sourit, with his pale countenance, si amèrement?","EAP"
"id03413","There were shelves full of theological and classical books, and another bookcase containing treatises on magic Paracelsus, Albertus Magnus, Trithemius, Hermes Trismegistus, Borellus, and others in strange alphabets whose titles I could not decipher.","HPL"
"id19688","At first I proceeded with extreme caution, for the floor, although seemingly of solid material, was treacherous with slime.","EAP"
"id05263","And lo from among those sable draperies where the sounds of the song departed, there came forth a dark and undefined shadow a shadow such as the moon, when low in heaven, might fashion from the figure of a man: but it was the shadow neither of man nor of God, nor of any familiar thing.","EAP"
"id14947","It was a subject of regret to me whenever we were joined by a third person, yet if I turned with a disturbed look towards my father, his eyes fixed on me and beaming with tenderness instantly restored joy to my heart.","MWS"
"id19261","Klenze hurried to the engine room, finding the fuel tank and most of the mechanism shattered, and Engineers Raabe and Schneider instantly killed.","HPL"
"id02632","""Why do you answer me so roughly?""","MWS"
"id04909","Soon after my arrival in the hovel I discovered some papers in the pocket of the dress which I had taken from your laboratory.","MWS"
"id17272","That night I passed the gateway to a vortex of twisted time and vision, and when morning found me in the attic room I saw in the walls and shelves and fittings that which I had never seen before.","HPL"
"id25869","Well, I should say that the really weird artist has a kind of vision which makes models, or summons up what amounts to actual scenes from the spectral world he lives in.","HPL"
"id23786","His croak thus o o o o gh o o o o gh was the finest note in the world B flat; and when he put his elbows upon the table thus after taking a glass or two of wine and distended his mouth, thus, and rolled up his eyes, thus, and winked them with excessive rapidity, thus, why then, sir, I take it upon myself to say, positively, that you would have been lost in admiration of the genius of the man.""","EAP"
"id03922","With Cyclopean rage it tore through the soil above that damnable pit, blinding and deafening me, yet not wholly reducing me to a coma.","HPL"
"id10827","The intellectual or logical man, rather than the understanding or observant man, set himself to imagine designs to dictate purposes to God.","EAP"
"id27048","I remembered also the nervous fever with which I had been seized just at the time that I dated my creation, and which would give an air of delirium to a tale otherwise so utterly improbable.","MWS"
"id13015","In spasms such as these he had usually found relief from the application of mustard to the nervous centres, but to night this had been attempted in vain.","EAP"
"id17079","We boys used to overrun the place, and I can still recall my youthful terror not only at the morbid strangeness of this sinister vegetation, but at the eldritch atmosphere and odour of the dilapidated house, whose unlocked front door was often entered in quest of shudders.","HPL"
"id27296","But for this consideration I should have begun my attempts with the Spanish and French, as the tongues in which a secret of this kind would most naturally have been written by a pirate of the Spanish main.","EAP"
"id07121","But of them old Castro dared not speak much.","HPL"
"id04606","great bulgin' eyes all over it . . .","HPL"
"id14634","The document, indeed, ended in much confusion; and I was forced to ransack both the Rhode Island Historical Society and Shepley Library before I could find a local door which the name Etienne Roulet would unlock.","HPL"
"id11211","They were her life; dearer than a spot consecrated to love, dearer than all else the earth contained.","MWS"
"id21594","She had even sent me, in reply, one penned by her own exquisite fingers.","EAP"
"id00576","When Nature could endure wakefulness no longer, it was with a struggle that I consented to sleep for I shuddered to reflect that, upon awaking, I might find myself the tenant of a grave.","EAP"
"id14030","But my eyes were the keenest in the city, despite the long hours I gave each day to the study of the Pnakotic manuscripts and the wisdom of the Zobnarian Fathers; so my friend, desiring not to doom me to inaction, rewarded me with that duty which was second to nothing in importance.","HPL"
"id10278","Well, during two nights not consecutive while I lay awake, I clearly saw Mrs. W., about eleven o'clock upon each night, steal cautiously from the state room of Mr. W., and enter the extra room, where she remained until daybreak, when she was called by her husband and went back.","EAP"
"id17812","It was most narrow at its northern extremity, opening out as it tended southwardly, but with no very precise regularity.","EAP"
"id01766","It was here that Charles I. had collected his forces.","MWS"
"id10974","He reaches the grave.","EAP"
"id16373","As he bathed and changed clothes he tried to recall what he had dreamed after the scene in the violet litten space, but nothing definite would crystallise in his mind.","HPL"
"id00637","My answer to these questions must needs appear to you unsatisfactory, yet they have sufficed to lead me on, day after day, enduring every wretchedness, rather than by such means to seek relief.","MWS"
"id24514","Now I'll put you in the way of accomplishing this point.","EAP"
"id16323","The tide of love towards her appeared to flow again; he could never forget, how once he had been devoted to her, making her the shrine and storehouse wherein to place every thought and every sentiment.","MWS"
"id10761","It has been, or should be remarked, that, in the manner of the true gentleman, we are always aware of a difference from the bearing of the vulgar, without being at once precisely able to determine in what such difference consists.","EAP"
"id20007","This fact fully proves, that the intervention of Maelzel, in performing the moves of the antagonist on the board of the Automaton, is not essential to the movements of the Automaton, that its movements are regulated by mind by some person who sees the board of the antagonist, that its movements are not regulated by the mind of Maelzel, whose back was turned towards the antagonist at the withdrawal of his move. .","EAP"
"id26211","At length all was veiled in the deep obscurity of blackest night; I became weary and knowing that my servant was to sleep that night at the neighbouring village, so that my absence would alarm no one; and that I was safe in this wild spot from every intruder, I resolved to spend the night where I was.","MWS"
"id09252","As I sat deciphering the execrable French I felt more lenient toward the old man.","HPL"
"id00616","He was conspicuous for his conduct and choice of position in a battle fought in the plains of Thrace, on the banks of the Hebrus, which was to decide the fate of Islam.","MWS"
"id03716","Then Wesley Corey, who had taken the glass, cried out that Armitage was adjusting the sprayer which Rice held, and that something must be about to happen.","HPL"
"id10926","""Gawd,"" he gasped, ""I telled 'em not ter go daown into the glen, an' I never thought nobody'd dew it with them tracks an' that smell an' the whippoorwills a screechin' daown thar in the dark o' noonday. . .","HPL"
"id09079","He slowly recovered himself; yet, at last, as one might from the effects of poison, he lifted his head from above the vapours of fever and passion into the still atmosphere of calm reflection.","MWS"
"id09488","He would, he wrote, defray the difference in rent.","HPL"
"id15947","""As he approached his desire of seeing me,"" he said, ""became more and more ardent, and he felt that the moment when he should first clasp me in his arms would be the happiest of his life.""","MWS"
"id01512","As the evening wore away he became more and more absorbed in reverie, from which no sallies of mine could arouse him.","EAP"
"id07136","Sir Alfred Jermyn was a baronet before his fourth birthday, but his tastes never matched his title.","HPL"
"id26086","Balbutius, had also come from Calagurris, where the permanent station was.","HPL"
"id08725","It is doubtful whether he was touched at all by the horror and exquisite weirdness of his position, but the bald fact of imprisonment so far from the daily paths of men was enough to exasperate him thoroughly.","HPL"
"id03998","It is a radical, a primitive impulse elementary.","EAP"
"id19682","His fancy had not gone so far as mine, but he felt that the place was rare in its imaginative potentialities, and worthy of note as an inspiration in the field of the grotesque and macabre.","HPL"
"id05759","There was a Grand Turk from Stamboul.","EAP"
"id08226","Separated from them; exalted in my heart; sole possessor of my affections; single object of my hopes, the best half of myself.","MWS"
"id21915","All was silent in and around the cottage; it was an excellent opportunity; yet, when I proceeded to execute my plan, my limbs failed me and I sank to the ground.","MWS"
"id05124","To be sure, our men of science are not quite so bigoted as those of old: oh, I have something so queer to tell you on this topic.","EAP"
"id09765","The physician with the iron grey beard who comes each day to my room once told a visitor that this decision marked the beginning of a pitiful monomania; but I will leave final judgment to my readers when they shall have learnt all.","HPL"
"id27079","I endeavored to shriek; and my lips and my parched tongue moved convulsively together in the attempt but no voice issued from the cavernous lungs, which oppressed as if by the weight of some incumbent mountain, gasped and palpitated, with the heart, at every elaborate and struggling inspiration.","EAP"
"id24759","My sister was by nature destitute of the common feelings of anxious, petulant jealousy.","MWS"
"id27185","She studiously shut out all prospect of the future, and cradled her heart in present blessings.","MWS"
"id05040","Neither yours nor any man's death is needed to consummate the series of my being and accomplish that which must be done, but it requires my own.","MWS"
"id21997","Of these groups our two seamen formed, I think, the most interesting, if not the most conspicuous.","EAP"
"id00186","He walked impassive through the cities of men, and sighed because no vista seemed fully real; because every flash of yellow sunlight on tall roofs and every glimpse of balustraded plazas in the first lamps of evening served only to remind him of dreams he had once known, and to make him homesick for ethereal lands he no longer knew how to find.","HPL"
"id17638","Now this, I say, is a diddle minute for one entire moiety of the sum borrowed has to be paid to the gentleman who had the trouble of performing the insult, and who had then to stand still and be thrashed for performing it.","EAP"
"id12492","She finds a sofa well adapted to her views, and upon inquiring the price, is surprised and delighted to hear a sum named at least twenty per cent.","EAP"
"id15889","He had also changed my apartment; for he perceived that I had acquired a dislike for the room which had previously been my laboratory.","MWS"
"id00145","I was, at length, able to write a genuine Blackwood article, and determined to do it forthwith.","EAP"
"id02980","""The measures adopted were not only the best of their kind, but carried out to absolute perfection.","EAP"
"id13076","His mother seems to've ben some kind of foreigner they say a South Sea islander so everybody raised Cain when he married an Ipswich girl fifty years ago.","HPL"
"id12495","Besides, though the violence of her anguish made life hateful, it had not yet produced that monotonous, lethargic sense of changeless misery which for the most part produces suicide.","MWS"
"id03769","I hardly replied to the slightest question, and was uneasy when I saw a human creature near me.","MWS"
"id03630","I had turned to the right as I entered this road, and now, arising, I continued in the same direction.","EAP"
"id14432","Where was I? Ah I have been assured that Snobbs is a mere corruption of Zenobia, and that Zenobia was a queen So am I. Dr. Moneypenny always calls me the Queen of the Hearts and that Zenobia, as well as Psyche, is good Greek, and that my father was ""a Greek,"" and that consequently I have a right to our patronymic, which is Zenobia and not by any means Snobbs.","EAP"
"id19474","Morning found Dr. Armitage in a cold sweat of terror and a frenzy of wakeful concentration.","HPL"
"id08090","Better stay over here and take the ten o'clock bus tomorrow morning; then you can get an evening bus there for Arkham at eight o'clock.","HPL"
"id26462","But when I went to Sinara I found the dromedary men all drunken and ribald, and saw that their songs were not as mine, so I travelled in a barge down the Xari to onyx walled Jaren.","HPL"
"id14424","Still they would not capitulate.","MWS"
"id10607","His emissary obeyed, and brought the desired intelligence.","MWS"
"id23244","She must have foreseen the chagrin of St. Eustache, the suspicion of all.","EAP"
"id16588","Although the writer admits the distinction, he yet includes them all in the same category.","EAP"
"id09732","I well remember it had no trees, nor benches, nor anything similar within it.","EAP"
"id20415","We had now some discussion as to the propriety and feasibility of awakening him; but we had little difficulty in agreeing that no good purpose would be served by so doing.","EAP"
"id18284","It is a scene terrifically desolate.","MWS"
"id11406","""The supporting power being estimated at pounds, and the united weights of the party amounting only to about , there was left a surplus of , of which again was exhausted by ballast, arranged in bags of different sizes, with their respective weights marked upon them by cordage, barometers, telescopes, barrels containing provision for a fortnight, water casks, cloaks, carpet bags, and various other indispensable matters, including a coffee warmer, contrived for warming coffee by means of slack lime, so as to dispense altogether with fire, if it should be judged prudent to do so.","EAP"
"id13423","I observed that, upon her first elevation of the glass, she had seemed satisfied with a momentary inspection of my person, and was withdrawing the instrument, when, as if struck by a second thought, she resumed it, and so continued to regard me with fixed attention for the space of several minutes for five minutes, at the very least, I am sure.","EAP"
"id16664","That deity will be found in the interior of yonder building.","EAP"
"id25486","The line put forth no branches, and Arthur was the last of it.","HPL"
"id18389","I observed that the aperture through which I had thrust my head was an opening in the dial plate of a gigantic clock, and must have appeared, from the street, as a large key hole, such as we see in the face of the French watches.","EAP"
"id12497","The fact is, I thought I really thought I thought at the time I thought then and have no reason for thinking otherwise now that the ""Goosetherumfoodle"" did make a mistake.","EAP"
"id11412","His sentence was pronounced, and I could only grieve and be patient.","MWS"
"id00265","It may be sufficient here to say that it forms one of an infinite series of mistakes which arise in the path of Reason through her propensity for seeking truth in detail.","EAP"
"id25248","I hardly know, but in a few moments I sank lifeless to the ground; and so would that then all had been at an end CHAPTER VIII I was carried to the next town: fever succeeded to convulsions and faintings, for some weeks my unhappy spirit hovered on the very verge of death.","MWS"
"id10910","The girl was called 'sister' or 'Agatha,' and the youth 'Felix,' 'brother,' or 'son.'","MWS"
"id20501","We were to sail on the fifteenth of the month June, weather permitting; and on the fourteenth, I went on board to arrange some matters in my state room.","EAP"
"id24122","Shrieking, slithering, torrential shadows of red viscous madness chasing one another through endless, ensanguined corridors of purple fulgurous sky . . .","HPL"
"id18930","Before seating himself across the table from me, my host paused for a moment as if in embarrassment; then, tardily removing his gloves, wide brimmed hat, and cloak, stood theatrically revealed in full mid Georgian costume from queued hair and neck ruffles to knee breeches, silk hose, and the buckled shoes I had not previously noticed.","HPL"
"id08355","It is like sight in the end, and transmits visual pictures to the brain.","HPL"
"id00740","Master yourself, Raymond, and the world is subject to you."" ""All this would be very good sense, if addressed to another,"" replied Raymond, moodily, ""con the lesson yourself, and you, the first peer of the land, may become its sovereign.","MWS"
"id09495","Johansen's address, I discovered, lay in the Old Town of King Harold Haardrada, which kept alive the name of Oslo during all the centuries that the greater city masqueraded as ""Christiana"".","HPL"
"id13532","""It is well fortified; and in this respect is as much indebted to nature as to art."" Very true.","EAP"
"id23447","Upon rising from the piano after these miracles of vocal execution, she resumed her seat by my side; when I expressed to her, in terms of the deepest enthusiasm, my delight at her performance.","EAP"
"id06128","In the mean time I endeavored, but all in vain, to sound him in regard to the object of the expedition.","EAP"
"id18811","On the night of the day on which this cruel deed was done, I was aroused from sleep by the cry of fire.","EAP"
"id08227","I have a mother whose support and hope I am.","MWS"
"id10484","The plague had come to Athens.","MWS"
"id27013","The consideration of this dilemma gave me no little disquietude; and it will hardly be believed, that, after the dangers I had undergone, I should look upon this business in so serious a light, as to give up all hope of accomplishing my ultimate design, and finally make up my mind to the necessity of a descent.","EAP"
"id11136","The Roulets, it seemed, had come in from East Greenwich, down the west shore of Narragansett Bay.","HPL"
"id03761","He will reason thus: 'I am innocent; I am poor; my Ourang Outang is of great value to one in my circumstances a fortune of itself why should I lose it through idle apprehensions of danger?","EAP"
"id20384","It was about two feet square, and bore West's correct name and present address.","HPL"
"id06755","This view was surely not weakened by the insistent offers of purchase at a high price which the Marshes began to make as soon as they knew of its presence, and which they repeated to this day despite the Society's unvarying determination not to sell.","HPL"
"id13867","When he arrives at the hippodrome, he will be crowned with the poetic wreath, in anticipation of his victory at the approaching Olympics.","EAP"
"id14653","When our exiles had first arrived, a truce was in existence between the Turks and Greeks; a truce that was as sleep to the mortal frame, signal of renewed activity on waking.","MWS"
"id27143","""The what?"" ""De bug, I'm berry sartain dat Massa Will bin bit somewhere bout de head by dat goole bug."" ""And what cause have you, Jupiter, for such a supposition?""","EAP"
"id01504","The longer he gazed the more absorbing became the spell the more impossible did it appear that he could ever withdraw his glance from the fascination of that tapestry.","EAP"
"id18047","He seemed the favourite child of fortune, and his untimely loss eclipsed the world, and shewed forth the remnant of mankind with diminished lustre.","MWS"
"id09349","Such, nevertheless, was the fact.","EAP"
"id01479","The widowed Rhoby Harris never recovered from the shock of her husband's death, and the passing of her first born Elkanah two years later was the final blow to her reason.","HPL"
"id11123","I had returned from London possessed by the idea, with the intimate feeling that it was my first duty to secure, as well as I was able, the well being of my family, and then to return and take my post beside Adrian.","MWS"
"id04450","Completely unnerved, I leaped to my feet; but the measured rocking movement of Usher was undisturbed.","EAP"
"id02971","I, not in deed, but in effect, was the true murderer.","MWS"
"id13719","I say nothing more than what must be obvious to every dispassionate observer, when I repeat that the circumstance of the articles in question having remained undiscovered, for a longer period than from one Sunday to another, in any thicket in the immediate neighborhood of Paris, is to be looked upon as little less than miraculous.","EAP"
"id26981","One disappeared in a narrow alley to the left, leaving only the echo of a shocking moan.","HPL"
"id05557","They were both then lying on the sacking of the bedstead in the chamber where Mademoiselle L. was found.","EAP"
"id09760","There was a gradual deterioration I had not foreseen.","HPL"
"id26989","The disordered earth was covered with blood and human debris bespeaking too vividly the ravages of daemon teeth and talons; yet no visible trail led away from the carnage.","HPL"
"id04626","Clerval continued talking for some time about our mutual friends and his own good fortune in being permitted to come to Ingolstadt.","MWS"
"id02883","Angarola of Chicago has it.","HPL"
"id11691","""Folks aoutside hev their stories abaout us s'pose you've heerd a plenty on 'em, seein' what questions ye ast stories abaout things they've seed naow an' then, an' abaout that queer joolry as still comes in from somewhars an' ain't quite all melted up but nothin' never gits def'nite.","HPL"
"id09863","My imagination was vivid, yet my powers of analysis and application were intense; by the union of these qualities I conceived the idea and executed the creation of a man.","MWS"
"id19628","By degrees, our eyes grew somewhat accustomed to this dimness, and we perceived that there was no direct passage leading us further; but that it was possible to climb one side of the cavern to a low arch at top, which promised a more easy path, from whence we now discovered that this light proceeded.","MWS"
"id23042","But as the gate swung wider and the sorcery of drug and dream pushed me through, I knew that all sights and glories were at an end; for in that new realm was neither land nor sea, but only the white void of unpeopled and illimitable space.","HPL"
"id25482","Grieved to the soul at having been, however innocently, the cause of pain to so eminent and so sensitive a man, I hastened to apologize, and to reassure him, by expressing my perfect coincidence with his views, as well as my entire appreciation of the delicacy of his position.","EAP"
"id19560","In the monarch Thought's dominion It stood there Never seraph spread a pinion Over fabric half so fair.","EAP"
"id24440","His fright, turning to steely despair, left room for a resurgence of his rage against me; and he staggered a step toward the table on whose edge I was steadying myself.","HPL"
"id17553","If he had permitted us to witness his agitation, he would have been more under the guidance of reason; but his struggles for the shew of composure, acted with such violence on his nerves, as to destroy his power of self command.","MWS"
"id02921","I fancied that night had come suddenly upon me, and vainly groped with one free hand for a window embrasure, that I might peer out and above, and try to judge the height I had attained.","HPL"
"id10958","Besides that, with the nearly extinct race of man, all our toils grew near a conclusion, she was too weak; consumption, if so it might be called, or rather the over active life within her, which, as with Adrian, spent the vital oil in the early morning hours, deprived her limbs of strength.","MWS"
"id21408","The audience arose; and the usual tumult immediately supervened.","EAP"
"id02596","It was just such a slip, indeed, as might have been chosen for a memorandum for a record of something to be long remembered and carefully preserved.""","EAP"
"id09255","Idris arose also, and bent on me her eyes of celestial blue, and with grace peculiar said ""You hardly need an introduction; we have a picture, highly valued by my father, which declares at once your name.","MWS"
"id21786","But of those mysterious allies no coherent account could ever be gained.","HPL"
"id09510","My father pointed out these circumstances with a serious and unaltered mien, only now and then fixing his deep and liquid eyes upon me; there was something strange and awful in his look that overcame me, and in spite of myself I wept, nor did he attempt to console me, but I saw his lips quiver and the muscles of his countenance seemed convulsed.","MWS"
"id13966","How pleased you would be to remark the improvement of our Ernest He is now sixteen and full of activity and spirit.","MWS"
"id01908","Furniture, covered by the dust of ages and crumbling with the rot of long dampness, met my eyes.","HPL"
"id19973","Carter's relatives talk much of these things because he has lately disappeared.","HPL"
"id12352","""Several changes, in the meantime, took place in the cottage.","MWS"
"id16234","In short, I never yet encountered the mere mathematician who could be trusted out of equal roots, or one who did not clandestinely hold it as a point of his faith that xpx was absolutely and unconditionally equal to q. Say to one of these gentlemen, by way of experiment, if you please, that you believe occasions may occur where xpx is not altogether equal to q, and, having made him understand what you mean, get out of his reach as speedily as convenient, for, beyond doubt, he will endeavor to knock you down.","EAP"
"id20152","I shall ascend my funeral pile triumphantly and exult in the agony of the torturing flames.","MWS"
"id23960","The elderly scholar had been collecting legends of the Onga tribes near the field of his grandfather's and his own explorations, hoping in some way to account for Sir Wade's wild tales of a lost city peopled by strange hybrid creatures.","HPL"
"id24403","The town was getting more and more on my nerves, and I looked behind me furtively as I picked my way back over the tottering Water Street bridge.","HPL"
"id05700","In after sorrow or joy, believe that you father's spirit is near, to save or sympathize with you.","MWS"
"id23741","I had most imprudently made it known among my friends, she observed, that I desired her acquaintance thus that I did not possess it thus, again, there was no possibility of concealing the date of our first knowledge of each other.","EAP"
"id23490","His desire of restoring his lovely friend to her rank in society, and to her lost prosperity, animated him, and he poured forth with energy, all his wishes and intentions on that subject.","MWS"
